,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
1622,19,cionek t,spal,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10978,19,inzaghi f,bologna,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6473,19,kurtic j,spal,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
5602,19,di francesco f,sassuolo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5619,19,di gaudio a,parma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8362,19,barrow m,atalanta,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7460,19,radovanovic i,chievo,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
8267,19,zielinski p,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1998,19,dijks m,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7614,19,rolon e,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6631,19,linetty k,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8900,19,dzeko e,roma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6694,19,lukic s,torino,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
1522,19,ceccherini f,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2268,19,florenzi a,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3623,19,pisacane f,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7765,19,sensi s,sassuolo,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
8229,19,zaniolo n,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
153,19,donnarumma g,milan,P,6.5,7.5,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6018,19,giaccherini e,chievo,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
7871,19,svanberg m,bologna,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8840,19,djordjevic f,chievo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1104,19,bani m,chievo,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
7073,19,nzonzi,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1642,19,colley o,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1850,19,de silvestri l,torino,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6023,19,gomez a,atalanta,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5569,19,deiola a,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6660,19,locatelli m,sassuolo,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6388,19,kiyine,chievo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1983,19,dickmann l,spal,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7053,19,nordgaard c,fiorentina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2488,19,hateboer h,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6970,19,missiroli s,spal,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3680,19,rasmussen j,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1531,19,ceppitelli l,cagliari,D,4.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,2018-19,,,,
2065,19,djimsiti b,atalanta,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
