,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
7206,27,pasalic m,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1635,27,colley o,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
9596,27,milik a,napoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4911,27,birsa v,cagliari,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
759,27,viviano e,spal,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
753,27,terraciano p,fiorentina,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8193,27,younes a,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5059,27,brighi m,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
11050,27,maran,cagliari,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
9475,27,martinez l,inter,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2761,27,koulibaly k,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5000,27,bourabia m,sassuolo,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
9631,27,mirallas k,fiorentina,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7532,27,rigoni l,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
9522,27,meggiorini r,chievo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2794,27,larsen s,udinese,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
