,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
1142,17,barzagli a,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7859,17,dzeko e,roma,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
4867,17,de rossi d,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6376,17,palombo a,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1218,17,bellusci g,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
466,17,posavec j,palermo,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2016-17
2670,17,maietta d,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3871,17,zampano f,pescara,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
440,17,perin m,genoa,P,0.0,5.0,-4.0,0.0,-1.0,0.0,0.0,0.0,2016-17
8995,17,palladino r,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6827,17,saponara r,empoli,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
3666,17,spolli n,chievo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8498,17,krejci l,bologna,A,8.5,6.5,0.0,0.0,0.0,2.0,0.0,0.0,2016-17
6757,17,rohden m,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1795,17,dainelli d,chievo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5374,17,henrique b,palermo,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4384,17,biglia l,lazio,C,8.5,6.5,0.0,0.0,0.0,2.0,0.0,0.0,2016-17
1188,17,bastos b,lazio,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2745,17,masiello a,atalanta,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2693,17,manolas k,roma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3866,17,zambelli m,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
488,17,puggioni c,sampdoria,P,3.0,5.5,-2.0,-0.5,0.0,0.0,0.0,0.0,2016-17
4443,17,bonaventura g,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9724,17,zapata d,udinese,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3725,17,toloi r,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7964,17,falcinelli d,crotone,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3297,17,rispoli a,palermo,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
5432,17,hiljemark o,palermo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8646,17,manaj r,pescara,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4431,17,birsa v,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4772,17,cuadraro j,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6796,17,sanchez c,fiorentina,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2095,17,ferrari g,crotone,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
78,17,buffon g,juventus,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
5526,17,jajalo m,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6598,17,quaison r,palermo,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
5459,17,isla m,cagliari,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8510,17,lapadula g,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6350,17,padoin s,cagliari,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8375,17,joao pedro,cagliari,A,1.5,4.5,0.0,0.0,0.0,-3.0,0.0,0.0,2016-17
4471,17,brozovic m,inter,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2599,17,lichtsteiner s,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3384,17,rosi a,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
107,17,consigli a,sassuolo,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
7605,17,candreva a,inter,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
7597,17,callejon j,napoli,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4296,17,benali a,pescara,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
