,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
4402,10,tomovic n,spal,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5507,10,correa j,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
61,10,berisha e,spal,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
10453,10,pussetto i,udinese,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11191,10,gasperini,atalanta,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4470,10,vicari f,spal,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10351,10,petagna a,spal,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5878,10,dzemaili b,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10751,10,skov olsen a,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1559,10,colley o,sampdoria,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4443,10,venuti l,fiorentina,D,7.0,6.5,0.0,-0.5,0.0,0.0,0.0,1.0,2019-20
5539,10,costa do,juventus,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6559,10,kulusevski d,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4205,10,smalling c,roma,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3154,10,marlon,sassuolo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6522,10,kucka j,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5596,10,cuadrado j,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10014,10,matri a,brescia,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3117,10,mancini g,roma,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4732,10,badelj m,fiorentina,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5895,10,ekdal a,sampdoria,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
187,10,dragowski b,fiorentina,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
6765,10,leris m,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11167,10,fonseca,roma,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
