,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.0,-2.0,,,,,,,4.0,Atalanta,23,2015-16
1,33,Cherubin N.,Dif,D,5.0,,,,,,,,5.0,Atalanta,23,2015-16
2,24,Conti A.,Dif,D,6.5,1.0,,,,,,,9.5,Atalanta,23,2015-16
3,93,Drame B.,Dif,D,4.5,,,,,,,1.0,3.5,Atalanta,23,2015-16
4,3,Toloi R.,Dif,D,5.0,,,,,,,,5.0,Atalanta,23,2015-16
5,5,Masiello A.,Dif,D,5.5,,,,,,,,5.5,Atalanta,23,2015-16
6,15,De Roon M.,Cen,C,5.5,,,,,,1.0,,5.0,Atalanta,23,2015-16
7,8,Migliaccio G.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,23,2015-16
8,23,Diamanti A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,23,2015-16
9,10,Gomez A.,Tre,T,5.0,,,,,,,,5.0,Atalanta,23,2015-16
10,12,Borriello M.,Att,A,6.0,,,,,,,,6.0,Atalanta,23,2015-16
11,28,Brivio D.,Dif,D,5.5,,,,,,,,5.5,Atalanta,23,2015-16
12,77,Raimondi C.,Dif,D,5.5,,,,,,,,5.5,Atalanta,23,2015-16
13,51,Pinilla M.,Att,A,,,,,,,1.0,,,Atalanta,23,2015-16
0,83,Mirante A.,Por,P,6.5,-1.0,,,,,,,5.5,Bologna,23,2015-16
1,24,Ferrari A.,Dif,D,6.5,,,,,,1.0,,6.0,Bologna,23,2015-16
2,13,Rossettini L.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,23,2015-16
3,3,Morleo A.,Dif,D,6.0,,,,,,,,6.0,Bologna,23,2015-16
4,2,Oikonomou M.,Dif,D,4.0,,,,,,,1.0,3.0,Bologna,23,2015-16
5,21,Diawara A.,Cen,C,5.5,,,,,,1.0,,5.0,Bologna,23,2015-16
6,33,Brighi M.,Cen,C,6.0,,,,,,,,6.0,Bologna,23,2015-16
7,22,Rizzo L.,Cen,C,5.5,,,,,,,,5.5,Bologna,23,2015-16
8,8,Taider S.,Cen,C,5.5,,,,,,1.0,,5.0,Bologna,23,2015-16
9,26,Mounier A.,Tre,T,6.0,,,,,,,,6.0,Bologna,23,2015-16
10,99,Floccari S.,Att,A,6.5,,,,,,,,6.5,Bologna,23,2015-16
11,15,Mbaye I.,Dif,D,6.0,,,,,,,,6.0,Bologna,23,2015-16
12,17,Giaccherini E.,Tre,T,5.5,,,,,,,,5.5,Bologna,23,2015-16
13,23,Brienza F.,Tre,T,,,,,,,,,,Bologna,23,2015-16
0,27,Belec V.,Por,P,6.0,-2.0,,,,,,,4.0,Carpi,23,2015-16
1,3,Letizia G.,Dif,D,5.5,,,,,,,,5.5,Carpi,23,2015-16
2,6,Gagliolo R.,Dif,D,6.5,,,,,,1.0,,6.0,Carpi,23,2015-16
3,5,Poli F.,Dif,D,5.5,,,,,,,,5.5,Carpi,23,2015-16
4,23,Suagher E.,Dif,D,5.5,,,,,,1.0,,5.0,Carpi,23,2015-16
5,4,Cofie I.,Cen,C,5.5,,,,,,,,5.5,Carpi,23,2015-16
6,20,Lollo L.,Cen,C,5.5,,,,,,1.0,,5.0,Carpi,23,2015-16
