,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
7856,27,dzeko e,roma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8370,27,iturbe j,torino,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8408,27,kalinic n,fiorentina,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7772,27,deulofeu g,milan,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6292,27,ntcham o,genoa,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
3793,27,vangioni l,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9189,27,petkovic b,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5001,27,diousse a,empoli,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8381,27,joao pedro,cagliari,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8519,27,lapadula g,milan,A,8.5,6.5,0.0,0.0,0.0,2.0,0.0,0.0,2016-17
857,27,albiol r,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1594,27,chiellini g,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6898,27,spinazzola l,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1776,27,dainelli d,chievo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7212,27,viviani f,bologna,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9673,27,verdi s,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9211,27,pjaca m,juventus,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6870,27,sosa j,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9209,27,pinilla m,genoa,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
3454,27,rudiger a,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4962,27,digennaro d,cagliari,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4949,27,diawara a,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
305,27,hart j,torino,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
833,27,acerbi f,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2992,27,oikonomou m,bologna,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9564,27,tello c,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8446,27,keita b,lazio,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6345,27,ocampos l,milan,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
198,27,donnarumma g,milan,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
4049,27,aquilani a,sassuolo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3541,27,samir c,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7191,27,verre v,pescara,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4201,27,barella n,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
7814,27,dybala p,juventus,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5497,27,izco m,chievo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6029,27,martella b,crotone,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1214,27,bellusci g,empoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1766,27,d'ambrosio d,inter,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2359,27,helander f,bologna,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9386,27,sau m,cagliari,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2657,27,maietta d,bologna,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1231,27,benatia m,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7908,27,el kaddouri o,empoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5039,27,duncan j,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8001,27,falque i,torino,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6180,27,missiroli s,sassuolo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2770,27,masina a,bologna,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
265,27,handanovic s,inter,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
9283,27,quagliarella f,sampdoria,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
2233,27,ghoulam f,napoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5359,27,henrique b,palermo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6104,27,memushaj l,pescara,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
988,27,andelkovic s,palermo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7975,27,falcinelli d,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7108,27,valero b,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5184,27,freuler r,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1129,27,barreca a,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2867,27,moretti e,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8216,27,icardi m,inter,A,8.5,6.5,0.0,0.0,0.0,2.0,0.0,0.0,2016-17
8169,27,higuain g,juventus,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1642,27,coda a,pescara,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5208,27,gagliardini r,inter,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
5341,27,hamsik m,napoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
