,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
8224,35,zaniolo n,roma,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
5736,35,edimilson f,fiorentina,C,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
8650,35,cerri a,cagliari,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
341,35,mirante a,roma,P,9.0,7.0,-1.0,0.0,0.0,3.0,0.0,0.0,2018-19,,,,
1836,35,de silvestri l,torino,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2061,35,djimsiti b,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
864,35,aina o,torino,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1179,35,bastos,lazio,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
7742,35,scozzarella m,parma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7001,35,murgia a,spal,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
9351,35,lapadula g,genoa,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1992,35,dijks m,bologna,D,4.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,2018-19,,,,
5143,35,candreva a,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1923,35,depaoli f,chievo,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
1362,35,brighenti n,frosinone,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
9265,35,kluivert j,roma,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
6686,35,lukic s,torino,C,10.0,7.5,3.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
1168,35,bastoni a,parma,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
303,35,lafont a,fiorentina,P,6.5,7.5,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3583,35,pezzella ger,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1365,35,cacciatore f,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4062,35,skriniar m,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
318,35,meret a,napoli,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
