,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.5,-2.0,,1.0,,,,,7.5,Atalanta,7,2017-18
1,33,Hateboer H.,Dif,D,5.0,,,,,,,,5.0,Atalanta,7,2017-18
2,13,Caldara M.,Dif,D,7.0,1.0,,,,,,,11.5,Atalanta,7,2017-18
3,5,Masiello A.,Dif,D,6.5,,,,,,,,6.5,Atalanta,7,2017-18
4,6,Palomino J.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,7,2017-18
5,4,Cristante B.,Cen,C,6.5,1.0,,,,,,,10.5,Atalanta,7,2017-18
6,37,Spinazzola L.,Cen,C,6.0,,,,,,,,6.0,Atalanta,7,2017-18
7,11,Freuler R.,Cen,C,6.0,,,,,,,,6.0,Atalanta,7,2017-18
8,10,Gomez A.,Tre,T,7.0,,1.0,,,,1.0,,7.5,Atalanta,7,2017-18
9,27,Kurtic J.,Tre,T,5.0,,,,,,,,5.0,Atalanta,7,2017-18
10,9,Cornelius A.,Att,A,5.5,,,,,,,,5.5,Atalanta,7,2017-18
11,15,De Roon M.,Cen,C,,,,,,,,,,Atalanta,7,2017-18
12,72,Ilicic J.,Tre,T,6.5,,,,,,,,6.5,Atalanta,7,2017-18
13,29,Petagna A.,Att,A,6.0,,,,,,1.0,,5.5,Atalanta,7,2017-18
0,1,Belec V.,Por,P,6.0,-2.0,,,,,,,4.0,Benevento,7,2017-18
1,23,Venuti L.,Dif,D,5.5,,,,,,,,5.5,Benevento,7,2017-18
2,3,Letizia G.,Dif,D,6.5,,,,,,,,6.5,Benevento,7,2017-18
3,21,Costa A.,Dif,D,6.0,,,,,,1.0,,5.5,Benevento,7,2017-18
4,6,Djimsiti B.,Dif,D,6.0,,,,,,,,6.0,Benevento,7,2017-18
5,8,Cataldi D.,Cen,C,6.0,,,,,,,,6.0,Benevento,7,2017-18
6,14,Viola N.,Cen,C,6.0,,,,,,,,6.0,Benevento,7,2017-18
7,20,Memushaj L.,Cen,C,6.0,,,,,,,,6.0,Benevento,7,2017-18
8,25,Lombardi C.,Tre,T,6.5,,,,,,1.0,,6.0,Benevento,7,2017-18
9,7,Dalessandro M.,Tre,T,7.5,1.0,,,,,,,11.0,Benevento,7,2017-18
10,9,Iemmello P.,Att,A,6.5,,1.0,,,,,,7.5,Benevento,7,2017-18
11,77,Lazaar A.,Dif,D,,,,,,,,,,Benevento,7,2017-18
12,13,Chibsah R.,Cen,C,5.0,,,,,,,,5.0,Benevento,7,2017-18
13,27,Parigini V.,Tre,T,5.5,,,,,,,,5.5,Benevento,7,2017-18
0,83,Mirante A.,Por,P,7.5,,,,,,,,7.5,Bologna,7,2017-18
