,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,5.0,-3.0,,,,,,,2.0,Atalanta,17,2017-18
1,13,Caldara M.,Dif,D,7.0,1.0,,,,,,,11.5,Atalanta,17,2017-18
2,6,Palomino J.,Dif,D,6.0,,,,,,,,6.0,Atalanta,17,2017-18
3,5,Masiello A.,Dif,D,5.5,,,,,,,,5.5,Atalanta,17,2017-18
4,33,Hateboer H.,Dif,D,5.0,,,,,,1.0,,4.5,Atalanta,17,2017-18
5,37,Spinazzola L.,Cen,C,5.5,,,,,,,,5.5,Atalanta,17,2017-18
6,4,Cristante B.,Cen,C,5.5,,,,,,,,5.5,Atalanta,17,2017-18
7,11,Freuler R.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,17,2017-18
8,10,Gomez A.,Tre,T,6.5,,1.0,,,,,,7.5,Atalanta,17,2017-18
9,72,Ilicic J.,Tre,T,7.5,2.0,,1.0,,,,,14.5,Atalanta,17,2017-18
10,29,Petagna A.,Att,A,7.5,,1.0,,,,,,8.5,Atalanta,17,2017-18
11,3,Toloi R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,17,2017-18
12,27,Kurtic J.,Tre,T,6.0,,,,,,,,6.0,Atalanta,17,2017-18
0,1,Belec V.,Por,P,6.0,-2.0,,,,,,,4.0,Benevento,17,2017-18
1,17,Di Chiara G.,Dif,D,6.0,,,,,,,,6.0,Benevento,17,2017-18
2,21,Costa A.,Dif,D,5.0,,,,,,,,5.0,Benevento,17,2017-18
3,6,Djimsiti B.,Dif,D,5.0,,,,,,,,5.0,Benevento,17,2017-18
4,3,Letizia G.,Dif,D,6.5,,,,,,1.0,,6.0,Benevento,17,2017-18
5,20,Memushaj L.,Cen,C,5.0,,,,,,,,5.0,Benevento,17,2017-18
6,13,Chibsah R.,Cen,C,5.0,,,,,,1.0,,4.5,Benevento,17,2017-18
7,8,Cataldi D.,Cen,C,6.0,,,,,,,,6.0,Benevento,17,2017-18
8,7,Dalessandro M.,Tre,T,6.0,,,,,,,,6.0,Benevento,17,2017-18
9,10,Ciciretti A.,Tre,T,6.0,,,,,,,,6.0,Benevento,17,2017-18
10,90,Armenteros S.,Att,A,4.5,,,,,,,,4.5,Benevento,17,2017-18
11,27,Parigini V.,Tre,T,6.0,,,,,,,,6.0,Benevento,17,2017-18
12,32,Puscas G.,Att,A,6.0,,,,,,,,6.0,Benevento,17,2017-18
13,11,Coda M.,Att,A,,,,,,,,,,Benevento,17,2017-18
0,83,Mirante A.,Por,P,4.5,-3.0,,,,,,,1.5,Bologna,17,2017-18
1,15,Mbaye I.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,17,2017-18
2,3,Gonzalez G.,Dif,D,5.5,,,,,,,,5.5,Bologna,17,2017-18
3,18,Helander F.,Dif,D,6.0,,,,,,,,6.0,Bologna,17,2017-18
4,25,Masina A.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,17,2017-18
5,16,Poli A.,Cen,C,5.0,,,,,,,,5.0,Bologna,17,2017-18
6,77,Donsah G.,Cen,C,5.5,,,,,,,,5.5,Bologna,17,2017-18
7,5,Pulgar E.,Cen,C,5.0,,,,,,,,5.0,Bologna,17,2017-18
8,9,Verdi S.,Tre,T,5.0,,,,,,,,5.0,Bologna,17,2017-18
9,30,Okwonkwo O.,Tre,T,5.5,,,,,,,,5.5,Bologna,17,2017-18
10,10,Destro M.,Att,A,5.0,,,,,,,,5.0,Bologna,17,2017-18
11,11,Krejci L.,Tre,T,5.5,,,,,,,,5.5,Bologna,17,2017-18
12,21,Falletti C.,Tre,T,5.0,,,,,,,,5.0,Bologna,17,2017-18
13,7,Petkovic B.,Att,A,5.0,,,,,,1.0,,4.5,Bologna,17,2017-18
0,28,Cragno A.,Por,P,6.0,-1.0,,1.0,,,,,8.0,Cagliari,17,2017-18
1,3,Andreolli M.,Dif,D,6.0,,,,,,,,6.0,Cagliari,17,2017-18
2,19,Pisacane F.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2017-18
3,13,Romagna F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,17,2017-18
4,0,Van Der Wiel G.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2017-18
5,20,Padoin S.,Cen,C,5.5,,,,,,,,5.5,Cagliari,17,2017-18
6,21,Ionita A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,17,2017-18
7,18,Barella N.,Cen,C,6.0,,,,,,,,6.0,Cagliari,17,2017-18
8,8,Cigarini L.,Cen,C,6.0,,,,,,1.0,,5.5,Cagliari,17,2017-18
9,10,Joao Pedro,Tre,T,5.5,,,,,,1.0,,5.0,Cagliari,17,2017-18
10,29,Pavoletti L.,Att,A,6.0,,,,,,,,6.0,Cagliari,17,2017-18
11,23,Ceppitelli L.,Dif,D,,,,,,,,,,Cagliari,17,2017-18
12,27,Deiola A.,Cen,C,5.5,,,,,,1.0,,5.0,Cagliari,17,2017-18
13,17,Farias D.,Tre,T,5.0,,,,,,,,5.0,Cagliari,17,2017-18
0,70,Sorrentino S.,Por,P,6.0,-1.0,,,,,,,5.0,Chievo,17,2017-18
1,5,Gamberini A.,Dif,D,5.5,,,,,,,,5.5,Chievo,17,2017-18
2,29,Cacciatore F.,Dif,D,5.0,,,,,,,,5.0,Chievo,17,2017-18
3,3,Dainelli D.,Dif,D,5.5,,,,,,1.0,,5.0,Chievo,17,2017-18
4,18,Gobbi M.,Dif,D,6.0,,,,,,1.0,,5.5,Chievo,17,2017-18
5,4,Rigoni N.,Cen,C,5.0,,,,,,,,5.0,Chievo,17,2017-18
6,28,Bastien S.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,17,2017-18
7,8,Radovanovic I.,Cen,C,5.5,,,,,,,,5.5,Chievo,17,2017-18
8,23,Birsa V.,Tre,T,6.0,,,,,,1.0,,5.5,Chievo,17,2017-18
9,69,Meggiorini R.,Att,A,5.0,,,,,,,,5.0,Chievo,17,2017-18
10,45,Inglese R.,Att,A,6.0,,,,,,,,6.0,Chievo,17,2017-18
