,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
1567,6,cordoba ivan ramiro,inter,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1508,6,comotto gianluca,ascoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7037,6,seedorf clarence,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7138,6,simplicio fabio,parma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1493,6,colonnese francesco,siena,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
1465,6,coda andrea,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7022,6,savi filippo,parma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7063,6,semioli franco,chievo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7239,6,taddei rodrigo,roma,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
7116,6,serginho dos santos,milan,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
1446,6,coco francesco,livorno,D,7.0,6.0,0.0,0.0,0.0,0.0,1.0,2005-06
7248,6,tedesco giacomo,reggina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1533,6,contini matteo,parma,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7374,6,valdes jaime,lecce,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
1644,6,couto fernando,parma,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1622,6,cottafava marcello,treviso,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7003,6,santana mario alberto,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7172,6,stankovic dejan,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5476,6,fiore stefano,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6974,6,sammarco paolo,chievo,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
4666,6,carobbio filippo,reggina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4693,6,cesar prates,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4731,6,cigarini luca,parma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3109,6,pasquale giovanni,parma,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
4777,6,conti daniele,cagliari,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3073,6,pasqual manuel,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4808,6,conticchio alessandro,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4831,6,coppola carmine,messina,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3051,6,panucci christian,roma,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
4861,6,corini eugenio,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4899,6,cozza francesco,reggina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
2983,6,paci massimo,ascoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4947,6,d'agostino gaetano,messina,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
4969,6,d'aversa roberto,siena,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
2940,6,oddo massimo,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4980,6,dabo ousmane,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5007,6,dacourt olivier,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2907,6,nesta alessandro,milan,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2901,6,negro paolo,siena,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
5043,6,dalla bona samuele,sampdoria,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
5060,6,de ascentis diego,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5086,6,de rossi daniele,roma,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
2833,6,moro fabio,chievo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5185,6,diana aimo,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5207,6,donadel marco,fiorentina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5228,6,donati massimo,messina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2788,6,modesto francesco,reggina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5281,6,emerson ferreira,juventus,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5299,6,ferrarese caludio,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4621,6,camoranesi mauro,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3223,6,pisano marco,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4574,6,cambiasso esteban,inter,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4564,6,busce' antonio,empoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
