,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,yyss
9478,29,floccari s,spal,A,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
8889,29,babacar k,lecce,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9142,29,caputo f,sassuolo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11103,29,de zerbi,sassuolo,0,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10084,29,millico v,torino,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9082,29,caprari g,parma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10056,29,milik a,napoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9332,29,dybala p,juventus,A,11.5,7.5,3.0,0.0,0.0,0.0,0.0,1.0,2019-20
11325,29,inzaghi s,lazio,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9449,29,farias d,lecce,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9576,29,ghezzal r,fiorentina,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9718,29,insigne l,napoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9233,29,cutrone p,fiorentina,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
8857,29,aye f,brescia,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11424,29,lopez,brescia,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8705,29,walace s,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9206,29,cornelius a,parma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10547,29,ronaldo c,juventus,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
11615,29,ranieri,sampdoria,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10350,29,petagna a,spal,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9287,29,di carmine s,verona,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
9680,29,immobile c,lazio,A,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11711,29,zenga,cagliari,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11018,29,conte,inter,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10853,29,torregrossa e,brescia,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9743,29,kalinic n,roma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10122,29,muriel l,atalanta,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11570,29,pioli,milan,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9928,29,lozano h,napoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11510,29,mihajlovic,bologna,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10124,29,nestorovski i,udinese,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
11360,29,juric,verona,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8976,29,belotti a,torino,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
9461,29,favilli a,genoa,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10415,29,pinamonti a,genoa,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
9525,29,gabbiadini m,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8927,29,barrow m,bologna,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
9621,29,higuain g,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10780,29,sottil r,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10431,29,politano m,napoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8801,29,zielinski p,napoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11414,29,longo,torino,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10210,29,orsolini r,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8545,29,veloso m,verona,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9033,29,bonazzoli f,sampdoria,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8558,29,verdi s,torino,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10920,29,zapata d,atalanta,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9831,29,lasagna k,udinese,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
11274,29,iachini,fiorentina,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9371,29,dzeko e,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10831,29,teodorczyk l,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11136,29,fonseca,roma,0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9395,29,edera s,torino,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11545,29,nicola,genoa,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9997,29,martinez l,inter,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11265,29,gotti,udinese,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10293,29,pandev g,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8754,29,zaccagni m,verona,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
11215,29,gattuso,napoli,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8677,29,villar g,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8643,29,verre v,verona,C,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
9051,29,caicedo f,lazio,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10252,29,palacio r,bologna,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11201,29,gasperini,atalanta,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10172,29,okaka s,udinese,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8997,29,berardi d,sassuolo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8669,29,vieira r,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10025,29,mertens d,napoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11048,29,d aversa,parma,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9961,29,lukaku r,inter,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10704,29,siligardi l,parma,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11385,29,liverani,lecce,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
