,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.5,,,,,,,,6.5,Atalanta,8,2016-17
1,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,8,2016-17
2,13,Caldara M.,Dif,D,5.5,,,,,,1.0,,5.0,Atalanta,8,2016-17
3,93,Drame B.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,8,2016-17
4,24,Conti A.,Dif,D,7.0,,,,,,,,7.0,Atalanta,8,2016-17
5,3,Toloi R.,Dif,D,7.0,,,,,,,,7.0,Atalanta,8,2016-17
6,19,Kessie F.,Cen,C,6.0,,,,,,,,6.0,Atalanta,8,2016-17
7,27,Kurtic J.,Cen,C,6.5,,,,,,,,6.5,Atalanta,8,2016-17
8,11,Freuler R.,Cen,C,6.5,,,,,,,,6.5,Atalanta,8,2016-17
9,10,Gomez A.,Tre,T,6.5,,,,,,,,6.5,Atalanta,8,2016-17
10,29,Petagna A.,Att,A,6.0,,,,,,,,6.0,Atalanta,8,2016-17
11,2,Stendardo G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,8,2016-17
12,4,Gagliardini R.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,8,2016-17
13,7,Dalessandro M.,Tre,T,,,,,,,,,,Atalanta,8,2016-17
0,1,Da Costa A.,Por,P,8.0,-1.0,,,,,,,7.0,Bologna,8,2016-17
1,25,Masina A.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,8,2016-17
2,15,Mbaye I.,Dif,D,6.0,,1.0,,,,,,7.0,Bologna,8,2016-17
3,20,Maietta D.,Dif,D,5.5,,,,,,,,5.5,Bologna,8,2016-17
4,18,Helander F.,Dif,D,6.5,1.0,,,,,,,9.5,Bologna,8,2016-17
5,8,Taider S.,Cen,C,6.5,,,,,,,,6.5,Bologna,8,2016-17
6,16,Nagy A.,Cen,C,6.5,,,,,,,,6.5,Bologna,8,2016-17
7,17,Donsah G.,Cen,C,6.5,,,,,,,,6.5,Bologna,8,2016-17
8,9,Verdi S.,Tre,T,6.5,,,,,,,,6.5,Bologna,8,2016-17
9,14,Di Francesco F.,Tre,T,5.0,,,,,,1.0,,4.5,Bologna,8,2016-17
10,26,Floccari S.,Att,A,5.5,,,,,,,,5.5,Bologna,8,2016-17
11,2,Oikonomou M.,Dif,D,5.0,,,,,,,,5.0,Bologna,8,2016-17
12,5,Pulgar E.,Cen,C,5.5,,,,,,,,5.5,Bologna,8,2016-17
13,19,Sadiq U.,Att,A,5.0,,,,,,1.0,,4.5,Bologna,8,2016-17
0,30,Storari M.,Por,P,6.0,-1.0,,,,,,,5.0,Cagliari,8,2016-17
1,2,Alves B.,Dif,D,6.5,,,,,,1.0,,6.0,Cagliari,8,2016-17
2,23,Ceppitelli L.,Dif,D,6.5,,,,,,,,6.5,Cagliari,8,2016-17
3,29,Murru N.,Dif,D,5.5,,,,,,,,5.5,Cagliari,8,2016-17
4,19,Pisacane F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,8,2016-17
5,20,Padoin S.,Cen,C,5.5,,,,,,,,5.5,Cagliari,8,2016-17
6,16,Munari G.,Cen,C,6.5,,,,,,1.0,,6.0,Cagliari,8,2016-17
