,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,7.0,,,,,,,,7.0,Atalanta,7,2016-17
1,5,Masiello A.,Dif,D,6.5,,,,,,,,6.5,Atalanta,7,2016-17
2,24,Conti A.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,7,2016-17
3,93,Drame B.,Dif,D,6.5,,,,,,,,6.5,Atalanta,7,2016-17
4,13,Caldara M.,Dif,D,6.5,,,,,,,,6.5,Atalanta,7,2016-17
5,3,Toloi R.,Dif,D,7.0,,,,,,1.0,,6.5,Atalanta,7,2016-17
6,11,Freuler R.,Cen,C,7.0,,,,,,,,7.0,Atalanta,7,2016-17
7,27,Kurtic J.,Cen,C,6.5,,,,,,,,6.5,Atalanta,7,2016-17
8,4,Gagliardini R.,Cen,C,7.0,,,,,,1.0,,6.5,Atalanta,7,2016-17
9,10,Gomez A.,Tre,T,7.5,,,,,,,,7.5,Atalanta,7,2016-17
10,29,Petagna A.,Att,A,7.5,1.0,,,,,,,10.5,Atalanta,7,2016-17
11,88,Grassi A.,Cen,C,6.0,,,,,,,,6.0,Atalanta,7,2016-17
12,7,Dalessandro M.,Tre,T,,,,,,,,,,Atalanta,7,2016-17
13,9,Pesic A.,Att,A,6.0,,,,,,,,6.0,Atalanta,7,2016-17
0,1,Da Costa A.,Por,P,5.5,-1.0,,,,,,,4.5,Bologna,7,2016-17
1,20,Maietta D.,Dif,D,6.5,,,,,,,,6.5,Bologna,7,2016-17
2,25,Masina A.,Dif,D,6.0,,,,,,,,6.0,Bologna,7,2016-17
3,4,Krafth E.,Dif,D,5.5,,,,,,,,5.5,Bologna,7,2016-17
4,28,Gastaldello D.,Dif,D,4.0,,,,,,,1.0,3.0,Bologna,7,2016-17
5,31,Dzemaili B.,Cen,C,5.0,,,,,,,1.0,4.0,Bologna,7,2016-17
6,16,Nagy A.,Cen,C,6.0,,,,,,,,6.0,Bologna,7,2016-17
7,8,Taider S.,Cen,C,6.0,,,,,,,,6.0,Bologna,7,2016-17
8,11,Krejci L.,Tre,T,5.5,,,,,,,,5.5,Bologna,7,2016-17
9,9,Verdi S.,Tre,T,5.5,,,,,,,,5.5,Bologna,7,2016-17
10,10,Destro M.,Att,A,5.5,,,,,,,,5.5,Bologna,7,2016-17
11,2,Oikonomou M.,Dif,D,5.5,,,,,,,,5.5,Bologna,7,2016-17
12,22,Rizzo L.,Tre,T,5.0,,,,,,,,5.0,Bologna,7,2016-17
13,14,Di Francesco F.,Tre,T,,,,,,,,,,Bologna,7,2016-17
0,1,Rafael A.,Por,P,5.5,-1.0,,,,,,,4.5,Cagliari,7,2016-17
1,29,Murru N.,Dif,D,6.0,,,,,,,,6.0,Cagliari,7,2016-17
2,19,Pisacane F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,7,2016-17
3,2,Alves B.,Dif,D,6.5,,,,,,,,6.5,Cagliari,7,2016-17
4,23,Ceppitelli L.,Dif,D,5.5,,,,,,,,5.5,Cagliari,7,2016-17
5,3,Isla M.,Dif,D,6.5,,,,,,,,6.5,Cagliari,7,2016-17
6,20,Padoin S.,Cen,C,7.0,1.0,,,,,,,10.0,Cagliari,7,2016-17
7,77,Tachtsidis P.,Cen,C,6.5,,,,,,,,6.5,Cagliari,7,2016-17
8,8,Di Gennaro D.,Cen,C,7.0,1.0,,,,,,,10.0,Cagliari,7,2016-17
9,25,Sau M.,Att,A,5.5,,,,,,,,5.5,Cagliari,7,2016-17
10,22,Borriello M.,Att,A,6.5,,,,,,,,6.5,Cagliari,7,2016-17
11,35,Salamon B.,Dif,D,,,,,,,,,,Cagliari,7,2016-17
12,16,Munari G.,Cen,C,,,,,,,,,,Cagliari,7,2016-17
13,32,Giannetti N.,Tre,T,,,,,,,,,,Cagliari,7,2016-17
0,70,Sorrentino S.,Por,P,6.5,,,,,,,,6.5,Chievo,7,2016-17
1,18,Gobbi M.,Dif,D,6.0,,,,,,,,6.0,Chievo,7,2016-17
2,3,Dainelli D.,Dif,D,6.5,,,,,,1.0,,6.0,Chievo,7,2016-17
3,2,Spolli N.,Dif,D,6.0,,,,,,1.0,,5.5,Chievo,7,2016-17
4,21,Frey N.,Dif,D,6.0,,,,,,1.0,,5.5,Chievo,7,2016-17
5,56,Hetemaj P.,Cen,C,6.5,,,,,,,,6.5,Chievo,7,2016-17
6,8,Radovanovic I.,Cen,C,6.5,,,,,,,,6.5,Chievo,7,2016-17
7,19,Castro L.,Cen,C,7.0,,1.0,,,,,,8.0,Chievo,7,2016-17
8,23,Birsa V.,Tre,T,7.0,,1.0,,,,,,8.0,Chievo,7,2016-17
9,83,Floro Flores A.,Att,A,5.0,,,,,,,,5.0,Chievo,7,2016-17
10,45,Inglese R.,Att,A,6.5,1.0,,,,,,,9.5,Chievo,7,2016-17
11,4,Rigoni N.,Cen,C,,,,,,,,,,Chievo,7,2016-17
12,27,Parigini V.,Tre,T,,,,,,,,,,Chievo,7,2016-17
