,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
20759,36,simy,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
96,36,berisha e,atalanta,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20531,36,salcedo e,genoa,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1907,36,sepe l,napoli,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21529,36,gasperini,atalanta,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
730,36,dragowski b,fiorentina,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1829,36,scuffet s,udinese,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
126,36,berni t,inter,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20490,36,rossi g,genoa,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21121,36,verde d,verona,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
701,36,donnarumma g,milan,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
285,36,buffon g,juventus,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21218,36,zapata d,sampdoria,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1113,36,marchegiani g,spal,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1075,36,lobont b,roma,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20978,36,trotta m,crotone,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
20728,36,simeone g,fiorentina,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1328,36,nicolas a,verona,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1491,36,pinsoglio c,juventus,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
770,36,festa m,crotone,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
428,36,coppola f,verona,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21712,36,mazzarri,torino,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1301,36,mirante a,bologna,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21479,36,donadoni,bologna,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
469,36,cordaz a,crotone,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
21881,36,sarri,napoli,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
1529,36,piscitelli r,benevento,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,,,,
