,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
11049,3,d aversa,parma,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7126,3,meite s,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9782,3,kouame c,genoa,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5733,3,dessena d,brescia,C,3.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,2019-20
849,3,alex sandro,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7112,3,medel g,bologna,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2714,3,klavan r,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11076,3,de zerbi,sassuolo,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2305,3,florenzi a,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4825,3,barilla a,parma,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
8397,3,traore j,sassuolo,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7161,3,milinkovic s,lazio,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11131,3,di francesco,sampdoria,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8264,3,tabanelli a,lecce,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7226,3,mkhitaryan h,roma,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
881,3,alves b,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11194,3,gasperini,atalanta,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4729,3,badelj m,fiorentina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9812,3,lapadula g,lecce,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2454,3,gosens r,atalanta,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8284,3,tachtsidis p,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11165,3,fonseca,roma,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7211,3,missiroli s,spal,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2038,3,di lorenzo g,napoli,D,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
4770,3,barak a,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8346,3,tonali s,brescia,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4777,3,barella n,inter,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2464,3,gunter k,verona,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
3211,3,masiello a,atalanta,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
1890,3,de vrij s,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6021,3,fofana s,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4831,3,baselli d,torino,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10310,3,pandev g,genoa,A,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
157,3,donnarumma g,milan,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9545,3,gervinho,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1695,3,danilo ds,juventus,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10970,3,ancelotti,napoli,0,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
192,3,dragowski b,fiorentina,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1214,3,bonifazi k,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
