,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,7.0,,,,,,,,7.0,Atalanta,11,2016-17
1,5,Masiello A.,Dif,D,6.5,,,,,,,,6.5,Atalanta,11,2016-17
2,13,Caldara M.,Dif,D,6.5,,,,,,,,6.5,Atalanta,11,2016-17
3,93,Drame B.,Dif,D,,,,,,,,,,Atalanta,11,2016-17
4,24,Conti A.,Dif,D,7.0,,,,,,1.0,,6.5,Atalanta,11,2016-17
5,25,Konko A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,11,2016-17
6,11,Freuler R.,Cen,C,7.0,,,,,,,,7.0,Atalanta,11,2016-17
7,4,Gagliardini R.,Cen,C,7.5,,1.0,,,,,,8.5,Atalanta,11,2016-17
8,27,Kurtic J.,Cen,C,7.5,2.0,,,,,,,13.5,Atalanta,11,2016-17
9,10,Gomez A.,Tre,T,7.0,1.0,,,,,,,10.0,Atalanta,11,2016-17
10,29,Petagna A.,Att,A,7.0,,1.0,,,,,,8.0,Atalanta,11,2016-17
11,6,Zukanovic E.,Dif,D,6.5,,,,,,,,6.5,Atalanta,11,2016-17
12,7,Dalessandro M.,Tre,T,6.0,,,,,,,,6.0,Atalanta,11,2016-17
13,37,Spinazzola L.,Tre,T,6.5,,,,,,,,6.5,Atalanta,11,2016-17
0,1,Da Costa A.,Por,P,6.0,-1.0,,,,,,,5.0,Bologna,11,2016-17
1,25,Masina A.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,11,2016-17
2,15,Mbaye I.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,11,2016-17
3,18,Helander F.,Dif,D,6.0,,,,,,,,6.0,Bologna,11,2016-17
4,28,Gastaldello D.,Dif,D,4.0,,,,,,,1.0,3.0,Bologna,11,2016-17
5,31,Dzemaili B.,Cen,C,6.0,,,,,,1.0,,5.5,Bologna,11,2016-17
6,5,Pulgar E.,Cen,C,5.5,,,,,,,,5.5,Bologna,11,2016-17
7,8,Taider S.,Cen,C,5.5,,,,,,,,5.5,Bologna,11,2016-17
8,11,Krejci L.,Tre,T,6.0,,,,,,,,6.0,Bologna,11,2016-17
9,9,Verdi S.,Tre,T,,,,,,,,,,Bologna,11,2016-17
10,26,Floccari S.,Att,A,5.0,,,,,,,,5.0,Bologna,11,2016-17
11,14,Di Francesco F.,Tre,T,,,,,,,,,,Bologna,11,2016-17
12,22,Rizzo L.,Tre,T,5.5,,,,,,,,5.5,Bologna,11,2016-17
13,19,Sadiq U.,Att,A,5.5,,,,,,,,5.5,Bologna,11,2016-17
0,30,Storari M.,Por,P,6.0,-1.0,,,,,1.0,,4.5,Cagliari,11,2016-17
1,2,Alves B.,Dif,D,6.0,,,,,,,,6.0,Cagliari,11,2016-17
2,23,Ceppitelli L.,Dif,D,5.5,,,,,,,,5.5,Cagliari,11,2016-17
3,19,Pisacane F.,Dif,D,6.0,,,,,,1.0,,5.5,Cagliari,11,2016-17
4,3,Isla M.,Dif,D,6.0,,,,,,,,6.0,Cagliari,11,2016-17
5,20,Padoin S.,Cen,C,6.5,,,,,,1.0,,6.0,Cagliari,11,2016-17
6,77,Tachtsidis P.,Cen,C,6.5,,,,,,,,6.5,Cagliari,11,2016-17
7,8,Di Gennaro D.,Cen,C,6.0,,1.0,,,,,,7.0,Cagliari,11,2016-17
