,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
488,19,guardalben matteo,parma,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,2005-06
641,19,peruzzi angelo,lazio,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,2005-06
7517,19,vieira patrick,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7080,19,semioli franco,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4136,19,alberto nieto,siena,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3054,19,parisi alessandro,messina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1364,19,castellini marcello,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7483,19,vidigal jose',udinese,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
3446,19,samuel walter,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1630,19,cottafava marcello,treviso,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7623,19,zanchetta andrea,chievo,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,2005-06
1304,19,cardone giuseppe,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1744,19,cufre' leandro damian,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5121,19,delvecchio gennaro,lecce,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2855,19,motta marco,udinese,D,8.5,6.0,3.0,-0.5,0.0,0.0,0.0,2005-06
1709,19,cristante filippo,messina,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
8565,19,gilardino alberto,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8928,19,muslimovic zlatan,messina,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5055,19,de ascentis diego,livorno,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7601,19,volpi sergio,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5088,19,de rossi daniele,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6999,19,santana mario alberto,palermo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4784,19,conti daniele,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
