,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,yyss
964,26,augello t,sampdoria,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
471,26,pau lopez,roma,P,5.5,6.0,-3.0,-0.5,0.0,3.0,0.0,0.0,2019-20
505,26,perin m,genoa,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
11619,26,ranieri,sampdoria,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
71,26,berisha e,spal,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11429,26,lopez,brescia,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4885,26,bennacer i,milan,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8229,26,sturaro s,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11324,26,inzaghi s,lazio,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11443,26,maran,cagliari,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11560,26,nicola,genoa,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4210,26,smalling c,roma,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11564,26,pioli,milan,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
86,26,colombi s,parma,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
4580,26,zeegelaar m,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8446,26,valdifiori m,spal,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10120,26,muriel l,atalanta,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
4736,26,badu e,verona,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10161,26,okaka s,udinese,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10209,26,orsolini r,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
808,26,adjapong c,verona,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9985,26,martinez l,inter,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8124,26,soriano r,bologna,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4660,26,allan m,napoli,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7592,26,pessina m,verona,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4384,26,tomiyasu t,bologna,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7852,26,rincon t,torino,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
4078,26,sala j,spal,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4184,26,skriniar m,inter,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
874,26,alves b,parma,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8825,26,zmrhal j,brescia,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8616,26,veretout j,roma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
316,26,joronen j,brescia,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2019-20
1104,26,becao r,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5066,26,bisoli d,brescia,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11413,26,longo,torino,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8092,26,shakhov y,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8865,26,aye f,brescia,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
868,26,alex sandro,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
622,26,sirigu s,torino,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
19,26,audero e,sampdoria,P,3.5,6.5,-1.0,0.0,0.0,0.0,-2.0,0.0,2019-20
984,26,b peres,roma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7686,26,poli a,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8498,26,vecino m,inter,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8492,26,valoti m,spal,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8104,26,skrabb s,brescia,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4604,26,alberto l,lazio,C,11.5,7.5,3.0,0.0,0.0,0.0,0.0,1.0,2019-20
46,26,begovic a,milan,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2019-20
4837,26,baselli d,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11377,26,liverani,lecce,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7807,26,ramsey a,juventus,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
