,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatto_subito,gol_su_rigore,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,assist_su_rigore,yyss
358,8,skorupski l,bologna,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
360,8,sepe l,parma,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
363,8,perin m,genoa,P,3.5,5.5,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2020-21
6000,8,pioli,milan,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5933,8,de zerbi,sassuolo,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5962,8,liverani,parma,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1548,8,singo w,torino,D,6.0,6.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
310,8,meret a,napoli,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
453,8,hoedt w,lazio,D,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
19,8,reina p,lazio,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
471,8,ibanez r,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5952,8,di francesco,cagliari,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
288,8,sirigu s,torino,P,2.0,6.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5987,8,italiano,spezia,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5983,8,pirlo,juventus,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5594,8,caicedo f,lazio,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
9,8,buffon g,juventus,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1545,8,letizia g,benevento,D,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
1494,8,magnani g,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5956,8,juric,verona,0,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
478,8,toloi r,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1495,8,iacoponi s,parma,D,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5957,8,giampaolo,torino,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
432,8,hernandez t,milan,D,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-21
312,8,dragowski b,fiorentina,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
282,8,audero e,sampdoria,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1417,8,colley o,sampdoria,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
218,8,provedel i,spezia,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5911,8,mihajlovic,bologna,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
866,8,bani m,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
6042,8,fonseca,roma,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
862,8,bremer g,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
842,8,jesus j,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
72,8,mirante a,roma,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
804,8,igor j,fiorentina,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5821,8,gotti,udinese,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1170,8,pezzella giu,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1222,8,karsdorp r,roma,D,7.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-21
1229,8,bastoni a,inter,D,5.0,5.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
1235,8,barba f,benevento,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
795,8,zeegelaar m,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
781,8,osorio y,parma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5830,8,gasperini,atalanta,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
51,8,handanovic s,inter,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1249,8,di lorenzo g,napoli,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5679,8,politano m,napoli,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
169,8,gollini p,atalanta,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
168,8,silvestri m,verona,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5705,8,mayoral b,roma,A,11.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-21
1072,8,ceccherini f,verona,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
134,8,montipo l,benevento,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1051,8,skriniar m,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1073,8,rui m,napoli,D,5.0,5.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
1077,8,palomino j,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1034,8,walukiewicz s,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1026,8,biraghi c,fiorentina,D,4.0,4.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
143,8,consigli a,sassuolo,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
156,8,cragno a,cagliari,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
990,8,ayhan k,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1108,8,klavan r,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
983,8,patric,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1123,8,de vrij s,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5713,8,gervinho,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
939,8,marlon,sassuolo,D,,,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
928,8,marchizza r,spezia,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
110,8,donnarumma g,milan,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1255,8,erlic m,spezia,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5608,8,sau m,benevento,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
759,8,pisacane f,cagliari,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5665,8,sanchez a,inter,A,10.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-21
628,8,nuytinck b,udinese,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
615,8,yoshida m,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5889,8,stroppa,crotone,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
599,8,pereira p,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1365,8,reca a,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5620,8,rebic a,milan,A,7.0,6.5,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,2020-21
