,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
3190,36,polenghi,lecce,D,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2008-09
4673,36,brighi,roma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
7090,36,nedved,juventus,C,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2008-09
9456,36,langella,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
8918,36,del piero,juventus,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
1992,36,ferrari,genoa,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2008-09
2362,36,kroldrup,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
241,36,carrizo,lazio,P,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,2008-09
1293,36,capelli,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
7360,36,perrotta,roma,C,13.5,6.5,6.0,0.0,0.0,0.0,0.0,1.0,2008-09
3070,36,pellegrino,atalanta,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2008-09
644,36,navarro,napoli,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2008-09
9972,36,pato,milan,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
8593,36,bianchi,torino,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2008-09
3606,36,senderos,milan,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2008-09
6570,36,mannini,napoli,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
2198,36,giuliatto,lecce,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
2719,36,matheu,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
1505,36,cirillo,reggina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
4779,36,camoranesi,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
10022,36,pazzini,sampdoria,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
8902,36,del nero,lazio,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
298,36,consigli,atalanta,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,2008-09
3680,36,silvestri,catania,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
8606,36,bogdani,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
1169,36,brandao,siena,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
10249,36,russotto,napoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
4390,36,barone,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
7123,36,nocerino,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
192,36,buffon,juventus,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2008-09
10442,36,trezeguet,juventus,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
2014,36,ferri,sampdoria,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2008-09
7636,36,sammarco,sampdoria,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2008-09
4313,36,asamoah,udinese,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
3748,36,stendardo,lecce,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
9306,36,ibrahimovic,inter,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2008-09
3760,36,stovini,catania,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
655,36,orlandoni,inter,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
4667,36,brienza,reggina,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2008-09
5203,36,de rossi,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2008-09
3079,36,peluso,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
7050,36,mustacchio,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
10285,36,sanchez,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
6107,36,jankovic,genoa,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
739,36,sereni,torino,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2008-09
7700,36,sculli,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
10343,36,stellone,torino,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
9204,36,gilardino,fiorentina,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2008-09
7042,36,muntari,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
8097,36,vergassola,siena,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
9323,36,inzaghi f,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-09
