,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
6678,26,parola andrea,ascoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5715,26,giunti federico,chievo,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5270,26,emerson ferreira,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3668,26,tosto vittorio,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
531,26,lobont bogdan,fiorentina,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,2005-06
4845,26,coppola carmine,messina,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
3847,26,zaccardo cristian,palermo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
6492,26,nedved pavel,juventus,C,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
2003,26,falcone giulio,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9416,26,tavano francesco,empoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1412,26,chivu cristian,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8511,26,flachi francesco,sampdoria,A,4.0,5.0,0.0,-1.0,0.0,0.0,0.0,2005-06
6967,26,ruotolo gennaro,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
146,26,benussi francesco,lecce,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
8623,26,iaquinta vincenzo,udinese,A,8.5,5.5,3.0,0.0,0.0,0.0,0.0,2005-06
1318,26,cassetti marco,lecce,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3718,26,ujfalusi tomas,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5365,26,filippini antonio,treviso,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
