,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
9430,33,tavano francesco,empoli,A,8.5,7.5,0.0,0.0,0.0,0.0,1.0,2005-06
2469,33,lanna salvatore,chievo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9444,33,tiribocchi simone,chievo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
128,33,ballotta marco,lazio,P,6.0,8.0,-2.0,0.0,0.0,0.0,0.0,2005-06
8684,33,inzaghi filippo,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3670,33,tosto vittorio,empoli,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
119,33,balli daniele,empoli,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,2005-06
9377,33,suazo david,cagliari,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
4346,33,blasi manuele,juventus,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
9397,33,tare igli,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2505,33,lanzaro maurizio,reggina,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
81,33,antonioli francesco,sampdoria,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,2005-06
5788,33,gonzalez mariano nicolas,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
17,33,abbiati christian,juventus,P,9.0,7.0,-1.0,0.0,3.0,0.0,0.0,2005-06
3737,33,valdez,treviso,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
733,33,storari marco,messina,P,5.0,,-1.0,0.0,0.0,0.0,0.0,2005-06
8530,33,flachi francesco,sampdoria,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
6127,33,mancini amantino,roma,C,12.5,6.5,6.0,0.0,0.0,0.0,0.0,2005-06
27,33,agliardi,palermo,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,2005-06
9576,33,vucinic mirko,lecce,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
