,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,gol_fatto_subito,gol_su_rigore,assist,assist_da_fermo
6305,16,kalinic n,verona,A,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4680,16,diaz b,milan,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5004,16,eysseric v,fiorentina,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3888,16,nainggolan r,cagliari,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3821,16,vidal a,inter,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3047,16,veloso m,verona,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3836,16,rovella n,genoa,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2628,16,hoedt w,lazio,D,4.5,5.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5672,16,di carmine s,verona,A,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3879,16,marusic a,lazio,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5674,16,caprari g,benevento,A,5.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4992,16,walace s,udinese,C,5.0,5.5,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5679,16,vlahovic d,fiorentina,A,9.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,3.0,0.0,0.0
2620,16,golemic v,crotone,D,8.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
6180,16,hauge j,milan,A,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3820,16,obiang p,sassuolo,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5000,16,pessina m,atalanta,C,6.0,6.5,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4668,16,malinovskyi r,atalanta,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4969,16,perisic i,inter,C,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6113,16,mayoral b,roma,A,13.5,7.5,,0.0,0.0,0.0,0.0,,2020-21,6.0,0.0,0.0,0.0
4673,16,callejon j,fiorentina,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3378,16,vignato e,bologna,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3878,16,ansaldi c,torino,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2610,16,hernandez t,milan,D,4.0,4.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3841,16,ruiz f,napoli,C,4.5,4.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5704,16,destro m,genoa,A,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5656,16,keita b,sampdoria,A,9.0,6.5,,-0.5,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
3367,16,alberto l,lazio,C,7.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5688,16,riviere e,crotone,A,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4384,16,svanberg m,bologna,C,7.5,5.5,,0.0,-1.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
3419,16,maldini m,milan,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5736,16,barrow m,bologna,A,7.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,1.0,0.0
3666,16,segre j,torino,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4819,16,maggiore g,spezia,C,5.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4908,16,agudelo k,spezia,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3611,16,pereiro g,cagliari,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4837,16,magnanelli f,sassuolo,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5894,16,defrel g,sassuolo,A,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5895,16,martinez l,inter,A,5.0,5.5,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3470,16,molina n,udinese,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4846,16,sohm s,parma,C,4.5,4.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5964,16,inglese r,parma,A,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3480,16,vulic m,crotone,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2504,16,becao r,udinese,D,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3592,16,cyprien w,parma,C,4.0,4.5,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4859,16,barak a,verona,C,5.0,5.5,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6343,16,politano m,napoli,A,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3558,16,saponara r,spezia,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2981,16,mkhitaryan h,roma,C,11.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,3.0,1.0,0.0
5928,16,la gumina a,sampdoria,A,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2994,16,mandragora r,udinese,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5962,16,palacio r,bologna,A,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3519,16,schiattarella p,benevento,C,6.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,1.0,0.0
5880,16,farias d,spezia,A,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2580,16,ferrari g,sassuolo,D,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5971,16,llorente f,napoli,A,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3442,16,thorsby m,sampdoria,C,5.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3399,16,radovanovic i,genoa,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4962,16,schouten j,bologna,C,5.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3814,16,damsgaard m,sampdoria,C,8.5,7.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,1.0,0.0
4960,16,villar g,roma,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4719,16,cristante b,roma,C,8.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,1.0,0.0
6162,16,mihaila v,parma,A,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4662,16,lobotka s,napoli,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3754,16,eriksen c,inter,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4953,16,rabiot a,juventus,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3428,16,molina s,crotone,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4806,16,calhanoglu h,milan,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3730,16,de roon m,atalanta,C,7.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4935,16,gojak a,torino,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3503,16,askildsen k,sampdoria,C,5.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2968,16,silva a,sampdoria,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3022,16,ramsey a,juventus,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5852,16,joao pedro,cagliari,A,9.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
3706,16,zajc m,genoa,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2532,16,demiral m,juventus,D,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3689,16,bernardeschi f,juventus,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4924,16,freuler r,atalanta,C,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3444,16,marin r,cagliari,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6291,16,muriqi v,lazio,A,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3945,16,soriano r,bologna,C,5.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6001,16,scamacca g,genoa,A,6.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3221,16,da silva e,crotone,C,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5326,16,cornelius a,parma,A,5.0,5.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6081,16,petagna a,napoli,A,9.5,6.5,,0.0,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
5337,16,berardi d,sassuolo,A,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5338,16,pavoletti l,cagliari,A,6.5,5.5,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,1.0,0.0
5164,16,improta r,benevento,A,5.5,6.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
5348,16,rabbi s,bologna,A,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3231,16,pobega t,spezia,C,10.0,7.5,,-0.5,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
5153,16,bonazzoli f,torino,A,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
3126,16,barella n,inter,C,4.5,5.0,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4280,16,zielinski p,napoli,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
4224,16,rincon t,torino,C,6.0,6.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
2765,16,arthur m,juventus,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6248,16,nzola m,spezia,A,10.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,0.0,3.0,0.0,0.0
2759,16,caligara f,cagliari,C,5.0,5.5,,-0.5,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
6249,16,caicedo f,lazio,A,10.0,7.0,,0.0,0.0,0.0,0.0,,2020-21,3.0,0.0,0.0,0.0
2749,16,cataldi d,lazio,C,,,,0.0,0.0,0.0,0.0,,2020-21,0.0,0.0,0.0,0.0
