,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,20,2015-16
1,3,Toloi R.,Dif,D,5.0,,,,,1.0,1.0,,2.5,Atalanta,20,2015-16
2,33,Cherubin N.,Dif,D,6.0,,,,,,,,6.0,Atalanta,20,2015-16
3,24,Conti A.,Dif,D,6.5,,,,,,,,6.5,Atalanta,20,2015-16
4,93,Drame B.,Dif,D,7.0,,,,,,,,7.0,Atalanta,20,2015-16
5,5,Masiello A.,Dif,D,6.5,,,,,,,,6.5,Atalanta,20,2015-16
6,21,Cigarini L.,Cen,C,7.0,,,,,,1.0,,6.5,Atalanta,20,2015-16
7,27,Kurtic J.,Cen,C,6.0,,,,,,,,6.0,Atalanta,20,2015-16
8,15,De Roon M.,Cen,C,6.5,,,,,,,,6.5,Atalanta,20,2015-16
9,10,Gomez A.,Tre,T,7.0,,,,,,1.0,,6.5,Atalanta,20,2015-16
10,45,Monachello G.,Att,A,5.5,,,,,,1.0,,5.0,Atalanta,20,2015-16
11,6,Bellini G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,20,2015-16
12,8,Migliaccio G.,Cen,C,,,,,,,,,,Atalanta,20,2015-16
13,0,Diamanti A.,Tre,T,,,,,,,,,,Atalanta,20,2015-16
0,83,Mirante A.,Por,P,6.5,-2.0,,,,,,,4.5,Bologna,20,2015-16
1,13,Rossettini L.,Dif,D,4.5,,,,,,,,4.5,Bologna,20,2015-16
2,2,Oikonomou M.,Dif,D,7.0,,,,,,,,7.0,Bologna,20,2015-16
3,25,Masina A.,Dif,D,5.0,,,,,,,1.0,4.0,Bologna,20,2015-16
4,28,Gastaldello D.,Dif,D,6.0,,1.0,,,,,,7.0,Bologna,20,2015-16
5,33,Brighi M.,Cen,C,6.0,,,,,,,,6.0,Bologna,20,2015-16
6,8,Taider S.,Cen,C,5.0,,,,,,,,5.0,Bologna,20,2015-16
7,21,Diawara A.,Cen,C,6.5,,,,,,,,6.5,Bologna,20,2015-16
8,17,Giaccherini E.,Tre,T,6.5,1.0,,,,,,,9.5,Bologna,20,2015-16
9,26,Mounier A.,Tre,T,5.5,,,,,,,,5.5,Bologna,20,2015-16
10,10,Destro M.,Att,A,6.5,1.0,,,,,1.0,,9.0,Bologna,20,2015-16
11,24,Ferrari A.,Dif,D,5.0,,,,,,,,5.0,Bologna,20,2015-16
12,18,Zuniga J.,Dif,D,5.5,,,,,,,,5.5,Bologna,20,2015-16
13,99,Floccari S.,Att,A,,,,,,,,,,Bologna,20,2015-16
0,27,Belec V.,Por,P,8.5,-1.0,,,,,,,7.5,Carpi,20,2015-16
1,21,Romagnoli S.,Dif,D,7.5,,,,,,,,7.5,Carpi,20,2015-16
2,3,Letizia G.,Dif,D,7.0,,,,,,,,7.0,Carpi,20,2015-16
3,5,Zaccardo C.,Dif,D,6.0,,,,,,,,6.0,Carpi,20,2015-16
4,6,Gagliolo R.,Dif,D,6.5,,,,,,,1.0,5.5,Carpi,20,2015-16
5,4,Cofie I.,Cen,C,6.5,,,,,,1.0,,6.0,Carpi,20,2015-16
6,20,Lollo L.,Cen,C,7.0,1.0,,,,,,,10.0,Carpi,20,2015-16
7,8,Bianco R.,Cen,C,6.0,,,,,,,,6.0,Carpi,20,2015-16
8,19,Pasciuti L.,Cen,C,6.5,,,,,,,,6.5,Carpi,20,2015-16
9,11,Di Gaudio A.,Tre,T,7.5,,,,,,,,7.5,Carpi,20,2015-16
10,99,Mbakogu J.,Att,A,7.0,1.0,,1.0,,,,,10.0,Carpi,20,2015-16
11,17,Crimi M.,Cen,C,6.0,,,,,,,,6.0,Carpi,20,2015-16
12,11,Mancosu M.,Att,A,6.0,,,,,,,,6.0,Carpi,20,2015-16
13,15,Lasagna K.,Att,A,6.0,,,,,,,,6.0,Carpi,20,2015-16
0,1,Bizzarri A.,Por,P,6.0,-1.0,,,,,,,5.0,Chievo,20,2015-16
1,29,Cacciatore F.,Dif,D,6.0,,,,,,,,6.0,Chievo,20,2015-16
2,12,Cesar B.,Dif,D,6.5,,,,,,1.0,,6.0,Chievo,20,2015-16
3,3,Dainelli D.,Dif,D,6.5,,,,,,,,6.5,Chievo,20,2015-16
4,18,Gobbi M.,Dif,D,6.0,,,,,,,,6.0,Chievo,20,2015-16
5,19,Castro L.,Cen,C,5.5,,,,,,,,5.5,Chievo,20,2015-16
6,8,Radovanovic I.,Cen,C,6.0,,,,,,,,6.0,Chievo,20,2015-16
7,7,Pepe S.,Cen,C,6.5,,1.0,,,,,,7.5,Chievo,20,2015-16
8,23,Birsa V.,Tre,T,6.0,,,,,,1.0,,5.5,Chievo,20,2015-16
9,43,Paloschi A.,Att,A,6.0,1.0,,,,,,,9.0,Chievo,20,2015-16
10,45,Inglese R.,Att,A,6.0,,,,,,,,6.0,Chievo,20,2015-16
11,6,Pinzi G.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,20,2015-16
12,40,Mpoku P.,Tre,T,6.0,,,,,,,,6.0,Chievo,20,2015-16
13,31,Pellissier S.,Att,A,,,,,,,,,,Chievo,20,2015-16
0,28,Skorupski L.,Por,P,5.5,-1.0,,,,,,,4.5,Empoli,20,2015-16
1,19,Barba F.,Dif,D,6.0,,,,,,1.0,,5.5,Empoli,20,2015-16
2,3,Zambelli M.,Dif,D,6.0,,,,,,,,6.0,Empoli,20,2015-16
3,21,Mario Rui,Dif,D,6.0,,,,,,,,6.0,Empoli,20,2015-16
4,26,Tonelli L.,Dif,D,6.5,1.0,,,,,,,9.5,Empoli,20,2015-16
5,11,Croce D.,Cen,C,6.5,,,,,,,,6.5,Empoli,20,2015-16
6,32,Paredes L.,Cen,C,6.0,,,,,,1.0,,5.5,Empoli,20,2015-16
7,33,Krunic R.,Tre,T,5.0,,,,,,1.0,,4.5,Empoli,20,2015-16
8,17,Zielinski P.,Tre,T,6.5,,,,,,,,6.5,Empoli,20,2015-16
9,20,Pucciarelli M.,Att,A,5.0,,,,,,,,5.0,Empoli,20,2015-16
10,7,Maccarone M.,Att,A,6.0,,,,,,,,6.0,Empoli,20,2015-16
11,6,Bittante L.,Dif,D,,,,,,,,,,Empoli,20,2015-16
12,77,Buchel M.,Cen,C,6.0,,,,,,,,6.0,Empoli,20,2015-16
13,22,Piu A.,Att,A,,,,,,,,,,Empoli,20,2015-16
0,12,Tatarusanu C.,Por,P,5.5,-2.0,,,,,,,3.5,Fiorentina,20,2015-16
1,28,Alonso M.,Dif,D,6.5,,,,,,,,6.5,Fiorentina,20,2015-16
2,13,Astori D.,Dif,D,5.5,,,,,,,,5.5,Fiorentina,20,2015-16
3,32,Roncaglia F.,Dif,D,4.5,,,,,,,,4.5,Fiorentina,20,2015-16
4,4,Tomovic N.,Dif,D,4.5,,,,,,1.0,,4.0,Fiorentina,20,2015-16
5,20,Valero B.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,20,2015-16
6,18,Suarez M.,Cen,C,4.5,,,,,,1.0,,4.0,Fiorentina,20,2015-16
7,8,Vecino M.,Cen,C,5.5,,,,,,1.0,,5.0,Fiorentina,20,2015-16
8,10,Bernardeschi F.,Tre,T,5.0,,,,,,,,5.0,Fiorentina,20,2015-16
9,72,Ilicic J.,Tre,T,5.0,,,,,,,,5.0,Fiorentina,20,2015-16
10,9,Kalinic N.,Att,A,5.0,,,,,,1.0,,4.5,Fiorentina,20,2015-16
11,23,Pasqual M.,Dif,D,,,,,,,,,5.5,Fiorentina,20,2015-16
12,30,Babacar K.,Att,A,,,,,,,,,,Fiorentina,20,2015-16
13,22,Rossi G.,Att,A,5.0,,,,,,,,5.0,Fiorentina,20,2015-16
0,33,Leali N.,Por,P,5.0,-4.0,,,,,,,1.0,Frosinone,20,2015-16
1,69,Bertoncini D.,Dif,D,4.5,,,,,,1.0,,4.0,Frosinone,20,2015-16
2,93,Ajeti A.,Dif,D,5.0,,,,,,,,5.0,Frosinone,20,2015-16
3,20,Pavlovic D.,Dif,D,6.5,,1.0,,,,,,7.5,Frosinone,20,2015-16
4,28,Rosi A.,Dif,D,5.0,,,,,,,,5.0,Frosinone,20,2015-16
5,8,Gucher R.,Cen,C,5.0,,,,,,,,5.0,Frosinone,20,2015-16
6,11,Kragl O.,Cen,C,6.0,,,,,,,,6.0,Frosinone,20,2015-16
7,21,Sammarco P.,Cen,C,6.5,1.0,,,,,,,9.5,Frosinone,20,2015-16
8,10,Soddimo D.,Tre,T,6.5,,,,,,,,6.5,Frosinone,20,2015-16
9,19,Tonev A.,Tre,T,5.5,,,,,,,,5.5,Frosinone,20,2015-16
10,18,Dionisi F.,Att,A,5.0,,,,,,,,5.0,Frosinone,20,2015-16
