,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,5.0,-3.0,,,,,,,2.0,Atalanta,24,2018-19
1,2,Toloi R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,24,2018-19
2,21,Castagne T.,Dif,D,6.0,,,,,,,,6.0,Atalanta,24,2018-19
3,6,Palomino J.,Dif,D,6.0,,,,,,,,6.0,Atalanta,24,2018-19
4,19,Djimsiti B.,Dif,D,5.0,,,,,,,,5.0,Atalanta,24,2018-19
5,33,Hateboer H.,Dif,D,5.5,,,,,,,,5.5,Atalanta,24,2018-19
6,15,De Roon M.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,24,2018-19
7,11,Freuler R.,Cen,C,6.0,1.0,,,,,,,10.0,Atalanta,24,2018-19
8,72,Ilicic J.,Tre,T,6.5,,1.0,,,,,,7.5,Atalanta,24,2018-19
9,10,Gomez A.,Tre,T,5.0,,,,,,,,5.0,Atalanta,24,2018-19
10,91,Zapata D.,Att,A,5.0,,,,,,,,5.0,Atalanta,24,2018-19
11,8,Gosens R.,Dif,D,5.5,,,,,,,,5.5,Atalanta,24,2018-19
12,44,Kulusevski D.,Cen,C,5.5,,,,,,,,5.5,Atalanta,24,2018-19
13,99,Barrow M.,Att,A,,,,,,,,,,Atalanta,24,2018-19
0,28,Skorupski L.,Por,P,6.0,-2.0,,,,,,,4.0,Bologna,24,2018-19
1,35,Dijks M.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,24,2018-19
2,23,Danilo L.,Dif,D,6.5,,,,,,1.0,,6.0,Bologna,24,2018-19
3,15,Mbaye I.,Dif,D,6.0,,,,,,,,6.0,Bologna,24,2018-19
4,18,Helander F.,Dif,D,5.0,,,,,,,,5.0,Bologna,24,2018-19
5,21,Soriano R.,Cen,C,6.0,,,,,,,,6.0,Bologna,24,2018-19
6,16,Poli A.,Cen,C,6.5,,,,,,,,6.5,Bologna,24,2018-19
7,5,Pulgar E.,Cen,C,5.5,,,,,,1.0,,5.0,Bologna,24,2018-19
8,10,Sansone N.,Tre,T,6.5,1.0,,,,,,,10.0,Bologna,24,2018-19
9,0,Edera S.,Tre,T,5.5,,,,,,1.0,,5.0,Bologna,24,2018-19
10,9,Santander F.,Att,A,6.0,,,,,,,,6.0,Bologna,24,2018-19
11,32,Svanberg M.,Cen,C,5.5,,,,,,,,5.5,Bologna,24,2018-19
12,31,Dzemaili B.,Cen,C,6.0,,,,,,,,6.0,Bologna,24,2018-19
13,91,Falcinelli D.,Att,A,6.0,,,,,,,,6.0,Bologna,24,2018-19
0,28,Cragno A.,Por,P,6.0,-1.0,,,,,,,5.0,Cagliari,24,2018-19
1,0,Pellegrini L.,Dif,D,6.5,,,,,,,,6.5,Cagliari,24,2018-19
2,23,Ceppitelli L.,Dif,D,6.0,,1.0,,,,,,7.0,Cagliari,24,2018-19
3,19,Pisacane F.,Dif,D,6.5,,,,,,,,6.5,Cagliari,24,2018-19
4,27,Deiola A.,Cen,C,5.5,,,,,,1.0,,5.0,Cagliari,24,2018-19
5,8,Cigarini L.,Cen,C,7.0,,,,,,1.0,,6.5,Cagliari,24,2018-19
6,18,Barella N.,Cen,C,6.5,,1.0,,,,,,7.5,Cagliari,24,2018-19
7,21,Ionita A.,Cen,C,5.5,,,,,,,,5.5,Cagliari,24,2018-19
8,20,Padoin S.,Cen,C,6.5,,,,,,,,6.5,Cagliari,24,2018-19
9,10,Joao Pedro G.,Tre,T,5.0,,,,,,,1.0,4.0,Cagliari,24,2018-19
10,30,Pavoletti L.,Att,A,7.5,2.0,,,,,1.0,,13.0,Cagliari,24,2018-19
11,22,Lykogiannis C.,Dif,D,5.5,,,,,,,,5.5,Cagliari,24,2018-19
12,6,Bradaric F.,Cen,C,,,,,,,,,,Cagliari,24,2018-19
13,0,Despodov K.,Tre,T,6.0,,,,,,,,6.0,Cagliari,24,2018-19
0,70,Sorrentino S.,Por,P,6.5,-1.0,,1.0,,,,,8.5,Chievo,24,2018-19
1,5,Barba F.,Dif,D,6.0,,,,,,,,6.0,Chievo,24,2018-19
2,14,Bani M.,Dif,D,6.0,,,,,,,,6.0,Chievo,24,2018-19
3,44,Jaroszynski P.,Dif,D,5.5,,,,,,,,5.5,Chievo,24,2018-19
4,4,Rigoni N.,Cen,C,6.0,,,,,,,,6.0,Chievo,24,2018-19
