,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
6603,4,leiva l,lazio,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1224,4,biraghi c,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10672,4,ballardini,genoa,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10378,4,stepinski m,chievo,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3265,4,moretti e,torino,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2014,4,dimarco f,parma,D,10.0,7.5,3.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
6649,4,linetty k,sampdoria,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5544,4,de rossi d,roma,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
8859,4,dybala p,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1099,4,bani m,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4213,4,veseli f,empoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2629,4,izzo a,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8532,4,caprari g,sampdoria,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7029,4,nainggolan r,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4043,4,simic l,spal,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8525,4,campbell j,frosinone,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10650,4,andreazzoli,empoli,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3168,4,mattiello f,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8718,4,ciofani d,frosinone,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8568,4,caputo f,empoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4090,4,spolli n,genoa,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7467,4,radovanovic i,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6985,4,missiroli s,spal,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10449,4,teodorczyk l,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2595,4,iacoponi s,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4140,4,toloi r,atalanta,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7503,4,ramirez g,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1839,4,de silvestri l,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5428,4,dabo b,fiorentina,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
8666,4,ciano c,frosinone,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10542,4,zaza s,torino,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
7544,4,rigoni n,chievo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
