,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
10649,10,sansone n,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6463,10,kluivert j,roma,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
3528,10,palomino j,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8207,10,strefezza g,spal,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10541,10,rigoni e,sampdoria,A,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
1893,10,de vrij s,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4079,10,sala j,spal,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5379,10,castrovilli g,fiorentina,C,11.0,7.5,3.0,-0.5,0.0,0.0,0.0,1.0,2019-20
5062,10,bisoli d,brescia,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11669,10,semplici,spal,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8250,10,svanberg m,bologna,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7814,10,ramsey a,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
4089,10,samir,udinese,D,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1925,10,dell orco c,lecce,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7136,10,meite s,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
557,10,sepe l,parma,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
304,10,handanovic s,inter,P,6.5,7.5,-1.0,0.0,0.0,0.0,0.0,0.0,2019-20
9578,10,ghezzal r,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10597,10,sanabria a,genoa,A,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6448,10,khedira s,juventus,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8356,10,tonali s,brescia,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5004,10,bertolacci a,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6349,10,joao pedro,cagliari,C,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
5427,10,cataldi d,lazio,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
