,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
10652,9,andreazzoli,empoli,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
2559,9,hysaj e,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
2598,9,iacoponi s,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10551,9,zaza s,torino,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8855,9,dybala p,juventus,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5309,9,coric c,roma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10638,9,ancelotti,napoli,0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5371,9,cristante b,roma,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4069,9,skriniar m,inter,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8698,9,ciofani d,frosinone,A,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2018-19
8685,9,ciano c,frosinone,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
5315,9,correa j,lazio,C,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
5416,9,cuadrado j,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5347,9,costa do,juventus,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8734,9,cutrone p,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
2631,9,izzo a,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10569,9,allegri,juventus,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8634,9,ceravolo f,parma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8789,9,defrel g,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1111,9,barba f,chievo,D,4.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0,2018-19
8652,9,cerri a,cagliari,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1190,9,benatia m,juventus,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
3249,9,molinaro c,frosinone,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
330,9,milinkovic v,spal,P,6.0,6.0,0.0,0.0,-1.0,0.0,0.0,1.0,2018-19
6808,9,mandragora r,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1083,9,bani m,chievo,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
2966,9,maietta d,empoli,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
9783,9,paloschi a,spal,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
4298,9,zampano f,frosinone,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4618,9,baselli d,torino,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2018-19
2955,9,magnani g,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10157,9,ronaldo c,juventus,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
9770,9,palacio r,bologna,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4653,9,behrami v,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9716,9,orsolini r,bologna,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
705,9,strakosha t,lazio,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10218,9,santander f,bologna,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
721,9,szczesny w,juventus,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19
4706,9,bennacer i,empoli,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
4741,9,bentancur r,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9618,9,mirallas k,fiorentina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
457,9,radu i,genoa,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,2018-19
3136,9,marusic a,lazio,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9590,9,milik a,napoli,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
4777,9,berenguer a,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
2891,9,luiz felipe,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9572,9,mertens d,napoli,A,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2018-19
4803,9,berisha v,lazio,C,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4258,9,wague m,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10296,9,siligardi l,parma,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
2873,9,lirola p,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9827,9,pandev g,genoa,A,,,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
9532,9,meggiorini r,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
489,9,scuffet s,udinese,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2018-19
654,9,sportiello m,frosinone,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,2018-19
10071,9,pussetto i,udinese,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
10060,9,pucciarelli m,chievo,A,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
547,9,sirigu s,torino,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
10040,9,politano m,inter,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
3083,9,marcano i,roma,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10010,9,pjaca m,fiorentina,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4438,9,allan m,napoli,C,7.0,7.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
10004,9,pinamonti a,frosinone,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
3044,9,mancini g,atalanta,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
9949,9,piatek k,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
526,9,sepe l,parma,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
4366,9,acquah a,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
592,9,skorupski l,bologna,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
4496,9,bakayoko t,milan,C,,,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
4502,9,barak a,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10127,9,quagliarella f,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9932,9,petagna a,spal,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
3020,9,malcuit k,napoli,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
615,9,sorrentino s,chievo,P,0.5,5.5,-5.0,0.0,0.0,0.0,0.0,0.0,2018-19
4534,9,barella n,cagliari,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
3100,9,marlon,sassuolo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
10152,9,rigoni e,atalanta,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4554,9,barilla a,parma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9846,9,pavoletti l,cagliari,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
4575,9,barreto e,sampdoria,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
9836,9,parigini v,torino,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5280,9,ciciretti a,parma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4250,9,vrsaljko s,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4835,9,bessa d,genoa,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
10422,9,suso j,milan,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
5087,9,brozovic m,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5104,9,calhanoglu h,milan,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
969,9,andersen j,sampdoria,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
9165,9,inglese r,parma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
381,9,olsen r,roma,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19
4150,9,toloi r,atalanta,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9127,9,immobile c,lazio,A,11.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,2018-19
9096,9,icardi m,inter,A,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
5147,9,candreva a,inter,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9083,9,higuain g,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5157,9,capezzi l,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1021,9,antonelli l,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10496,9,vlahovic d,fiorentina,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1041,9,ariaudo l,frosinone,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5189,9,castro l,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8958,9,falcinelli d,bologna,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
1053,9,asamoah k,inter,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8932,9,el shaarawy s,roma,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5220,9,chibsah r,frosinone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10520,9,zapata d,atalanta,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
3220,9,milenkovic n,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
2652,9,jaroszynski p,chievo,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5264,9,chiesa f,fiorentina,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
8886,9,dzeko e,roma,A,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9233,9,keita b,inter,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
4832,9,bernardeschi f,juventus,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9253,9,kluivert j,roma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
5039,9,bradaric f,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
788,9,abate i,milan,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9498,9,matri a,sassuolo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4243,9,vicari f,spal,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4872,9,biabiany j,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4890,9,biglia l,milan,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19
9439,9,mandzukic m,juventus,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
434,9,provedel i,empoli,P,2.5,5.5,-3.0,0.0,0.0,0.0,0.0,0.0,2018-19
821,9,acerbi f,lazio,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
830,9,adjapong c,sassuolo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
9400,9,leris m,chievo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
10335,9,simeone g,fiorentina,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
4930,9,birsa v,chievo,C,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19
9378,9,lasagna k,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19
