,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,91,Gollini P.,Por,P,6.0,-2.0,,,,,,,4.0,Atalanta,19,2017-18
1,3,Toloi R.,Dif,D,6.0,,1.0,,,,,,7.0,Atalanta,19,2017-18
2,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,19,2017-18
3,28,Mancini G.,Dif,D,5.5,,,,,,,,5.5,Atalanta,19,2017-18
4,33,Hateboer H.,Dif,D,5.0,,,,,,,,5.0,Atalanta,19,2017-18
5,37,Spinazzola L.,Cen,C,5.0,,,,,,,,5.0,Atalanta,19,2017-18
6,15,De Roon M.,Cen,C,5.5,,,,,,,,5.5,Atalanta,19,2017-18
7,11,Freuler R.,Cen,C,5.5,,,,,,,,5.5,Atalanta,19,2017-18
8,10,Gomez A.,Tre,T,6.0,1.0,,,,,,,9.5,Atalanta,19,2017-18
9,72,Ilicic J.,Tre,T,6.0,,,,,,,,6.0,Atalanta,19,2017-18
10,29,Petagna A.,Att,A,5.0,,,,,,,,5.0,Atalanta,19,2017-18
11,4,Cristante B.,Cen,C,5.0,,,,,,,,5.0,Atalanta,19,2017-18
12,7,Orsolini R.,Tre,T,,,,,,,,,,Atalanta,19,2017-18
13,9,Cornelius A.,Att,A,6.0,,,,,,,,6.0,Atalanta,19,2017-18
0,1,Belec V.,Por,P,6.0,,,,,,,,6.0,Benevento,19,2017-18
1,6,Djimsiti B.,Dif,D,7.0,,,,,,,,7.0,Benevento,19,2017-18
2,23,Venuti L.,Dif,D,6.5,,,,,,,,6.5,Benevento,19,2017-18
3,5,Lucioni F.,Dif,D,7.0,,,,,,,,7.0,Benevento,19,2017-18
4,21,Costa A.,Dif,D,6.0,,,,,,,,6.0,Benevento,19,2017-18
5,14,Viola N.,Cen,C,7.0,,,,,,,,7.0,Benevento,19,2017-18
6,20,Memushaj L.,Cen,C,6.5,,,,,,1.0,,6.0,Benevento,19,2017-18
7,27,Parigini V.,Tre,T,6.5,,,,,,,,6.5,Benevento,19,2017-18
8,25,Lombardi C.,Tre,T,6.5,,,,,,,,6.5,Benevento,19,2017-18
9,99,Brignola E.,Tre,T,7.0,,,,,,,,7.0,Benevento,19,2017-18
10,11,Coda M.,Att,A,7.0,1.0,,,,,,,10.0,Benevento,19,2017-18
