,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatto_subito,gol_su_rigore,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,assist_su_rigore,yyss
5296,12,karamoh y,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5057,12,palacio r,bologna,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3086,12,elmas e,napoli,C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3346,12,lukic s,torino,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
4255,12,iago falque,benevento,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3706,12,bakayoko t,napoli,C,5.5,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
5473,12,nzola m,spezia,A,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5467,12,mertens d,napoli,A,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5324,12,caicedo f,lazio,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
178,12,audero e,sampdoria,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
1491,12,klavan r,cagliari,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5273,12,belotti a,torino,A,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
5477,12,kouame c,fiorentina,A,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
6076,12,mihajlovic,bologna,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3057,12,marusic a,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3710,12,de roon m,atalanta,C,6.0,6.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,2020-21
4105,12,behrami v,genoa,C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
10,12,donnarumma g,milan,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
3085,12,molina n,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
