,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,30,2014-15
1,29,Benalouane Y.,Dif,D,6.0,,,,,,,,6.0,Atalanta,30,2014-15
2,20,Biava G.,Dif,D,5.5,,,,,,,1.0,4.5,Atalanta,30,2014-15
3,93,Drame B.,Dif,D,5.5,,,,,,,,5.5,Atalanta,30,2014-15
4,22,Zappacosta D.,Dif,D,6.0,,,,,,,,6.0,Atalanta,30,2014-15
5,2,Stendardo G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,30,2014-15
6,11,Moralez M.,Cen,C,7.0,,1.0,,,,,,8.0,Atalanta,30,2014-15
7,10,Gomez A.,Cen,C,7.0,,,,,,,,7.0,Atalanta,30,2014-15
8,21,Cigarini L.,Cen,C,6.5,,,,,,1.0,,6.0,Atalanta,30,2014-15
9,17,Carmona C.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,30,2014-15
10,19,Denis G.,Att,A,8.0,2.0,,1.0,,,,,14.0,Atalanta,30,2014-15
11,13,Masiello A.,Dif,D,,,,,,,,,,Atalanta,30,2014-15
12,18,Estigarribia M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,30,2014-15
13,8,Migliaccio G.,Cen,C,,,,,,,,,,Atalanta,30,2014-15
0,1,Brkic Z.,Por,P,6.5,-2.0,,,,,,,4.5,Cagliari,30,2014-15
1,8,Avelar D.,Dif,D,5.0,,,,,,,,5.0,Cagliari,30,2014-15
2,15,Rossettini L.,Dif,D,5.5,,,,,,,,5.5,Cagliari,30,2014-15
3,21,Balzano A.,Dif,D,5.0,,,,,,,,5.0,Cagliari,30,2014-15
4,32,Ceppitelli L.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,30,2014-15
5,0,Mpoku P.,Cen,C,5.5,,,,,,,,5.5,Cagliari,30,2014-15
6,16,Dessena D.,Cen,C,5.0,,,,,,1.0,,4.5,Cagliari,30,2014-15
7,20,Ekdal A.,Cen,C,5.0,,,,,,,,5.0,Cagliari,30,2014-15
8,4,Crisetig L.,Cen,C,5.0,,,,,,1.0,,4.5,Cagliari,30,2014-15
9,17,Farias D.,Att,A,5.0,,,,,,,,5.0,Cagliari,30,2014-15
10,25,Sau M.,Att,A,5.0,,,,,,,,5.0,Cagliari,30,2014-15
11,10,Joao Pedro G.,Cen,C,6.0,,,,,,,,6.0,Cagliari,30,2014-15
12,9,Longo S.,Att,A,5.5,,,,,,,,5.5,Cagliari,30,2014-15
0,1,Leali N.,Por,P,4.0,-1.0,,,,,,,3.0,Cesena,30,2014-15
1,15,Krajnc L.,Dif,D,6.5,,,,,,,,6.5,Cesena,30,2014-15
2,25,Capelli D.,Dif,D,5.5,,,,,,,,5.5,Cesena,30,2014-15
3,6,Lucchini S.,Dif,D,6.0,,,,,,,,6.0,Cesena,30,2014-15
4,24,Perico G.,Dif,D,5.0,,,,,,,,5.0,Cesena,30,2014-15
5,34,Cascione E.,Cen,C,6.0,,,,,,,,6.0,Cesena,30,2014-15
6,7,Carbonero C.,Cen,C,5.0,,,,,,1.0,,4.5,Cesena,30,2014-15
7,11,Brienza F.,Cen,C,6.0,,,,,,,,6.0,Cesena,30,2014-15
8,5,Giorgi L.,Cen,C,6.5,,,,,,,,6.5,Cesena,30,2014-15
9,18,Djuric M.,Att,A,5.0,,,,,,1.0,,4.5,Cesena,30,2014-15
10,92,Defrel G.,Att,A,5.5,,,,,,,,5.5,Cesena,30,2014-15
11,19,Succi D.,Att,A,5.0,,,,,,,,5.0,Cesena,30,2014-15
12,9,Rodriguez A.,Att,A,,,,,,,,,,Cesena,30,2014-15
13,32,Moncini G.,Att,A,,,,,,,,,,Cesena,30,2014-15
0,1,Bizzarri A.,Por,P,6.0,,,,,,,,6.0,Chievo,30,2014-15
1,3,Dainelli D.,Dif,D,7.0,,,,,,,,7.0,Chievo,30,2014-15
2,87,Zukanovic E.,Dif,D,6.5,,,,,,,,6.5,Chievo,30,2014-15
3,12,Cesar B.,Dif,D,6.5,,,,,,,,6.5,Chievo,30,2014-15
4,21,Frey N.,Dif,D,6.5,,1.0,,,,,,7.5,Chievo,30,2014-15
5,13,Izco M.,Cen,C,6.0,,,,,,,,6.0,Chievo,30,2014-15
6,8,Radovanovic I.,Cen,C,6.0,,,,,,,,6.0,Chievo,30,2014-15
7,56,Hetemaj P.,Cen,C,6.5,,,,,,1.0,,6.0,Chievo,30,2014-15
8,24,Schelotto E.,Cen,C,5.0,,,,,,,,5.0,Chievo,30,2014-15
9,43,Paloschi A.,Att,A,5.0,,,,,,,,5.0,Chievo,30,2014-15
10,69,Meggiorini R.,Att,A,6.0,,,,,,,,6.0,Chievo,30,2014-15
11,14,Cofie I.,Cen,C,,,,,,,,,,Chievo,30,2014-15
12,23,Birsa V.,Cen,C,6.5,,,,,,,,6.5,Chievo,30,2014-15
