,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
10404,28,stepinski m,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5341,28,correa j,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
991,28,andreolli m,chievo,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
7516,28,rigoni l,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10374,28,sprocati m,parma,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3690,28,regini v,spal,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2668,28,jaroszynski p,chievo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2672,28,jesus j,roma,D,3.5,4.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
10467,28,thereau c,cagliari,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6014,28,giaccherini e,chievo,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
419,28,perin m,juventus,P,3.5,5.5,-2.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7483,28,radovanovic i,genoa,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
2217,28,ferrari g,sassuolo,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
919,28,alves b,parma,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
11162,28,pioli,fiorentina,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3111,28,marusic a,lazio,D,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3670,28,ranocchia a,inter,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8271,28,zielinski p,napoli,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
8338,28,babacar k,sassuolo,A,8.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
9251,28,kluivert j,roma,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5374,28,cristante b,roma,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
9389,28,lasagna k,udinese,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1553,28,ceppitelli l,cagliari,D,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
1379,28,caceres m,juventus,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
10475,28,trotta m,frosinone,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
7810,28,soriano r,bologna,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
1005,28,ansaldi c,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
1325,28,bonucci l,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
11085,28,mazzarri,torino,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5133,28,calhanoglu h,milan,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
980,28,andersen j,sampdoria,D,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5151,28,candreva a,inter,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6448,28,kucka j,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6661,28,locatelli m,sassuolo,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5275,28,chiesa f,fiorentina,C,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
6439,28,krunic r,empoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
4245,28,vicari f,spal,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
3662,28,radu s,lazio,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
5201,28,cataldi d,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
8297,28,antenucci m,spal,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
3149,28,masiello a,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
10427,28,suso j,milan,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2018-19,,,,
9215,28,kean m,juventus,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
6994,28,murgia a,spal,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,,,,
