,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,91,Gollini P.,Por,P,7.0,,,,,,,,7.0,Atalanta,10,2017-18
1,6,Palomino J.,Dif,D,6.0,,,,,,,,6.0,Atalanta,10,2017-18
2,3,Toloi R.,Dif,D,7.5,,,,,,,,7.5,Atalanta,10,2017-18
3,33,Hateboer H.,Dif,D,6.0,,,,,,,,6.0,Atalanta,10,2017-18
4,8,Gosens R.,Dif,D,6.0,,1.0,,,,,,7.0,Atalanta,10,2017-18
5,13,Caldara M.,Dif,D,6.0,,,,,,,,6.0,Atalanta,10,2017-18
6,15,De Roon M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,10,2017-18
7,11,Freuler R.,Cen,C,7.0,1.0,,,,,,,11.0,Atalanta,10,2017-18
8,10,Gomez A.,Tre,T,6.5,,,,,,,,6.5,Atalanta,10,2017-18
9,72,Ilicic J.,Tre,T,6.5,1.0,,,,,,,10.0,Atalanta,10,2017-18
10,9,Cornelius A.,Att,A,5.5,,,,,,,,5.5,Atalanta,10,2017-18
11,27,Kurtic J.,Tre,T,6.5,1.0,,,,,,,10.0,Atalanta,10,2017-18
12,7,Orsolini R.,Tre,T,,,,,,,,,,Atalanta,10,2017-18
13,20,Vido L.,Att,A,,,,,,,,,,Atalanta,10,2017-18
0,22,Brignoli A.,Por,P,6.0,-2.0,,,,,,,4.0,Benevento,10,2017-18
1,6,Djimsiti B.,Dif,D,5.5,,,,,,,,5.5,Benevento,10,2017-18
2,17,Di Chiara G.,Dif,D,5.5,,,,,,1.0,,5.0,Benevento,10,2017-18
3,5,Antei L.,Dif,D,6.0,,,,,,,,6.0,Benevento,10,2017-18
4,3,Letizia G.,Dif,D,6.5,,,,,,,,6.5,Benevento,10,2017-18
5,77,Lazaar A.,Dif,D,6.5,,,,,,,,6.5,Benevento,10,2017-18
6,8,Cataldi D.,Cen,C,6.5,,,,,,,,6.5,Benevento,10,2017-18
7,13,Chibsah R.,Cen,C,6.0,,,,,,,,6.0,Benevento,10,2017-18
8,20,Memushaj L.,Cen,C,6.0,,,,,,,,6.0,Benevento,10,2017-18
9,10,Ciciretti A.,Tre,T,5.5,,,,,,,,5.5,Benevento,10,2017-18
10,9,Iemmello P.,Att,A,6.5,1.0,,1.0,,,,,9.5,Benevento,10,2017-18
11,14,Viola N.,Cen,C,6.5,,,,,,,,6.5,Benevento,10,2017-18
12,25,Lombardi C.,Tre,T,6.0,,,,,,,,6.0,Benevento,10,2017-18
13,11,Coda M.,Att,A,,,,,,,,,,Benevento,10,2017-18
0,83,Mirante A.,Por,P,5.5,-2.0,,,,,,,3.5,Bologna,10,2017-18
1,18,Helander F.,Dif,D,5.5,,,,,,,,5.5,Bologna,10,2017-18
2,6,De Maio S.,Dif,D,5.0,,,,,,,,5.0,Bologna,10,2017-18
3,25,Masina A.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,10,2017-18
4,4,Krafth E.,Dif,D,5.0,,,,,,,,5.0,Bologna,10,2017-18
5,5,Pulgar E.,Cen,C,6.5,,,,,,,,6.5,Bologna,10,2017-18
6,77,Donsah G.,Cen,C,5.0,,,,,,,,5.0,Bologna,10,2017-18
7,12,Crisetig L.,Cen,C,5.0,,,,,,,,5.0,Bologna,10,2017-18
8,9,Verdi S.,Tre,T,6.0,,,,,,,,6.0,Bologna,10,2017-18
9,11,Krejci L.,Tre,T,5.0,,,,,,,,5.0,Bologna,10,2017-18
10,10,Destro M.,Att,A,5.5,,,,,,,,5.5,Bologna,10,2017-18
11,2,Nagy A.,Cen,C,6.5,,,,,,,,6.5,Bologna,10,2017-18
12,30,Okwonkwo O.,Tre,T,,,,,,,,,,Bologna,10,2017-18
13,21,Falletti C.,Tre,T,6.0,,,,,,1.0,,5.5,Bologna,10,2017-18
0,1,Rafael A.,Por,P,6.5,-1.0,,,,,,,5.5,Cagliari,10,2017-18
1,13,Romagna F.,Dif,D,6.0,,,,,,,,6.0,Cagliari,10,2017-18
2,12,Miangue S.,Dif,D,6.0,,,,,,,,6.0,Cagliari,10,2017-18
