,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,gol_fatto_subito,gol_su_rigore,assist,assist_da_fermo
7113,9,murgia a,lazio,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
301,9,hart j,torino,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2828,9,maietta d,bologna,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10561,9,thereau c,udinese,A,11.5,7.0,3.0,-0.5,0.0,2.0,0.0,0.0,2016-17,,,,
6896,9,medel g,inter,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9653,9,maccarone m,empoli,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9157,9,floccari s,bologna,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4342,9,alvarez r,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8548,9,bacca c,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2638,9,jesus j,roma,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
9492,9,kalinic n,fiorentina,A,17.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1821,9,crescenzi a,pescara,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3063,9,miranda j,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
4328,9,allan m,napoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1557,9,capuano m,cagliari,D,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
8850,9,defrel g,sassuolo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
602,9,skorupski l,empoli,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2016-17,,,,
3340,9,patric,lazio,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5797,9,gagliardini r,atalanta,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
10287,9,quagliarella f,sampdoria,A,2.5,5.5,0.0,0.0,0.0,-3.0,0.0,0.0,2016-17,,,,
7524,9,poli a,milan,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
710,9,szczesny w,roma,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1571,9,castan l,torino,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
