,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.0,-2.0,,,,,,,4.0,Atalanta,14,2018-19
1,23,Mancini G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,14,2018-19
2,6,Palomino J.,Dif,D,5.5,,,,,,,,5.5,Atalanta,14,2018-19
3,5,Masiello A.,Dif,D,5.0,,,,,,1.0,,4.5,Atalanta,14,2018-19
4,33,Hateboer H.,Dif,D,5.5,,1.0,,,,,,6.5,Atalanta,14,2018-19
5,8,Gosens R.,Dif,D,6.0,,,,,,,,6.0,Atalanta,14,2018-19
6,11,Freuler R.,Cen,C,6.0,,,,,,,,6.0,Atalanta,14,2018-19
7,15,De Roon M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,14,2018-19
8,24,Rigoni E.,Tre,T,5.0,,,,,,,,5.0,Atalanta,14,2018-19
9,10,Gomez A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,14,2018-19
10,91,Zapata D.,Att,A,6.5,1.0,,,,,,,9.5,Atalanta,14,2018-19
11,4,Valzania L.,Cen,C,6.0,,,,,,,,6.0,Atalanta,14,2018-19
12,20,Tumminello M.,Att,A,,,,,,,,,,Atalanta,14,2018-19
0,28,Skorupski L.,Por,P,5.5,-4.0,,,,,,,1.5,Bologna,14,2018-19
1,23,Danilo L.,Dif,D,5.0,,,,,,,,5.0,Bologna,14,2018-19
2,18,Helander F.,Dif,D,5.0,,,,,,,,5.0,Bologna,14,2018-19
3,33,Calabresi A.,Dif,D,5.5,,,,,,1.0,,5.0,Bologna,14,2018-19
4,14,Mattiello F.,Dif,D,5.5,,,,,,,,5.5,Bologna,14,2018-19
5,5,Pulgar E.,Cen,C,4.5,,,,,,,,4.5,Bologna,14,2018-19
6,32,Svanberg M.,Cen,C,6.0,,1.0,,,,,,7.0,Bologna,14,2018-19
7,16,Poli A.,Cen,C,5.5,1.0,,,,,,,9.5,Bologna,14,2018-19
8,11,Krejci L.,Tre,T,5.0,,,,,,,,5.0,Bologna,14,2018-19
9,91,Falcinelli D.,Att,A,5.5,,,,,,,,5.5,Bologna,14,2018-19
10,9,Santander F.,Att,A,6.0,,,,,,1.0,,5.5,Bologna,14,2018-19
11,8,Nagy A.,Cen,C,,,,,,,,,,Bologna,14,2018-19
12,7,Orsolini R.,Tre,T,5.0,,,,,,,,5.0,Bologna,14,2018-19
13,24,Palacio R.,Tre,T,5.5,,,,,,1.0,,5.0,Bologna,14,2018-19
0,28,Cragno A.,Por,P,7.5,-1.0,,,,,,,6.5,Cagliari,14,2018-19
1,15,Klavan R.,Dif,D,6.0,,,,,,,,6.0,Cagliari,14,2018-19
2,33,Srna D.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,14,2018-19
3,23,Ceppitelli L.,Dif,D,6.0,,,,,,1.0,,5.5,Cagliari,14,2018-19
4,18,Barella N.,Cen,C,5.0,,,,,,,1.0,4.0,Cagliari,14,2018-19
5,20,Padoin S.,Cen,C,5.5,,,,,,,,5.5,Cagliari,14,2018-19
6,6,Bradaric F.,Cen,C,5.5,,,,,,1.0,,5.0,Cagliari,14,2018-19
7,21,Ionita A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,14,2018-19
8,10,Joao Pedro G.,Tre,T,6.0,,1.0,,,,,,7.0,Cagliari,14,2018-19
9,30,Pavoletti L.,Att,A,6.5,,,,,,1.0,,6.0,Cagliari,14,2018-19
10,25,Sau M.,Att,A,5.5,,,,,,,,5.5,Cagliari,14,2018-19
11,24,Farago P.,Dif,D,6.0,,,,,,,,6.0,Cagliari,14,2018-19
12,4,Dessena D.,Cen,C,,,,,,,,,,Cagliari,14,2018-19
13,17,Farias D.,Att,A,7.0,1.0,,,,,1.0,,9.5,Cagliari,14,2018-19
0,70,Sorrentino S.,Por,P,6.5,-1.0,,,,,,,5.5,Chievo,14,2018-19
1,5,Barba F.,Dif,D,6.0,,,,,,,,6.0,Chievo,14,2018-19
2,15,Rossettini L.,Dif,D,6.0,,,,,,1.0,,5.5,Chievo,14,2018-19
3,14,Bani M.,Dif,D,6.5,,,,,,,,6.5,Chievo,14,2018-19
4,27,Depaoli F.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,14,2018-19
5,56,Hetemaj P.,Cen,C,6.0,,,,,,,,6.0,Chievo,14,2018-19
6,8,Radovanovic I.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,14,2018-19
7,22,Obi J.,Cen,C,6.0,,,,,,,,6.0,Chievo,14,2018-19
8,23,Birsa V.,Tre,T,6.5,,1.0,,,,,,7.5,Chievo,14,2018-19
9,31,Pellissier S.,Att,A,7.0,1.0,,,,,,,10.0,Chievo,14,2018-19
10,69,Meggiorini R.,Att,A,6.0,,,,,,,,6.0,Chievo,14,2018-19
11,29,Cacciatore F.,Dif,D,6.0,,,,,,1.0,,5.5,Chievo,14,2018-19
12,13,Kiyine S.,Tre,T,6.0,,,,,,,,6.0,Chievo,14,2018-19
13,20,Djordjevic F.,Att,A,5.5,,,,,,,,5.5,Chievo,14,2018-19
0,1,Provedel I.,Por,P,6.0,-2.0,,,,,,,4.0,Empoli,14,2018-19
1,22,Maietta D.,Dif,D,5.5,,,,,,1.0,,5.0,Empoli,14,2018-19
2,26,Silvestre M.,Dif,D,5.5,,,,,,,,5.5,Empoli,14,2018-19
3,23,Pasqual M.,Dif,D,5.0,,,,,,,,5.0,Empoli,14,2018-19
4,5,Veseli F.,Dif,D,6.0,,,,,,,,6.0,Empoli,14,2018-19
5,2,Di Lorenzo G.,Dif,D,6.5,,,,,,,,6.5,Empoli,14,2018-19
6,10,Bennacer I.,Cen,C,6.5,,1.0,,,,,,7.5,Empoli,14,2018-19
7,33,Krunic R.,Cen,C,7.5,1.0,1.0,,,,1.0,,12.0,Empoli,14,2018-19
8,8,Traore H.,Tre,T,7.0,,,,,,,,7.0,Empoli,14,2018-19
9,20,La Gumina A.,Att,A,6.0,,,,,,,,6.0,Empoli,14,2018-19
10,11,Caputo F.,Att,A,6.5,1.0,,,,,,,9.5,Empoli,14,2018-19
11,6,Zajc M.,Tre,T,6.0,,,,,,,,6.0,Empoli,14,2018-19
12,7,Mchedlidze L.,Att,A,6.0,,,,,,1.0,,5.5,Empoli,14,2018-19
0,1,Lafont A.,Por,P,6.0,-3.0,,,,,,,3.0,Fiorentina,14,2018-19
1,3,Biraghi C.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,14,2018-19
2,4,Milenkovic N.,Dif,D,5.5,,,,,,1.0,,5.0,Fiorentina,14,2018-19
3,20,Pezzella G.,Dif,D,5.5,,,,,,1.0,,5.0,Fiorentina,14,2018-19
4,31,Vitor Hugo F.,Dif,D,5.5,,,,,,1.0,,5.0,Fiorentina,14,2018-19
5,24,Benassi M.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,14,2018-19
6,17,Veretout J.,Cen,C,5.5,,,,,,1.0,,5.0,Fiorentina,14,2018-19
7,26,Fernandes E.,Cen,C,5.0,,,,,,1.0,,4.5,Fiorentina,14,2018-19
8,8,Gerson S.,Tre,T,5.5,,,,,,,,5.5,Fiorentina,14,2018-19
9,25,Chiesa F.,Tre,T,6.0,,,,,,,,6.0,Fiorentina,14,2018-19
10,9,Simeone G.,Att,A,4.5,,,,,,,,4.5,Fiorentina,14,2018-19
11,77,Thereau C.,Tre,T,,,,,,,1.0,,,Fiorentina,14,2018-19
12,10,Pjaca M.,Tre,T,6.0,,,,,,,,6.0,Fiorentina,14,2018-19
0,57,Sportiello M.,Por,P,7.0,-1.0,,,,,,,6.0,Frosinone,14,2018-19
1,17,Zampano F.,Dif,D,6.5,,1.0,,,,,,7.5,Frosinone,14,2018-19
2,6,Goldaniga E.,Dif,D,5.0,,,,,,,,5.0,Frosinone,14,2018-19
3,15,Ariaudo L.,Dif,D,6.0,,,,,,,,6.0,Frosinone,14,2018-19
4,25,Capuano M.,Dif,D,6.0,,,,,,,,6.0,Frosinone,14,2018-19
5,8,Maiello R.,Cen,C,6.5,,,,,,,,6.5,Frosinone,14,2018-19
6,24,Cassata F.,Cen,C,6.5,1.0,,,,,1.0,,10.0,Frosinone,14,2018-19
7,33,Beghetto A.,Cen,C,6.5,,,,,,,,6.5,Frosinone,14,2018-19
8,66,Chibsah R.,Cen,C,6.0,,,,,,,,6.0,Frosinone,14,2018-19
9,29,Campbell J.,Tre,T,7.0,,,,,,,,7.0,Frosinone,14,2018-19
10,9,Ciofani D.,Att,A,6.0,,,,,,,,6.0,Frosinone,14,2018-19
11,88,Crisetig L.,Cen,C,6.0,,,,,,,,6.0,Frosinone,14,2018-19
12,28,Ciano C.,Tre,T,,,,,,,,,,Frosinone,14,2018-19
13,89,Pinamonti A.,Att,A,6.0,,,,,,,,6.0,Frosinone,14,2018-19
0,97,Radu I.,Por,P,6.5,-2.0,,,,,,,4.5,Genoa,14,2018-19
1,4,Criscito D.,Dif,D,6.0,,,,,,,,6.0,Genoa,14,2018-19
2,14,Biraschi D.,Dif,D,6.0,,,,,,1.0,,5.5,Genoa,14,2018-19
3,17,Romero C.,Dif,D,6.0,,,,,,,,6.0,Genoa,14,2018-19
4,88,Hiljemark O.,Cen,C,5.5,,,,,,,,5.5,Genoa,14,2018-19
5,30,Sandro R.,Cen,C,4.5,,,,,,,,4.5,Genoa,14,2018-19
6,22,Lazovic D.,Cen,C,5.5,,,,,,,,5.5,Genoa,14,2018-19
7,24,Bessa D.,Cen,C,6.0,,,,,,1.0,,5.5,Genoa,14,2018-19
8,8,Romulo O.,Cen,C,4.0,,,,,,,1.0,3.0,Genoa,14,2018-19
9,11,Kouame C.,Att,A,6.0,1.0,,,,,,,9.0,Genoa,14,2018-19
10,9,Piatek K.,Att,A,6.0,,,,,,,,6.0,Genoa,14,2018-19
11,3,Gunter K.,Dif,D,6.0,,,,,,,,6.0,Genoa,14,2018-19
12,19,Pandev G.,Tre,T,5.5,,,,,,,,5.5,Genoa,14,2018-19
13,10,Lapadula G.,Att,A,,,,,,,,,,Genoa,14,2018-19
0,1,Handanovic S.,Por,P,6.0,-2.0,,,,,,,4.0,Inter,14,2018-19
1,18,Asamoah K.,Dif,D,6.5,,,,,,1.0,,6.0,Inter,14,2018-19
2,6,De Vrij S.,Dif,D,6.0,,,,,,,,6.0,Inter,14,2018-19
3,37,Skriniar M.,Dif,D,7.0,,,,,,,,7.0,Inter,14,2018-19
4,33,Dambrosio D.,Dif,D,6.5,,1.0,,,,,,7.5,Inter,14,2018-19
5,20,Borja Valero I.,Cen,C,5.5,,,,,,,,5.5,Inter,14,2018-19
6,77,Brozovic M.,Cen,C,6.0,,1.0,,,,,,7.0,Inter,14,2018-19
7,11,Keita B.,Tre,T,7.0,1.0,,,,,,,10.5,Inter,14,2018-19
8,44,Perisic I.,Tre,T,5.0,,,,,,,,5.0,Inter,14,2018-19
9,15,Joao Mario -.,Tre,T,6.5,,,,,,,,6.5,Inter,14,2018-19
10,9,Icardi M.,Att,A,6.5,1.0,,,,,,,9.5,Inter,14,2018-19
11,8,Vecino M.,Cen,C,,,,,,,,,,Inter,14,2018-19
12,16,Politano M.,Tre,T,6.0,,,,,,,,6.0,Inter,14,2018-19
13,10,Martinez L.,Att,A,,,,,,,,,,Inter,14,2018-19
0,1,Szczesny W.,Por,P,6.5,,,,,,,,6.5,Juventus,14,2018-19
1,2,De Sciglio M.,Dif,D,6.5,,,,,,,,6.5,Juventus,14,2018-19
2,3,Chiellini G.,Dif,D,7.5,1.0,,,,,,,12.0,Juventus,14,2018-19
3,20,Cancelo J.,Dif,D,6.5,,,,,,,,6.5,Juventus,14,2018-19
4,19,Bonucci L.,Dif,D,6.0,,,,,,,,6.0,Juventus,14,2018-19
5,30,Bentancur R.,Cen,C,7.0,1.0,,,,,1.0,,10.5,Juventus,14,2018-19
6,14,Matuidi B.,Cen,C,6.0,,,,,,,,6.0,Juventus,14,2018-19
7,16,Cuadrado J.,Tre,T,6.0,,1.0,,,,,,7.0,Juventus,14,2018-19
8,10,Dybala P.,Tre,T,7.0,,,,,,,,7.0,Juventus,14,2018-19
9,7,Ronaldo C.,Att,A,7.0,1.0,,1.0,,,1.0,,9.5,Juventus,14,2018-19
10,17,Mandzukic M.,Att,A,6.0,,,,,,1.0,,5.5,Juventus,14,2018-19
11,11,Douglas Costa d.,Tre,T,,,,,,,,,,Juventus,14,2018-19
12,33,Bernardeschi F.,Tre,T,,,,,,,,,,Juventus,14,2018-19
13,18,Kean M.,Att,A,,,,,,,,,,Juventus,14,2018-19
0,1,Strakosha T.,Por,P,6.0,-1.0,,,,,,,5.0,Lazio,14,2018-19
1,13,Wallace O.,Dif,D,5.5,,,,,,,,5.5,Lazio,14,2018-19
2,33,Acerbi F.,Dif,D,6.0,,,,,,,,6.0,Lazio,14,2018-19
3,26,Radu S.,Dif,D,5.5,,,,,,1.0,,5.0,Lazio,14,2018-19
4,77,Marusic A.,Dif,D,5.0,,,,,,,,5.0,Lazio,14,2018-19
5,25,Badelj M.,Cen,C,6.0,,,,,,,,6.0,Lazio,14,2018-19
6,19,Lulic S.,Cen,C,5.5,,,,,,,,5.5,Lazio,14,2018-19
7,16,Parolo M.,Cen,C,6.5,,,,,,,,6.5,Lazio,14,2018-19
8,21,Milinkovic S.,Cen,C,5.5,,,,,,,,5.5,Lazio,14,2018-19
9,11,Correa C.,Tre,T,6.5,,1.0,,,,1.0,,7.0,Lazio,14,2018-19
10,17,Immobile C.,Att,A,7.0,1.0,,,,,,,10.0,Lazio,14,2018-19
11,4,Patric P.,Dif,D,6.0,,,,,,,,6.0,Lazio,14,2018-19
12,7,Berisha V.,Cen,C,,,,,,,,,,Lazio,14,2018-19
13,20,Caicedo F.,Att,A,6.0,,,,,,,,6.0,Lazio,14,2018-19
0,99,Donnarumma G.,Por,P,6.0,-1.0,,,,,,,5.0,Milan,14,2018-19
1,20,Abate I.,Dif,D,6.5,,,,,,,,6.5,Milan,14,2018-19
2,17,Zapata C.,Dif,D,6.5,,,,,,,,6.5,Milan,14,2018-19
