,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.0,-2.0,,,,,,,4.0,Atalanta,32,2015-16
1,24,Conti A.,Dif,D,5.0,,,,,,,,5.0,Atalanta,32,2015-16
2,93,Drame B.,Dif,D,5.5,,,,,,,,5.5,Atalanta,32,2015-16
3,5,Masiello A.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,32,2015-16
4,29,Paletta G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,32,2015-16
5,2,Stendardo G.,Dif,D,5.0,,,,,,1.0,,4.5,Atalanta,32,2015-16
6,21,Cigarini L.,Cen,C,6.5,1.0,,,,,1.0,,9.0,Atalanta,32,2015-16
7,27,Kurtic J.,Cen,C,5.5,,,,,,,,5.5,Atalanta,32,2015-16
8,15,De Roon M.,Cen,C,6.0,,,,,,,1.0,5.0,Atalanta,32,2015-16
9,10,Gomez A.,Tre,T,6.5,,,,,,,,6.5,Atalanta,32,2015-16
10,51,Pinilla M.,Att,A,5.0,,,,,,,,5.0,Atalanta,32,2015-16
11,7,Dalessandro M.,Tre,T,5.5,,,,,,,,5.5,Atalanta,32,2015-16
12,13,Gakpe S.,Tre,T,5.5,,,,,,,,5.5,Atalanta,32,2015-16
13,22,Borriello M.,Att,A,5.5,,,,,,,,5.5,Atalanta,32,2015-16
0,83,Mirante A.,Por,P,7.0,-1.0,,,,,,,6.0,Bologna,32,2015-16
1,25,Masina A.,Dif,D,5.0,,,,,,,,5.0,Bologna,32,2015-16
2,15,Mbaye I.,Dif,D,6.5,,,,,,1.0,,6.0,Bologna,32,2015-16
3,20,Maietta D.,Dif,D,6.5,,,,,,,,6.5,Bologna,32,2015-16
4,13,Rossettini L.,Dif,D,6.0,1.0,,,,,,,9.0,Bologna,32,2015-16
5,11,Zuniga J.,Dif,D,6.0,,1.0,,,,,,7.0,Bologna,32,2015-16
6,30,Donsah G.,Cen,C,6.5,,,,,,,,6.5,Bologna,32,2015-16
7,22,Rizzo L.,Cen,C,6.5,,,,,,,,6.5,Bologna,32,2015-16
8,21,Diawara A.,Cen,C,6.5,,,,,,,,6.5,Bologna,32,2015-16
9,33,Brighi M.,Cen,C,5.5,,,,,,,,5.5,Bologna,32,2015-16
10,99,Floccari S.,Att,A,5.5,,,,,,,,5.5,Bologna,32,2015-16
11,2,Oikonomou M.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,32,2015-16
12,4,Krafth E.,Dif,D,,,,,,,,,,Bologna,32,2015-16
13,5,Pulgar E.,Cen,C,5.5,,,,,,,,5.5,Bologna,32,2015-16
0,27,Belec V.,Por,P,7.0,-1.0,,,,,,,6.0,Carpi,32,2015-16
1,21,Romagnoli S.,Dif,D,5.5,,,,,,,,5.5,Carpi,32,2015-16
2,6,Gagliolo R.,Dif,D,6.5,,,,,,,,6.5,Carpi,32,2015-16
3,23,Suagher E.,Dif,D,6.0,,,,,,1.0,,5.5,Carpi,32,2015-16
4,5,Zaccardo C.,Dif,D,7.0,,,,,,,,7.0,Carpi,32,2015-16
5,19,Pasciuti L.,Cen,C,5.0,,,,,,1.0,,4.5,Carpi,32,2015-16
6,4,Cofie I.,Cen,C,5.5,,,,,,,,5.5,Carpi,32,2015-16
7,8,Bianco R.,Cen,C,5.0,,,,,,,,5.0,Carpi,32,2015-16
8,20,Lollo L.,Cen,C,5.0,,,,,,1.0,,4.5,Carpi,32,2015-16
9,11,Di Gaudio A.,Tre,T,5.0,,,,,,,,5.0,Carpi,32,2015-16
10,99,Mbakogu J.,Att,A,6.0,,,,,,,,6.0,Carpi,32,2015-16
11,3,Letizia G.,Dif,D,,,,,,,,,,Carpi,32,2015-16
