,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,95,Gollini P.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,38,2018-19
1,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,38,2018-19
2,21,Castagne T.,Dif,D,6.0,,,,,,,,6.0,Atalanta,38,2018-19
3,8,Gosens R.,Dif,D,5.5,,,,,,,,5.5,Atalanta,38,2018-19
4,19,Djimsiti B.,Dif,D,5.5,,,,,,,,5.5,Atalanta,38,2018-19
5,6,Palomino J.,Dif,D,6.0,,,,,,,,6.0,Atalanta,38,2018-19
6,15,De Roon M.,Cen,C,6.5,,,,,,1.0,,6.0,Atalanta,38,2018-19
7,11,Freuler R.,Cen,C,5.5,,,,,,,,5.5,Atalanta,38,2018-19
8,10,Gomez A.,Tre,T,8.0,1.0,1.0,,,,,,12.5,Atalanta,38,2018-19
9,72,Ilicic J.,Tre,T,6.5,,,,,,1.0,,6.0,Atalanta,38,2018-19
10,91,Zapata D.,Att,A,6.0,1.0,,,,,,,9.0,Atalanta,38,2018-19
11,31,Rossi F.,Por,P,,,,,,,,,,Atalanta,38,2018-19
12,23,Mancini G.,Dif,D,,,,,,,,,,Atalanta,38,2018-19
13,88,Pasalic M.,Cen,C,7.0,1.0,,,,,,,11.0,Atalanta,38,2018-19
0,28,Skorupski L.,Por,P,6.0,-2.0,,,,,,,4.0,Bologna,38,2018-19
1,35,Dijks M.,Dif,D,6.5,,,,,,,,6.5,Bologna,38,2018-19
2,23,Danilo L.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2018-19
3,15,Mbaye I.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2018-19
4,4,Lyanco S.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2018-19
5,5,Pulgar E.,Cen,C,6.0,,,,,,,,6.0,Bologna,38,2018-19
6,31,Dzemaili B.,Cen,C,6.5,1.0,,,,,,,10.5,Bologna,38,2018-19
7,21,Soriano R.,Cen,C,6.0,,,,,,,,6.0,Bologna,38,2018-19
8,24,Palacio R.,Tre,T,7.0,,1.0,,,,,,8.0,Bologna,38,2018-19
9,7,Orsolini R.,Tre,T,6.0,,,,,,,,6.0,Bologna,38,2018-19
10,9,Santander F.,Att,A,7.0,2.0,,,,,,,13.0,Bologna,38,2018-19
11,32,Svanberg M.,Cen,C,6.0,,1.0,,,,,,7.0,Bologna,38,2018-19
12,11,Krejci L.,Tre,T,,,,,,,,,,Bologna,38,2018-19
13,22,Destro M.,Att,A,,,,,,,,,,Bologna,38,2018-19
0,28,Cragno A.,Por,P,6.0,-2.0,,,,,,,4.0,Cagliari,38,2018-19
1,22,Lykogiannis C.,Dif,D,5.5,,,,,,,,5.5,Cagliari,38,2018-19
2,15,Klavan R.,Dif,D,5.5,,,,,,1.0,,5.0,Cagliari,38,2018-19
3,33,Srna D.,Dif,D,5.5,,,,,,1.0,,5.0,Cagliari,38,2018-19
4,19,Pisacane F.,Dif,D,6.5,,1.0,,,,,,7.5,Cagliari,38,2018-19
5,29,Castro L.,Cen,C,6.0,,,,,,,,6.0,Cagliari,38,2018-19
6,6,Bradaric F.,Cen,C,6.0,,,,,,,,6.0,Cagliari,38,2018-19
7,18,Barella N.,Cen,C,6.0,,,,,,,,6.0,Cagliari,38,2018-19
8,21,Ionita A.,Cen,C,5.5,,,,,,,,5.5,Cagliari,38,2018-19
9,10,Joao Pedro G.,Tre,T,5.0,,,,,,,,5.0,Cagliari,38,2018-19
10,30,Pavoletti L.,Att,A,6.5,1.0,,,,,,,9.5,Cagliari,38,2018-19
11,20,Padoin S.,Cen,C,6.0,,,,,,,,6.0,Cagliari,38,2018-19
12,14,Birsa V.,Tre,T,6.0,,,,,,,,6.0,Cagliari,38,2018-19
13,9,Cerri A.,Att,A,,,,,,,,,,Cagliari,38,2018-19
0,1,Semper A.,Por,P,6.5,,,,,,,,6.5,Chievo,38,2018-19
1,12,Cesar B.,Dif,D,6.5,,,,,,,,6.5,Chievo,38,2018-19
2,33,Andreolli M.,Dif,D,6.0,,,,,,,,6.0,Chievo,38,2018-19
3,44,Jaroszynski P.,Dif,D,6.0,,,,,,,,6.0,Chievo,38,2018-19
4,6,Frey N.,Dif,D,6.5,,,,,,,,6.5,Chievo,38,2018-19
5,27,Depaoli F.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,38,2018-19
6,4,Rigoni N.,Cen,C,6.5,,,,,,1.0,,6.0,Chievo,38,2018-19
7,8,Diousse A.,Cen,C,6.0,,,,,,,,6.0,Chievo,38,2018-19
8,55,Vignato E.,Tre,T,6.5,,,,,,,,6.5,Chievo,38,2018-19
9,31,Pellissier S.,Att,A,6.0,,,,,,,,6.0,Chievo,38,2018-19
10,10,Pucciarelli M.,Att,A,5.0,,,,,,,,5.0,Chievo,38,2018-19
11,21,Burruchaga M.,Cen,C,6.0,,,,,,,,6.0,Chievo,38,2018-19
12,19,Juwara M.,Tre,T,6.0,,,,,,,,6.0,Chievo,38,2018-19
13,7,Piazon L.,Tre,T,5.0,,,,,,,,5.0,Chievo,38,2018-19
0,69,Dragowski B.,Por,P,8.5,-2.0,,1.0,,,,,9.5,Empoli,38,2018-19
1,22,Maietta D.,Dif,D,5.0,,,,,,,,5.0,Empoli,38,2018-19
2,26,Silvestre M.,Dif,D,6.5,,,,,,,,6.5,Empoli,38,2018-19
3,6,Pajac M.,Dif,D,5.5,,,,,,1.0,,5.0,Empoli,38,2018-19
4,39,Dellorco C.,Dif,D,6.0,,,,,,,,6.0,Empoli,38,2018-19
5,2,Di Lorenzo G.,Dif,D,6.5,,,,,,,,6.5,Empoli,38,2018-19
6,10,Bennacer I.,Cen,C,6.0,,,,,,,,6.0,Empoli,38,2018-19
7,18,Acquah A.,Cen,C,5.5,,,,,,,,5.5,Empoli,38,2018-19
8,8,Traore H.,Tre,T,6.5,1.0,,,,,,,10.0,Empoli,38,2018-19
9,11,Caputo F.,Att,A,5.5,,,,,,1.0,,5.0,Empoli,38,2018-19
10,17,Farias D.,Att,A,6.0,,,,,,,,6.0,Empoli,38,2018-19
11,4,Brighi M.,Cen,C,6.0,,,,,,,,6.0,Empoli,38,2018-19
12,48,Ucan S.,Tre,T,6.5,,1.0,,,,,,7.5,Empoli,38,2018-19
0,1,Lafont A.,Por,P,6.0,,,,,,,,6.0,Fiorentina,38,2018-19
1,20,Pezzella G.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,38,2018-19
2,3,Biraghi C.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,38,2018-19
3,31,Vitor Hugo F.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,38,2018-19
4,4,Milenkovic N.,Dif,D,6.5,,,,,,,,6.5,Fiorentina,38,2018-19
5,24,Benassi M.,Cen,C,5.0,,,,,,,,5.0,Fiorentina,38,2018-19
6,26,Fernandes E.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,38,2018-19
7,17,Veretout J.,Cen,C,5.5,,,,,,,,5.5,Fiorentina,38,2018-19
8,25,Chiesa F.,Tre,T,5.5,,,,,,,,5.5,Fiorentina,38,2018-19
9,8,Gerson S.,Tre,T,5.0,,,,,,1.0,,4.5,Fiorentina,38,2018-19
10,29,Muriel L.,Att,A,5.5,,,,,,,,5.5,Fiorentina,38,2018-19
11,14,Dabo B.,Cen,C,,,,,,,,,,Fiorentina,38,2018-19
0,22,Bardi F.,Por,P,6.0,,,,,,,,6.0,Frosinone,38,2018-19
1,23,Brighenti N.,Dif,D,6.0,,,,,,,,6.0,Frosinone,38,2018-19
2,25,Capuano M.,Dif,D,6.0,,,,,,,,6.0,Frosinone,38,2018-19
3,15,Ariaudo L.,Dif,D,6.5,,,,,,,,6.5,Frosinone,38,2018-19
4,17,Zampano F.,Dif,D,6.0,,,,,,,,6.0,Frosinone,38,2018-19
5,16,Valzania L.,Cen,C,5.0,,,,,,1.0,,4.5,Frosinone,38,2018-19
6,33,Beghetto A.,Cen,C,6.5,,,,,,,,6.5,Frosinone,38,2018-19
7,21,Sammarco P.,Cen,C,7.0,,,,,,,,7.0,Frosinone,38,2018-19
8,28,Ciano C.,Tre,T,6.5,,,,,,1.0,,6.0,Frosinone,38,2018-19
9,7,Paganini L.,Tre,T,6.5,,,,,,,,6.5,Frosinone,38,2018-19
10,18,Dionisi F.,Att,A,6.0,,,,,,,,6.0,Frosinone,38,2018-19
11,8,Maiello R.,Cen,C,6.0,,,,,,,,6.0,Frosinone,38,2018-19
12,20,Trotta M.,Att,A,,,,,,,,,,Frosinone,38,2018-19
13,9,Ciofani D.,Att,A,6.0,,,,,,,,6.0,Frosinone,38,2018-19
0,97,Radu I.,Por,P,6.5,,,,,,,,6.5,Genoa,38,2018-19
1,4,Criscito D.,Dif,D,6.0,,,,,,,,6.0,Genoa,38,2018-19
2,14,Biraschi D.,Dif,D,6.0,,,,,,,,6.0,Genoa,38,2018-19
3,32,Pereira P.,Dif,D,5.5,,,,,,,,5.5,Genoa,38,2018-19
4,17,Romero C.,Dif,D,6.0,,,,,,,,6.0,Genoa,38,2018-19
5,87,Zukanovic E.,Dif,D,6.0,,,,,,,,6.0,Genoa,38,2018-19
6,21,Radovanovic I.,Cen,C,5.5,,,,,,1.0,,5.0,Genoa,38,2018-19
7,24,Bessa D.,Cen,C,5.5,,,,,,1.0,,5.0,Genoa,38,2018-19
8,44,Veloso M.,Cen,C,6.0,,,,,,,,6.0,Genoa,38,2018-19
9,19,Pandev G.,Tre,T,5.0,,,,,,,,5.0,Genoa,38,2018-19
10,11,Kouame C.,Att,A,5.0,,,,,,,,5.0,Genoa,38,2018-19
11,3,Gunter K.,Dif,D,,,,,,,,,,Genoa,38,2018-19
12,18,Rolon E.,Cen,C,,,,,,,,,,Genoa,38,2018-19
13,9,Sanabria A.,Att,A,,,,,,,,,,Genoa,38,2018-19
0,1,Handanovic S.,Por,P,9.0,-1.0,,,,,,,8.0,Inter,38,2018-19
1,33,Dambrosio D.,Dif,D,7.0,,,,,,1.0,,6.5,Inter,38,2018-19
2,18,Asamoah K.,Dif,D,5.5,,,,,,,,5.5,Inter,38,2018-19
3,6,De Vrij S.,Dif,D,6.0,,,,,,,,6.0,Inter,38,2018-19
4,37,Skriniar M.,Dif,D,6.0,,,,,,,,6.0,Inter,38,2018-19
5,77,Brozovic M.,Cen,C,6.5,,,,,,,,6.5,Inter,38,2018-19
6,8,Vecino M.,Cen,C,6.5,,,,,,,,6.5,Inter,38,2018-19
7,14,Nainggolan R.,Tre,T,7.0,1.0,,,,,,,10.5,Inter,38,2018-19
8,16,Politano M.,Tre,T,6.0,,,,,,,,6.0,Inter,38,2018-19
9,44,Perisic I.,Tre,T,6.5,,,,,,1.0,,6.0,Inter,38,2018-19
10,9,Icardi M.,Att,A,4.0,,,,1.0,,,,1.0,Inter,38,2018-19
11,29,Dalbert H.,Dif,D,5.0,,,,,,,,5.0,Inter,38,2018-19
12,11,Keita B.,Tre,T,7.0,1.0,,,,,,1.0,9.5,Inter,38,2018-19
13,10,Martinez L.,Att,A,6.0,,,,,,,,6.0,Inter,38,2018-19
0,21,Pinsoglio C.,Por,P,5.5,-2.0,,,,,,,3.5,Juventus,38,2018-19
1,24,Rugani D.,Dif,D,5.5,,,,,,1.0,,5.0,Juventus,38,2018-19
2,4,Caceres M.,Dif,D,6.0,,,,,,,,6.0,Juventus,38,2018-19
3,3,Chiellini G.,Dif,D,6.0,,,,,,,,6.0,Juventus,38,2018-19
