,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
3111,34,mancini g,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9381,34,dzeko e,roma,A,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
1074,34,bastos,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10707,34,siligardi l,parma,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3124,34,manolas k,napoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2194,34,falbo l,lazio,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11184,34,gasperini,atalanta,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8393,34,traore j,sassuolo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8234,34,sturaro s,genoa,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3158,34,marlon,sassuolo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
2624,34,ibanez r,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11043,34,d aversa,parma,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2177,34,ekong t,udinese,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8027,34,schone l,genoa,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2451,34,gosens r,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8259,34,svanberg m,bologna,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5562,34,cristante b,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5829,34,dominguez n,bologna,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11488,34,mihajlovic,bologna,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
3058,34,magnani g,sassuolo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5746,34,dessena d,brescia,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10408,34,pinamonti a,genoa,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5630,34,dalessandro m,spal,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
