,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
2894,30,manolas k,roma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6669,30,leiva l,lazio,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
4644,30,barella n,cagliari,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2920,30,mario rui,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10367,30,suso j,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
1912,30,de silvestri l,torino,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
855,30,adnan a,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7392,30,praet d,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10193,30,sau m,cagliari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6677,30,linetty k,sampdoria,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5922,30,freuler r,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10269,30,simeone g,fiorentina,A,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
9029,30,floccari s,spal,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
896,30,albiol r,napoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
8421,30,berardi d,sassuolo,A,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
1953,30,de vrij s,lazio,D,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
3409,30,peluso f,sassuolo,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
9092,30,gomez a,atalanta,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
869,30,ajeti a,crotone,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10247,30,silva a,milan,A,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7998,30,valero b,inter,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
1964,30,depaoli f,chievo,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
4696,30,baselli d,torino,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6704,30,ljajic a,torino,C,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
4044,30,spolli n,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5943,30,gagliardini r,inter,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
