,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
10794,8,stepinski m,verona,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11611,8,ranieri,sampdoria,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2609,8,iacoponi s,parma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11566,8,pioli,milan,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9562,8,gervinho,parma,A,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
10096,8,muriel l,atalanta,A,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
2667,8,izzo a,torino,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
10545,8,ronaldo c,juventus,A,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2019-20
10087,8,moncini g,spal,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2636,8,igor j,spal,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11506,8,mihajlovic,bologna,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9621,8,higuain g,juventus,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11025,8,corini,brescia,0,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9665,8,immobile c,lazio,A,15.5,9.0,6.0,-0.5,0.0,0.0,0.0,1.0,2019-20
2538,8,hernandez t,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9511,8,gabbiadini m,sampdoria,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
11537,8,montella,fiorentina,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10578,8,salcedo e,verona,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10818,8,suso j,milan,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10975,8,andreazzoli,genoa,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
2942,8,lucioni f,lecce,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
10181,8,okaka s,udinese,A,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
11703,8,tudor,udinese,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
