,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Radunovic B.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,38,2015-16
1,28,Brivio D.,Dif,D,5.5,,,,,,1.0,,5.0,Atalanta,38,2015-16
2,24,Conti A.,Dif,D,5.5,,,,,,,,5.5,Atalanta,38,2015-16
3,5,Masiello A.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,38,2015-16
4,55,Djimsiti B.,Dif,D,5.0,,,,,,,,5.0,Atalanta,38,2015-16
5,11,Freuler R.,Cen,C,6.0,,,,,,,,6.0,Atalanta,38,2015-16
6,15,De Roon M.,Cen,C,6.5,,,,,,,,6.5,Atalanta,38,2015-16
7,4,Gagliardini R.,Cen,C,6.5,,,,,,,,6.5,Atalanta,38,2015-16
8,7,Dalessandro M.,Tre,T,6.5,1.0,,,,,1.0,,9.0,Atalanta,38,2015-16
9,10,Gomez A.,Tre,T,7.0,,2.0,,,,,,9.0,Atalanta,38,2015-16
10,22,Borriello M.,Att,A,6.0,,,,,,,,6.0,Atalanta,38,2015-16
11,21,Cigarini L.,Cen,C,,,,,,,,,,Atalanta,38,2015-16
12,27,Kurtic J.,Cen,C,6.5,1.0,,,,,,,9.5,Atalanta,38,2015-16
13,45,Monachello G.,Att,A,6.0,,,,,,,,6.0,Atalanta,38,2015-16
0,83,Mirante A.,Por,P,6.0,,,,,,,,6.0,Bologna,38,2015-16
1,24,Ferrari A.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2015-16
2,25,Masina A.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2015-16
3,13,Rossettini L.,Dif,D,6.5,,,,,,,,6.5,Bologna,38,2015-16
4,4,Krafth E.,Dif,D,6.0,,,,,,,,6.0,Bologna,38,2015-16
5,6,Crisetig L.,Cen,C,5.5,,,,,,,,5.5,Bologna,38,2015-16
6,33,Brighi M.,Cen,C,6.5,,,,,,,,6.5,Bologna,38,2015-16
