code,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
6727,1,rizzo l,bologna,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5466,1,isla m,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
120,1,consigli a,sassuolo,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2016-17
6153,1,milinkovic s,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2469,1,izzo a,genoa,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6752,1,rohden m,crotone,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2279,1,gobbi m,chievo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6116,1,memushaj l,pescara,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1895,1,de silvestri l,torino,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6786,1,salzano a,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2192,1,gastaldello d,bologna,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
45,1,bizzarri a,pescara,P,4.0,6.5,-2.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6416,1,parolo m,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2561,1,laurini v,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5724,1,kucka j,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5689,1,krunic r,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
64,1,buffon g,juventus,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
5662,1,kondogbia g,inter,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6483,1,perotti d,roma,C,11.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6362,1,padoin s,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2547,1,krafth e,bologna,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6335,1,ocampos l,genoa,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5619,1,khedira s,juventus,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
9559,1,tello c,fiorentina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3802,1,vermaelen t,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6309,1,obi j,torino,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
