,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.5,-2.0,,,,,,,4.5,Atalanta,17,2014-15
1,2,Stendardo G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,17,2014-15
2,6,Bellini G.,Dif,D,6.0,,,,,,,,6.0,Atalanta,17,2014-15
3,29,Benalouane Y.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,17,2014-15
4,93,Drame' B.,Dif,D,5.5,,,,,,1.0,,5.0,Atalanta,17,2014-15
5,22,Zappacosta D.,Dif,D,6.5,1.0,,,,,,,9.5,Atalanta,17,2014-15
6,17,Carmona C.,Cen,C,6.0,,,,,,,,6.0,Atalanta,17,2014-15
7,7,D'alessandro M.,Cen,C,5.0,,,,,,1.0,,4.5,Atalanta,17,2014-15
8,11,Moralez M.,Cen,C,6.5,1.0,,,,,,,9.5,Atalanta,17,2014-15
9,16,Baselli D.,Cen,C,7.0,,2.0,,,,1.0,,8.5,Atalanta,17,2014-15
10,19,Denis G.,Att,A,5.5,,,,,,,,5.5,Atalanta,17,2014-15
11,25,Spinazzola L.,Cen,C,6.0,,,,,,,,6.0,Atalanta,17,2014-15
12,8,Migliaccio G.,Cen,C,,,,,,,,,,Atalanta,17,2014-15
13,9,Bianchi R.,Att,A,,,,,,,,,,Atalanta,17,2014-15
0,1,Colombi S.,Por,P,4.5,-5.0,,,,,1.0,,-1.0,Cagliari,17,2014-15
1,32,Ceppitelli L.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2014-15
2,8,Avelar D.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2014-15
3,15,Rossettini L.,Dif,D,4.5,,,,,,,,4.5,Cagliari,17,2014-15
4,14,Pisano F.,Dif,D,5.0,,,,,,,,5.0,Cagliari,17,2014-15
5,5,Conti D.,Cen,C,4.0,,,,,,,1.0,3.0,Cagliari,17,2014-15
6,20,Ekdal A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,17,2014-15
7,4,Crisetig L.,Cen,C,5.0,,,,,,1.0,,4.5,Cagliari,17,2014-15
8,7,Cossu A.,Cen,C,5.0,,,,,,,,5.0,Cagliari,17,2014-15
9,17,Farias D.,Att,A,5.0,,,,,,1.0,,4.5,Cagliari,17,2014-15
10,9,Longo S.,Att,A,5.5,,,,,,,,5.5,Cagliari,17,2014-15
11,30,Donsah G.,Cen,C,,,,,,,,,,Cagliari,17,2014-15
12,16,Dessena D.,Cen,C,5.0,,,,,,,,5.0,Cagliari,17,2014-15
13,10,Joao Pedro G.,Cen,C,5.0,,,,,,,,5.0,Cagliari,17,2014-15
0,1,Leali N.,Por,P,5.0,-4.0,,,,,,,1.0,Cesena,17,2014-15
1,3,Mazzotta A.,Dif,D,5.0,,,,,,,,5.0,Cesena,17,2014-15
2,17,Magnusson H.,Dif,D,5.5,,,,,,,,5.5,Cesena,17,2014-15
3,6,Lucchini S.,Dif,D,5.5,,,,,,,,5.5,Cesena,17,2014-15
4,25,Capelli D.,Dif,D,5.0,,,,,,1.0,,4.5,Cesena,17,2014-15
5,34,Cascione E.,Cen,C,5.0,,,,,,,,5.0,Cesena,17,2014-15
6,77,Ze' Eduardo,Cen,C,5.0,,1.0,,,,1.0,,5.5,Cesena,17,2014-15
7,5,Giorgi L.,Cen,C,6.0,,,,,,,,6.0,Cesena,17,2014-15
8,4,Valzania L.,Cen,C,6.0,,,,,,,,6.0,Cesena,17,2014-15
9,11,Brienza F.,Cen,C,6.5,1.0,,,,,,,9.5,Cesena,17,2014-15
10,27,Hugo Almeida,Att,A,5.0,,,,,,,,5.0,Cesena,17,2014-15
11,14,Volta M.,Dif,D,,,,,,,,,,Cesena,17,2014-15
12,7,Carbonero C.,Cen,C,5.0,,,,,,,,5.0,Cesena,17,2014-15
13,9,Rodriguez A.,Att,A,5.0,,,,,,,,5.0,Cesena,17,2014-15
0,1,Bizzarri A.,Por,P,6.0,,,,,,,,6.0,Chievo,17,2014-15
1,87,Zukanovic E.,Dif,D,6.5,,,,,,,,6.5,Chievo,17,2014-15
2,12,Cesar B.,Dif,D,6.0,,,,,,,,6.0,Chievo,17,2014-15
3,3,Dainelli D.,Dif,D,6.5,,,,,,,,6.5,Chievo,17,2014-15
4,21,Frey N.,Dif,D,6.0,,,,,,,,6.0,Chievo,17,2014-15
5,56,Hetemaj P.,Cen,C,6.5,,,,,,1.0,,6.0,Chievo,17,2014-15
6,24,Schelotto E.,Cen,C,6.0,,,,,,,,6.0,Chievo,17,2014-15
7,23,Birsa V.,Cen,C,5.5,,,,,,,,5.5,Chievo,17,2014-15
8,13,Izco M.,Cen,C,6.0,,,,,,,,6.0,Chievo,17,2014-15
9,69,Meggiorini R.,Att,A,5.5,,,,,,1.0,,5.0,Chievo,17,2014-15
10,43,Paloschi A.,Att,A,6.0,,,,,,,,6.0,Chievo,17,2014-15
11,7,Lazarevic D.,Cen,C,6.5,,,,,,,,6.5,Chievo,17,2014-15
12,14,Cofie I.,Cen,C,,,,,,,,,,Chievo,17,2014-15
13,10,Maxi Lopez,Att,A,5.5,,,,,,,,5.5,Chievo,17,2014-15
0,33,Sepe L.,Por,P,6.0,,,,,,,,6.0,Empoli,17,2014-15
1,23,Hysaj E.,Dif,D,6.0,,,,,,,,6.0,Empoli,17,2014-15
2,26,Tonelli L.,Dif,D,5.5,,,,,,,1.0,4.5,Empoli,17,2014-15
3,24,Rugani D.,Dif,D,6.5,,,,,,,,6.5,Empoli,17,2014-15
4,21,Mario Rui,Dif,D,5.5,,,,,,,,5.5,Empoli,17,2014-15
5,18,Verdi S.,Cen,C,7.0,,,,,,,,7.0,Empoli,17,2014-15
6,6,Valdifiori M.,Cen,C,6.5,,,,,,,,6.5,Empoli,17,2014-15
7,11,Croce D.,Cen,C,6.5,,,,,,,,6.5,Empoli,17,2014-15
8,88,Vecino M.,Cen,C,6.0,,,,,,,,6.0,Empoli,17,2014-15
9,10,Tavano F.,Att,A,5.0,,,,,,,,5.0,Empoli,17,2014-15
10,7,Maccarone M.,Att,A,6.0,,,,,,,,6.0,Empoli,17,2014-15
11,19,Barba F.,Dif,D,6.0,,,,,,,,6.0,Empoli,17,2014-15
12,20,Pucciarelli M.,Cen,C,6.0,,,,,,,,6.0,Empoli,17,2014-15
13,9,Mchedlidze L.,Att,A,,,,,,,,,,Empoli,17,2014-15
0,12,Tatarusanu C.,Por,P,6.0,-1.0,,,,,,,5.0,Fiorentina,17,2014-15
1,2,Rodriguez G.,Dif,D,4.5,,,,,,,1.0,3.5,Fiorentina,17,2014-15
2,15,Savic S.,Dif,D,5.0,,,,,,,1.0,4.0,Fiorentina,17,2014-15
3,19,Basanta J.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,17,2014-15
4,28,Alonso M.,Dif,D,4.0,,,,,,,,4.0,Fiorentina,17,2014-15
5,7,Pizarro D.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,17,2014-15
6,17,Joaquin,Cen,C,6.0,,,,,,,,6.0,Fiorentina,17,2014-15
7,14,Fernandez M.,Cen,C,6.5,,,,,,,,6.5,Fiorentina,17,2014-15
