,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,3,2016-17
1,5,Masiello A.,Dif,D,7.0,1.0,,,,,,,10.0,Atalanta,3,2016-17
2,3,Toloi R.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,3,2016-17
3,6,Zukanovic E.,Dif,D,6.0,,,,,,,,6.0,Atalanta,3,2016-17
4,25,Konko A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,3,2016-17
5,27,Kurtic J.,Cen,C,6.5,,,,,,,,6.5,Atalanta,3,2016-17
6,11,Freuler R.,Cen,C,6.0,,,,,,,,6.0,Atalanta,3,2016-17
7,19,Kessie F.,Cen,C,7.0,1.0,,1.0,,,,,10.0,Atalanta,3,2016-17
8,7,Dalessandro M.,Tre,T,6.0,,,,,,,,6.0,Atalanta,3,2016-17
9,10,Gomez A.,Tre,T,6.5,,,,,,,,6.5,Atalanta,3,2016-17
10,51,Pinilla M.,Att,A,6.0,,,,,,1.0,,5.5,Atalanta,3,2016-17
11,77,Raimondi C.,Dif,D,6.0,,,,,,,,6.0,Atalanta,3,2016-17
12,88,Grassi A.,Cen,C,6.0,,,,,,,,6.0,Atalanta,3,2016-17
13,43,Paloschi A.,Att,A,6.0,,,,,,,,6.0,Atalanta,3,2016-17
0,1,Da Costa A.,Por,P,6.0,-1.0,,,,,,,5.0,Bologna,3,2016-17
1,28,Gastaldello D.,Dif,D,7.0,,,,,,,,7.0,Bologna,3,2016-17
2,25,Masina A.,Dif,D,5.5,,,,,,,,5.5,Bologna,3,2016-17
3,2,Oikonomou M.,Dif,D,6.0,,,,,,,,6.0,Bologna,3,2016-17
4,4,Krafth E.,Dif,D,6.0,,,,,,,,6.0,Bologna,3,2016-17
5,16,Nagy A.,Cen,C,6.0,,,,,,,,6.0,Bologna,3,2016-17
6,8,Taider S.,Cen,C,6.5,,,,,,,,6.5,Bologna,3,2016-17
7,31,Dzemaili B.,Cen,C,6.5,,,,,,1.0,,6.0,Bologna,3,2016-17
8,11,Krejci L.,Tre,T,7.0,,1.0,,,,,,8.0,Bologna,3,2016-17
9,9,Verdi S.,Tre,T,7.0,1.0,,,,,,,10.0,Bologna,3,2016-17
10,10,Destro M.,Att,A,6.0,,,,,,,,6.0,Bologna,3,2016-17
11,35,Torosidis V.,Dif,D,,,,,,,,,,Bologna,3,2016-17
12,0,Viviani F.,Cen,C,,,,,,,,,,Bologna,3,2016-17
13,14,Di Francesco F.,Tre,T,7.0,1.0,,,,,,,10.0,Bologna,3,2016-17
0,30,Storari M.,Por,P,4.5,-1.0,,,,,,1.0,2.5,Cagliari,3,2016-17
1,3,Isla M.,Dif,D,5.0,,,,,,,,5.0,Cagliari,3,2016-17
2,2,Alves B.,Dif,D,6.5,1.0,,,,,1.0,,9.0,Cagliari,3,2016-17
