,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.5,,,,,,1.0,,6.0,Atalanta,14,2015-16
1,28,Brivio D.,Dif,D,6.5,,,,,,,,6.5,Atalanta,14,2015-16
2,2,Stendardo G.,Dif,D,5.5,,,,,,,1.0,4.5,Atalanta,14,2015-16
3,29,Paletta G.,Dif,D,7.0,,,,,,,,7.0,Atalanta,14,2015-16
4,77,Raimondi C.,Dif,D,6.5,,,,,,,,6.5,Atalanta,14,2015-16
5,21,Cigarini L.,Cen,C,7.0,,,,,,1.0,,6.5,Atalanta,14,2015-16
6,27,Kurtic J.,Cen,C,7.0,,,,,,,,7.0,Atalanta,14,2015-16
7,88,Grassi A.,Cen,C,5.0,,,,,,,1.0,4.0,Atalanta,14,2015-16
8,10,Gomez A.,Tre,T,8.0,1.0,,,,,,,11.0,Atalanta,14,2015-16
9,11,Moralez M.,Tre,T,6.5,,,,,,,,6.5,Atalanta,14,2015-16
10,19,Denis G.,Att,A,7.0,1.0,,1.0,,,,,10.0,Atalanta,14,2015-16
11,33,Cherubin N.,Dif,D,,,,,,,,,,Atalanta,14,2015-16
12,8,Migliaccio G.,Cen,C,6.0,,,,,,,,6.0,Atalanta,14,2015-16
13,15,De Roon M.,Cen,C,,,,,,,,,,Atalanta,14,2015-16
0,83,Mirante A.,Por,P,6.0,-2.0,,,,,,,4.0,Bologna,14,2015-16
1,28,Gastaldello D.,Dif,D,6.0,,,,,,,,6.0,Bologna,14,2015-16
2,20,Maietta D.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,14,2015-16
3,25,Masina A.,Dif,D,5.0,,,,,,,,5.0,Bologna,14,2015-16
4,13,Rossettini L.,Dif,D,6.0,,,,,,,,6.0,Bologna,14,2015-16
5,21,Diawara A.,Cen,C,6.0,,,,,,,,6.0,Bologna,14,2015-16
6,22,Rizzo L.,Cen,C,6.0,,,,,,,,6.0,Bologna,14,2015-16
7,30,Donsah G.,Cen,C,5.5,,,,,,,,5.5,Bologna,14,2015-16
8,33,Brighi M.,Cen,C,5.5,,,,,,,,5.5,Bologna,14,2015-16
9,17,Giaccherini E.,Tre,T,6.0,,,,,,,,6.0,Bologna,14,2015-16
10,11,Mancosu M.,Att,A,4.0,,,,,,,,4.0,Bologna,14,2015-16
11,26,Mounier A.,Tre,T,,,,,,,,,5.5,Bologna,14,2015-16
12,23,Brienza F.,Tre,T,5.5,,,,,,,,5.5,Bologna,14,2015-16
13,18,Acquafresca R.,Att,A,6.0,,,,,,,,6.0,Bologna,14,2015-16
0,27,Belec V.,Por,P,6.5,-1.0,,,,,,,5.5,Carpi,14,2015-16
1,3,Letizia G.,Dif,D,6.0,,,,,,,,6.0,Carpi,14,2015-16
2,21,Romagnoli S.,Dif,D,5.5,,,,,,,,5.5,Carpi,14,2015-16
3,5,Zaccardo C.,Dif,D,6.5,1.0,,,,,,,9.5,Carpi,14,2015-16
4,6,Gagliolo R.,Dif,D,5.5,,,,,,1.0,,5.0,Carpi,14,2015-16
5,29,Martinho R.,Cen,C,6.0,,,,,,,,6.0,Carpi,14,2015-16
6,20,Lollo L.,Cen,C,5.5,,,,,,,,5.5,Carpi,14,2015-16
7,19,Pasciuti L.,Cen,C,6.0,,,,,,,,6.0,Carpi,14,2015-16
8,4,Cofie I.,Cen,C,6.0,,,,,,,,6.0,Carpi,14,2015-16
9,7,Matos,Tre,T,5.5,,,,,,1.0,,5.0,Carpi,14,2015-16
10,99,Mbakogu J.,Att,A,5.5,,,,,,,,5.5,Carpi,14,2015-16
11,11,Di Gaudio A.,Tre,T,6.5,,1.0,,,,,,7.5,Carpi,14,2015-16
12,15,Lasagna K.,Att,A,6.5,,,,,,,,6.5,Carpi,14,2015-16
13,12,Borriello M.,Att,A,7.5,1.0,1.0,,,,1.0,,11.0,Carpi,14,2015-16
0,1,Bizzarri A.,Por,P,6.5,-3.0,,,,,,,3.5,Chievo,14,2015-16
1,12,Cesar B.,Dif,D,5.0,,,,,,1.0,,4.5,Chievo,14,2015-16
2,21,Frey N.,Dif,D,5.0,,,,,1.0,1.0,,2.5,Chievo,14,2015-16
3,5,Gamberini A.,Dif,D,5.5,,,,,,,,5.5,Chievo,14,2015-16
4,18,Gobbi M.,Dif,D,6.0,,,,,,,,6.0,Chievo,14,2015-16
5,19,Castro L.,Cen,C,6.0,,,,,,1.0,,5.5,Chievo,14,2015-16
6,56,Hetemaj P.,Cen,C,6.0,,,,,,,,6.0,Chievo,14,2015-16
7,4,Rigoni N.,Cen,C,6.5,,,,,,1.0,,6.0,Chievo,14,2015-16
8,23,Birsa V.,Tre,T,7.0,,,,,,,,7.0,Chievo,14,2015-16
9,69,Meggiorini R.,Att,A,6.5,,,,,,1.0,,6.0,Chievo,14,2015-16
10,43,Paloschi A.,Att,A,6.5,1.0,,,,,,,9.5,Chievo,14,2015-16
11,7,Pepe S.,Cen,C,5.0,,,,,,,,5.0,Chievo,14,2015-16
12,45,Inglese R.,Att,A,7.0,1.0,,,,,,,10.0,Chievo,14,2015-16
13,31,Pellissier S.,Att,A,5.5,,,,,,,,5.5,Chievo,14,2015-16
