,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,6.5,-2.0,,1.0,,,,,7.5,Atalanta,3,2015-16
1,6,Bellini G.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,3,2015-16
2,33,Cherubin N.,Dif,D,5.5,,,,,,1.0,,5.0,Atalanta,3,2015-16
3,93,Drame B.,Dif,D,6.0,,,,,,,,6.0,Atalanta,3,2015-16
4,29,Paletta G.,Dif,D,6.5,,,,,,1.0,,6.0,Atalanta,3,2015-16
5,17,Carmona C.,Cen,C,5.0,,,,,,,,5.0,Atalanta,3,2015-16
6,27,Kurtic J.,Cen,C,5.5,,,,,,,,5.5,Atalanta,3,2015-16
7,15,De Roon M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,3,2015-16
8,10,Gomez A.,Tre,T,6.5,,1.0,,,,,,7.5,Atalanta,3,2015-16
9,11,Moralez M.,Tre,T,6.5,,,,1.0,,,,3.5,Atalanta,3,2015-16
10,51,Pinilla M.,Att,A,6.5,2.0,,,,,,1.0,11.5,Atalanta,3,2015-16
11,3,Toloi R.,Dif,D,,,,,,,1.0,,,Atalanta,3,2015-16
12,77,Raimondi C.,Dif,D,6.5,,,,,,,,6.5,Atalanta,3,2015-16
13,45,Monachello G.,Att,A,6.0,,,,,,,,6.0,Atalanta,3,2015-16
0,83,Mirante A.,Por,P,6.0,-2.0,,,,,,,4.0,Bologna,3,2015-16
1,20,Maietta D.,Dif,D,5.5,,,,,,1.0,,5.0,Bologna,3,2015-16
2,25,Masina A.,Dif,D,6.5,,,,,,,,6.5,Bologna,3,2015-16
3,13,Rossettini L.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,3,2015-16
4,24,Ferrari A.,Dif,D,6.0,,,,,,,,6.0,Bologna,3,2015-16
5,30,Donsah G.,Cen,C,7.0,,,,,,,,7.0,Bologna,3,2015-16
6,19,Taider S.,Cen,C,6.0,,,,,,1.0,,5.5,Bologna,3,2015-16
7,23,Brienza F.,Tre,T,6.5,,,,,,,,6.5,Bologna,3,2015-16
8,17,Giaccherini E.,Tre,T,6.0,,,,,,,,6.0,Bologna,3,2015-16
9,0,Mounier A.,Tre,T,6.5,,,,,,,,6.5,Bologna,3,2015-16
10,10,Destro M.,Att,A,5.5,,,,,,,,5.5,Bologna,3,2015-16
