,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
8576,36,gilardino alberto,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5280,36,emerson ferreira,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
895,36,balleri david,livorno,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7315,36,tommasi damiano,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2178,36,galante fabio,livorno,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6880,36,pirlo andrea,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9011,36,palladino raffaele,livorno,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7874,36,bjelanovic sasa,ascoli,A,6.0,5.0,0.0,0.0,0.0,0.0,1.0,2005-06
4011,36,zauri luciano,lazio,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
1029,36,bertotto valerio,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3571,36,stendardo guglielmo,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8537,36,floccari sergio,messina,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6212,36,marianini francesco,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3321,36,raggi andrea,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5339,36,figo luis,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4935,36,d'agostino gaetano,messina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
5642,36,gattuso gennaro ivan,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1988,36,dossena andrea,treviso,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3863,36,zaccardo cristian,palermo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2120,36,ferronetti damiano,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2574,36,lopez diego luis,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6523,36,obodo chris,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1135,36,cafu marcos,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6131,36,mancini amantino,roma,C,2.5,6.0,0.0,-0.5,-3.0,0.0,0.0,2005-06
3527,36,siviglia sebastiano,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
