,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss
5129,6,fernandes b,sampdoria,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
3038,6,paletta g,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7322,6,anderson f,lazio,A,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
8096,6,gilardino a,empoli,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6333,6,ocampos l,genoa,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5135,6,florenzi a,roma,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6322,6,obi j,torino,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9081,6,penaranda a,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9630,6,totti f,roma,A,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2016-17
1500,6,castan l,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3220,6,pisacane f,cagliari,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2125,6,fornasier m,pescara,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3434,6,rossettini l,torino,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7284,6,zielinski p,napoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6418,6,parolo m,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
768,6,viviano e,sampdoria,P,2.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
1687,6,cosic u,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5075,6,dzemaili b,bologna,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2091,6,ferrari g,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3576,6,santon d,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
