,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
5110,31,calhanoglu h,milan,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9189,31,iemmello p,benevento,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7829,31,stoian a,crotone,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6632,31,lazzari m,spal,C,7.0,7.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
3607,31,rogerio o,sassuolo,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
7675,31,rohden m,crotone,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4495,31,anderson f,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9245,31,inglese r,chievo,A,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
4938,31,biglia l,milan,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2355,31,gosens r,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6687,31,linetty k,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5405,31,cristante b,atalanta,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
783,31,abate i,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6542,31,kurtic j,spal,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
2523,31,jesus j,roma,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
730,31,szczesny w,juventus,P,4.5,6.5,-2.0,0.0,0.0,0.0,0.0,0.0,2017-18
9170,31,icardi m,inter,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5893,31,fossati m,verona,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
3711,31,romulo,verona,D,8.5,6.5,0.0,0.0,0.0,2.0,0.0,0.0,2017-18
7700,31,sandro,benevento,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5849,31,fares m,verona,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
2418,31,helander f,bologna,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10168,31,ricci f,crotone,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2468,31,hysaj e,napoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6659,31,leiva l,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2306,31,gobbi m,chievo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3765,31,rugani d,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
767,31,viviano e,sampdoria,P,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-18
7720,31,saponara r,fiorentina,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9141,31,higuain g,juventus,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
849,31,adnan a,udinese,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9227,31,immobile c,lazio,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
3668,31,romagnoli a,milan,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2195,31,florenzi a,roma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4538,31,balic a,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10792,31,donadoni,bologna,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
823,31,acerbi f,sassuolo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4725,31,bastien s,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7907,31,torreira l,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7837,31,strootman k,roma,C,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2396,31,hateboer h,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5620,31,del pinto l,benevento,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7777,31,sensi s,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5185,31,cassata f,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10195,31,sau m,cagliari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6557,31,laxalt d,genoa,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3632,31,romagna f,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2185,31,ferrari g,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
224,31,cordaz a,crotone,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2017-18
10927,31,iachini,sassuolo,0,5.5,6.5,0.0,0.0,-1.0,0.0,0.0,0.0,2017-18
7647,31,rog m,napoli,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
455,31,nicolas a,verona,P,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-18
10895,31,giampaolo,sampdoria,0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2952,31,martella b,crotone,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7270,31,perisic i,inter,C,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9466,31,leris m,chievo,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5477,31,dabo b,fiorentina,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3353,31,palomino j,atalanta,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
6910,31,mazzitelli l,sassuolo,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
491,31,perin m,genoa,P,7.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,2017-18
2920,31,mario rui,napoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
9447,31,lasagna k,udinese,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
497,31,puggioni c,benevento,P,1.5,5.5,-4.0,0.0,0.0,0.0,0.0,0.0,2017-18
4894,31,bertolacci a,genoa,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10484,31,tupta l,verona,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
3371,31,patric,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5728,31,dzemaili b,bologna,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
10642,31,ballardini,genoa,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10481,31,tumminello m,crotone,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2889,31,manolas k,roma,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10256,31,silva a,milan,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2884,31,mancini g,atalanta,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9754,31,palacio r,bologna,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7333,31,pjanic m,juventus,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
10311,31,simy,crotone,A,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
537,31,reina p,napoli,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,0.0,2017-18
3317,31,nuytinck b,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2853,31,lykogiannis c,cagliari,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2977,31,marusic a,lazio,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
11264,31,semplici,spal,0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7048,31,murgia a,lazio,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
3136,31,milenkovic n,fiorentina,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5649,31,diawara a,napoli,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
7072,31,nainggolan r,roma,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4703,31,baselli d,torino,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
10869,31,gattuso,milan,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
