,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,57,Sportiello M.,Por,P,5.0,-2.0,,,,,,,3.0,Atalanta,25,2014-15
1,2,Stendardo G.,Dif,D,6.0,1.0,,,,,1.0,,8.5,Atalanta,25,2014-15
2,29,Benalouane Y.,Dif,D,5.5,,,,,,,,5.5,Atalanta,25,2014-15
3,93,Drame B.,Dif,D,5.5,,1.0,,,,,,6.5,Atalanta,25,2014-15
4,82,Emanuelson U.,Dif,D,6.5,,,,,,,,6.5,Atalanta,25,2014-15
5,6,Bellini G.,Dif,D,5.5,,,,,,,,5.5,Atalanta,25,2014-15
6,10,Gomez A.,Cen,C,6.5,,,,,,,,6.5,Atalanta,25,2014-15
7,16,Baselli D.,Cen,C,5.5,,,,,,,,5.5,Atalanta,25,2014-15
8,21,Cigarini L.,Cen,C,6.5,,,,,,,,6.5,Atalanta,25,2014-15
9,17,Carmona C.,Cen,C,5.5,,,,,,,,5.5,Atalanta,25,2014-15
10,51,Pinilla M.,Att,A,6.0,,,,,,,,6.0,Atalanta,25,2014-15
11,7,Dalessandro M.,Cen,C,,,,,,,1.0,,,Atalanta,25,2014-15
12,19,Denis G.,Att,A,5.5,,,,,,,,5.5,Atalanta,25,2014-15
13,99,Boakye R.,Att,A,5.5,,,,,,,,5.5,Atalanta,25,2014-15
0,1,Brkic Z.,Por,P,5.5,-2.0,,,,,,,3.5,Cagliari,25,2014-15
1,15,Rossettini L.,Dif,D,5.5,,,,,,,,5.5,Cagliari,25,2014-15
2,3,Murru N.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,25,2014-15
3,2,Gonzalez A.,Dif,D,5.0,,,,,,,,5.0,Cagliari,25,2014-15
4,0,Diakite M.,Dif,D,5.0,,,,,,,,5.0,Cagliari,25,2014-15
5,0,Mpoku P.,Cen,C,6.5,,,,,,,,6.5,Cagliari,25,2014-15
6,5,Conti D.,Cen,C,6.0,1.0,,,,,1.0,,8.5,Cagliari,25,2014-15
7,30,Donsah G.,Cen,C,,,,,,,,,,Cagliari,25,2014-15
8,16,Dessena D.,Cen,C,5.5,,,,,,,,5.5,Cagliari,25,2014-15
9,20,Ekdal A.,Cen,C,5.5,,,,,,,,5.5,Cagliari,25,2014-15
10,9,Longo S.,Att,A,5.0,,,,,,,,5.0,Cagliari,25,2014-15
11,10,Joao Pedro G.,Cen,C,6.0,,,,,,1.0,,5.5,Cagliari,25,2014-15
12,90,Cop D.,Att,A,6.0,,,,,,,,6.0,Cagliari,25,2014-15
13,17,Farias D.,Att,A,6.0,,,,,,,,6.0,Cagliari,25,2014-15
0,1,Leali N.,Por,P,5.5,,,,,,,,5.5,Cesena,25,2014-15
1,15,Krajnc L.,Dif,D,6.0,,,,,,,,6.0,Cesena,25,2014-15
2,25,Capelli D.,Dif,D,6.0,,,,,,1.0,,5.5,Cesena,25,2014-15
3,24,Perico G.,Dif,D,6.0,,,,,,1.0,,5.5,Cesena,25,2014-15
4,17,Magnusson H.,Dif,D,6.5,,,,,,1.0,,6.0,Cesena,25,2014-15
5,11,Brienza F.,Cen,C,7.5,,1.0,,,,,,8.5,Cesena,25,2014-15
6,0,Mudingayi G.,Cen,C,6.0,,,,,,1.0,,5.5,Cesena,25,2014-15
7,8,De Feudis G.,Cen,C,6.0,,,,,,,,6.0,Cesena,25,2014-15
8,7,Carbonero C.,Cen,C,5.0,,,,,,,,5.0,Cesena,25,2014-15
9,92,Defrel G.,Att,A,6.5,,,,,,,,6.5,Cesena,25,2014-15
10,18,Djuric M.,Att,A,6.5,,,,,,,,6.5,Cesena,25,2014-15
11,2,Nica C.,Dif,D,,,,,,,,,,Cesena,25,2014-15
12,34,Cascione E.,Cen,C,6.0,,,,,,,,6.0,Cesena,25,2014-15
13,9,Rodriguez A.,Att,A,7.0,1.0,,,,,,,10.0,Cesena,25,2014-15
0,1,Bizzarri A.,Por,P,6.0,,,,,,,,6.0,Chievo,25,2014-15
1,12,Cesar B.,Dif,D,6.0,,,,,,,,6.0,Chievo,25,2014-15
2,3,Dainelli D.,Dif,D,6.5,,,,,,,,6.5,Chievo,25,2014-15
3,87,Zukanovic E.,Dif,D,5.5,,,,,,,,5.5,Chievo,25,2014-15
4,56,Hetemaj P.,Cen,C,7.0,,,,,,,,7.0,Chievo,25,2014-15
5,24,Schelotto E.,Cen,C,6.0,,,,,,,,6.0,Chievo,25,2014-15
6,23,Birsa V.,Cen,C,6.5,,,,,,,,6.5,Chievo,25,2014-15
7,13,Izco M.,Cen,C,6.0,,,,,,,,6.0,Chievo,25,2014-15
8,38,Mattiello F.,Cen,C,7.0,,,,,,,,7.0,Chievo,25,2014-15
9,69,Meggiorini R.,Att,A,5.5,,,,,,1.0,,5.0,Chievo,25,2014-15
10,31,Pellissier S.,Att,A,6.0,,,,,,,,6.0,Chievo,25,2014-15
11,18,Fetfatzidis G.,Cen,C,6.0,,,,,,,,6.0,Chievo,25,2014-15
12,8,Radovanovic I.,Cen,C,,,,,,,,,,Chievo,25,2014-15
13,43,Paloschi A.,Att,A,6.0,,,,,,,,6.0,Chievo,25,2014-15
0,33,Sepe L.,Por,P,7.0,,,,,,,,7.0,Empoli,25,2014-15
1,26,Tonelli L.,Dif,D,5.5,,,,,,,,5.5,Empoli,25,2014-15
2,24,Rugani D.,Dif,D,5.0,,,,,,,,5.0,Empoli,25,2014-15
3,23,Hysaj E.,Dif,D,6.0,,,,,,1.0,,5.5,Empoli,25,2014-15
4,21,Mario Rui,Dif,D,6.0,,,,,,,,6.0,Empoli,25,2014-15
5,6,Valdifiori M.,Cen,C,6.5,,,,,,,,6.5,Empoli,25,2014-15
6,5,Saponara R.,Cen,C,6.5,,,,,,,,6.5,Empoli,25,2014-15
7,11,Croce D.,Cen,C,6.0,,,,,,,,6.0,Empoli,25,2014-15
8,88,Vecino M.,Cen,C,6.0,,,,,,1.0,,5.5,Empoli,25,2014-15
9,10,Tavano F.,Att,A,5.5,,,,,,,,5.5,Empoli,25,2014-15
10,7,Maccarone M.,Att,A,6.0,,,,,,,,6.0,Empoli,25,2014-15
11,27,Zielinski P.,Cen,C,6.0,,,,,,1.0,,5.5,Empoli,25,2014-15
12,18,Verdi S.,Cen,C,6.0,,,,,,,,6.0,Empoli,25,2014-15
13,9,Mchedlidze L.,Att,A,,,,,,,,,,Empoli,25,2014-15
0,1,Neto N.,Por,P,7.5,,,,,,,,7.5,Fiorentina,25,2014-15
1,23,Pasqual M.,Dif,D,6.5,,,,,,,,6.5,Fiorentina,25,2014-15
2,40,Tomovic N.,Dif,D,6.5,,,,,,,,6.5,Fiorentina,25,2014-15
3,15,Savic S.,Dif,D,6.5,,,,,,,,6.5,Fiorentina,25,2014-15
4,2,Rodriguez G.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,25,2014-15
5,18,Diamanti A.,Cen,C,6.5,,,,,,1.0,,6.0,Fiorentina,25,2014-15
6,16,Kurtic J.,Cen,C,5.5,,,,,,,,5.5,Fiorentina,25,2014-15
7,72,Ilicic J.,Cen,C,7.0,,,,,,,,7.0,Fiorentina,25,2014-15
8,5,Badelj M.,Cen,C,6.5,,,,,,,,6.5,Fiorentina,25,2014-15
9,10,Aquilani A.,Cen,C,6.5,,,,,,1.0,,6.0,Fiorentina,25,2014-15
10,30,Babacar K.,Att,A,6.0,,,,,,,,6.0,Fiorentina,25,2014-15
11,6,Vargas J.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,25,2014-15
12,17,Joaquin,Cen,C,6.0,,,,,,,,6.0,Fiorentina,25,2014-15
13,0,Salah M.,Cen,C,7.5,1.0,,,,,,,10.5,Fiorentina,25,2014-15
0,1,Handanovic S.,Por,P,6.0,-1.0,,,,,,,5.0,Inter,25,2014-15
1,0,Santon D.,Dif,D,6.0,,,,,,,,6.0,Inter,25,2014-15
2,14,Campagnaro H.,Dif,D,5.5,,,,,,,,5.5,Inter,25,2014-15
3,15,Vidic N.,Dif,D,5.5,,,,,,1.0,,5.0,Inter,25,2014-15
4,5,Juan Jesus G.,Dif,D,5.0,,,,,,1.0,,4.5,Inter,25,2014-15
5,10,Kovacic M.,Cen,C,4.5,,,,,,,,4.5,Inter,25,2014-15
6,13,Guarin F.,Cen,C,6.5,,,,,,,,6.5,Inter,25,2014-15
7,18,Medel G.,Cen,C,6.0,,,,,,,,6.0,Inter,25,2014-15
8,77,Brozovic M.,Cen,C,5.5,,,,,,1.0,,5.0,Inter,25,2014-15
9,11,Podolski L.,Att,A,4.0,,,,,,,,4.0,Inter,25,2014-15
10,9,Icardi M.,Att,A,5.5,,,,,,,,5.5,Inter,25,2014-15
11,33,Dambrosio D.,Dif,D,,,,,,,,,,Inter,25,2014-15
12,91,Shaqiri X.,Cen,C,6.5,,,,,,,,6.5,Inter,25,2014-15
13,8,Palacio R.,Att,A,6.5,,,,,,,,6.5,Inter,25,2014-15
0,1,Buffon G.,Por,P,6.5,-1.0,,,,,,,5.5,Juventus,25,2014-15
1,19,Bonucci L.,Dif,D,6.5,,,,,,,,6.5,Juventus,25,2014-15
2,4,Caceres M.,Dif,D,5.5,,,,,,,,5.5,Juventus,25,2014-15
3,3,Chiellini G.,Dif,D,5.5,,,,,,1.0,,5.0,Juventus,25,2014-15
4,33,Evra P.,Dif,D,6.0,,,,,,1.0,,5.5,Juventus,25,2014-15
5,26,Lichtsteiner S.,Dif,D,6.0,,,,,,,,6.0,Juventus,25,2014-15
6,8,Marchisio C.,Cen,C,6.0,,,,,,1.0,,5.5,Juventus,25,2014-15
7,23,Vidal A.,Cen,C,6.5,,,,,,1.0,,6.0,Juventus,25,2014-15
8,37,Pereyra R.,Cen,C,6.5,,,,,,,,6.5,Juventus,25,2014-15
9,10,Tevez C.,Att,A,7.0,1.0,,,,,,,10.0,Juventus,25,2014-15
10,9,Morata A.,Att,A,5.5,,,,,,1.0,,5.0,Juventus,25,2014-15
11,20,Padoin S.,Cen,C,,,,,,,,,,Juventus,25,2014-15
12,11,Coman K.,Cen,C,,,,,,,,,,Juventus,25,2014-15
0,22,Marchetti F.,Por,P,7.0,,,,,,,,7.0,Lazio,25,2014-15
1,33,Mauricio,Dif,D,6.5,,,,,,,,6.5,Lazio,25,2014-15
2,39,Cavanda L.,Dif,D,7.0,,,,,,,,7.0,Lazio,25,2014-15
3,3,De Vrij S.,Dif,D,6.0,,,,,,,,6.0,Lazio,25,2014-15
4,26,Radu S.,Dif,D,7.0,,,,,,,,7.0,Lazio,25,2014-15
5,6,Mauri S.,Cen,C,5.5,,,,,,,,5.5,Lazio,25,2014-15
6,7,Felipe Anderson,Cen,C,7.5,1.0,1.0,,,,,,11.5,Lazio,25,2014-15
7,16,Parolo M.,Cen,C,7.0,1.0,,,,,1.0,,9.5,Lazio,25,2014-15
8,32,Cataldi D.,Cen,C,6.5,,,,,,,,6.5,Lazio,25,2014-15
9,20,Biglia L.,Cen,C,6.5,,,,,,,,6.5,Lazio,25,2014-15
