,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
2619,22,lucchini stefano,empoli,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
3447,22,samuel walter,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1782,22,dainelli dario,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5528,22,foggia pasquale,ascoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
9062,22,pellissier sergio,chievo,A,13.0,7.0,6.0,0.0,0.0,0.0,0.0,2005-06
7723,22,amauri carvalho,chievo,A,14.5,7.5,6.0,0.0,0.0,0.0,1.0,2005-06
140,22,benussi francesco,lecce,P,5.0,7.0,-2.0,0.0,0.0,0.0,0.0,2005-06
9389,22,tare igli,lazio,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8283,22,del piero alessandro,juventus,A,8.0,7.0,0.0,0.0,0.0,0.0,1.0,2005-06
9010,22,palladino raffaele,livorno,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3842,22,zaccardo cristian,palermo,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4972,22,d'aversa roberto,siena,C,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
586,22,paoletti gabriele,udinese,P,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
2793,22,modesto francesco,reggina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3393,22,rullo erminio,lecce,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6225,22,masiello salvatore,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4217,22,aquilani alberto,roma,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
5576,22,franceschini daniele,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7708,22,adriano leite ribeiro,inter,A,6.0,5.0,0.0,0.0,0.0,0.0,1.0,2005-06
6031,22,ledesma cristian,lecce,C,5.0,6.0,0.0,-1.0,0.0,0.0,0.0,2005-06
3133,22,pavan simone,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7392,22,vannucchi ighli,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9432,22,tavano francesco,empoli,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
5223,22,donadel marco,fiorentina,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4889,22,cozza francesco,reggina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6728,22,passoni dario,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
193,22,buffon gianluigi,juventus,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,2005-06
2556,22,legrottaglie nicola,siena,D,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,2005-06
130,22,ballotta marco,lazio,P,7.5,7.5,0.0,0.0,0.0,0.0,0.0,2005-06
3264,22,portanova daniele,siena,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
1803,22,de rosa gaetano,reggina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1078,22,bonera daniele,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1461,22,coda andrea,empoli,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3001,22,pancaro giuseppe,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5468,22,fiore stefano,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4444,22,bresciano mark,parma,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
883,22,aronica salvatore,messina,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
1518,22,comotto gianluca,ascoli,D,6.5,5.5,0.0,0.0,0.0,0.0,1.0,2005-06
3638,22,thuram lilian ulien,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6207,22,marchionni marco,parma,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
8812,22,lucarelli cristiano,livorno,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7284,22,tissone fernando,udinese,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
3875,22,zambrotta gianluca,juventus,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6232,22,mauri stefano,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1872,22,dellafiore hernan paolo,treviso,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4695,22,cesar prates,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2960,22,oddo massimo,lazio,D,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
2151,22,franceschini ivan,reggina,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4632,22,camoranesi mauro,juventus,C,8.0,7.0,0.0,0.0,0.0,0.0,1.0,2005-06
3159,22,pfertzel marc,livorno,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6850,22,pinga andre',treviso,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6147,22,mancini amantino,roma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4021,22,zebina jonathan,juventus,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9343,22,shevchenko andriy,milan,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
1104,22,bovo cesare,roma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8123,22,chiesa enrico,siena,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9365,22,suazo david,cagliari,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
606,22,pelizzoli ivan,reggina,P,1.5,5.5,-4.0,0.0,0.0,0.0,0.0,2005-06
166,22,berti gianluca,fiorentina,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2969,22,paci massimo,ascoli,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7246,22,tedesco giacomo,reggina,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
3652,22,tosto vittorio,ascoli,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,2005-06
7770,22,amoruso nicola,reggina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
409,22,doni alexander marangao,roma,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
832,22,angelo mariano,lecce,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4943,22,d'agostino gaetano,messina,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
6703,22,parravicini francesco,treviso,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2182,22,galante fabio,livorno,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4192,22,antonelli filippo,chievo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9442,22,tiribocchi simone,chievo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
358,22,dida nelson,milan,P,3.5,4.5,-1.0,0.0,0.0,0.0,0.0,2005-06
3427,22,sala luigi,sampdoria,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
710,22,squizzi lorenzo,chievo,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
5815,22,grella vincenzo,parma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3299,22,rafael pereira da silva,messina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
4045,22,zenoni cristian,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8598,22,godeas denis,palermo,A,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
5833,22,guana roberto,ascoli,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
745,22,storari marco,messina,P,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
7592,22,volpi sergio,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1337,22,cassetti marco,lecce,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
9024,22,paulinho paulo sergio bet,livorno,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7538,22,vigiani luca,reggina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5877,22,guigou gianni,treviso,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3065,22,pasqual manuel,fiorentina,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8635,22,ibrahimovic zlatan,juventus,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7672,22,zenoni damiano,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9521,22,trezeguet david,juventus,A,17.0,8.0,9.0,0.0,0.0,0.0,0.0,2005-06
4800,22,conti daniele,cagliari,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4816,22,conticchio alessandro,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1264,22,cannavaro paolo,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8236,22,cruz julio ricardo,inter,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5734,22,giunti federico,chievo,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
2436,22,kroldrup per,fiorentina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9034,22,pazzini giampaolo,fiorentina,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8529,22,flachi francesco,sampdoria,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
5754,22,gobbi massimo,cagliari,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3738,22,valdez,treviso,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
819,22,agostini alessandro,cagliari,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
931,22,barzagli andrea,palermo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9581,22,vucinic mirko,lecce,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
2817,22,molinaro cristian,siena,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1306,22,cardone giuseppe,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5704,22,giorgino davide,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2402,22,kaladze kakha,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5785,22,gonzalez mariano nicolas,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8574,22,gilardino alberto,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
34,22,amelia marco,livorno,P,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,2005-06
8548,22,floccari sergio,messina,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
1369,22,castellini marcello,sampdoria,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
4325,22,biondini davide,reggina,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5913,22,jorgensen martin,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7466,22,veron juan sebastian,inter,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
2306,22,grandoni alessandro,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
101,22,antonioli francesco,sampdoria,P,5.5,6.5,-1.0,0.0,0.0,0.0,0.0,2005-06
9471,22,toni luca,fiorentina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7452,22,vergassola simone,siena,C,7.0,6.5,0.0,-0.5,0.0,0.0,1.0,2005-06
1422,22,coco francesco,livorno,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8738,22,kutuzov vitalii,sampdoria,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3537,22,stam jaap,milan,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
4865,22,corini eugenio,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3279,22,pratali francesco,empoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4239,22,barone simone,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
763,22,zancope' adriano,treviso,P,4.5,5.5,-1.0,0.0,0.0,0.0,0.0,2005-06
1241,22,cannavaro fabio,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6787,22,perrotta simone,roma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3814,22,viali william,treviso,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7411,22,vaskak blazey,treviso,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6740,22,pazienza michele,fiorentina,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
3046,22,panucci christian,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4844,22,coppola carmine,messina,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
5980,22,keller christian thielsen,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
7513,22,vieira patrick,juventus,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
6806,22,pieri mirko,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4394,22,bondi,messina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3774,22,vargas jorge,livorno,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8680,22,inzaghi filippo,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8181,22,corradi bernardo,parma,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5183,22,diana aimo,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5627,22,gattuso gennaro ivan,milan,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
4266,22,baronio roberto,udinese,C,4.0,5.0,0.0,-1.0,0.0,0.0,0.0,2005-06
4460,22,brighi matteo,chievo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2322,22,grosso fabio,palermo,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9497,22,totti francesco,roma,A,15.0,8.0,6.0,0.0,0.0,0.0,1.0,2005-06
5620,22,gasbarroni andrea,sampdoria,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,2005-06
8415,22,di natale antonio,udinese,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
2503,22,lanna salvatore,chievo,D,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
5970,22,kaka' ricardo,milan,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8503,22,ferrante marco,ascoli,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
3309,22,raggi andrea,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3566,22,stendardo guglielmo,lazio,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5286,22,emerson ferreira,juventus,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
2592,22,lucarelli alessandro,reggina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8029,22,capone andrea,cagliari,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3944,22,zanetti javier aldemar,inter,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
4147,22,almiron sergio,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
8449,22,esposito mauro,cagliari,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4359,22,bolano jorge eladio,parma,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
2046,22,favalli giuseppe,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7888,22,bogdani erjon,siena,A,16.5,8.0,9.0,-0.5,0.0,0.0,0.0,2005-06
2873,22,natali cesare,udinese,D,7.0,7.5,0.0,-0.5,0.0,0.0,0.0,2005-06
3607,22,terlizzi christian,palermo,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8931,22,muslimovic zlatan,messina,A,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
1680,22,cribari sanchez emilson,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
271,22,coppola ferdinando,ascoli,P,2.5,5.5,-3.0,0.0,0.0,0.0,0.0,2005-06
3603,22,stovini lorenzo,lecce,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6445,22,mutarelli massimo,palermo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1579,22,cordoba ivan ramiro,inter,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5332,22,figo luis,inter,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2005-06
1181,22,canini michele,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
508,22,julio cesar soares,inter,P,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7000,22,santana mario alberto,palermo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
7999,22,brienza franco,palermo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5014,22,dacourt olivier,roma,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2661,22,malago' marco,chievo,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6370,22,morrone stefano,livorno,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9255,22,rocchi tommaso,lazio,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
5056,22,de ascentis diego,livorno,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
5125,22,delvecchio gennaro,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1169,22,candela vincent,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3174,22,pisano francesco,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
6650,22,paro matteo,siena,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
7081,22,semioli franco,chievo,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
9181,22,reginaldo ferreira,treviso,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6876,22,pirlo andrea,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
2764,22,mexes philippe,roma,D,7.5,7.5,0.0,0.0,0.0,0.0,0.0,2005-06
1058,22,bizera emerson j. b.,cagliari,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
491,22,guardalben matteo,parma,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,2005-06
6577,22,pandev goran,lazio,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6402,22,mudingayi gaby,lazio,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
5321,22,ficini fabrizio,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2906,22,nesta alessandro,milan,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
8053,22,caracciolo andrea,palermo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
237,22,cejas cristian sebastian,empoli,P,4.0,6.0,-2.0,0.0,0.0,0.0,0.0,2005-06
7100,22,serginho dos santos,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3360,22,rezaei rahman,messina,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
6561,22,palombo angelo,sampdoria,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,2005-06
2084,22,felipe dalbelo,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4129,22,alberto nieto,siena,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7976,22,borriello marco,treviso,A,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
1620,22,cottafava marcello,treviso,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9113,22,pozzi nicola,empoli,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6340,22,moro davide,empoli,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9263,22,rossini fausto,udinese,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1939,22,domizzi maurizio,ascoli,D,3.5,4.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7789,22,babu' anderson de oliveir,lecce,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1111,22,burdisso nicolas andres,inter,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
6295,22,montolivo riccardo,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
9131,22,quagliarella fabio,ascoli,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
543,22,lobont bogdan,fiorentina,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
2018,22,falsini gianluca,siena,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1542,22,contini matteo,parma,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1652,22,couto fernando,parma,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7193,22,stankovic dejan,inter,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
3999,22,zauri luciano,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6280,22,mesto giandomenico,reggina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4992,22,dabo ousmane,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8332,22,di michele david,palermo,A,6.5,5.5,0.0,0.0,0.0,0.0,1.0,2005-06
3959,22,zapata cristian eduardo,udinese,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7030,22,seedorf clarence,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
544,22,lupatelli cristiano,palermo,P,2.5,5.5,-3.0,0.0,0.0,0.0,0.0,2005-06
7205,22,taddei rodrigo,roma,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,2005-06
6483,22,nedved pavel,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1000,22,belleri manuel,lazio,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1929,22,diamoutene souleymane,lecce,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9300,22,sculli giuseppe,messina,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3217,22,pisano marco,sampdoria,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9212,22,rigano' christian,empoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2137,22,foglio paolo,siena,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1702,22,cristante filippo,messina,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
