,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,ass,yyss
1635,18,criscito d,genoa,D,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
538,18,sepe l,parma,P,1.0,6.0,-5.0,0.0,0.0,0.0,0.0,0.0,2019-20
7881,18,rog m,cagliari,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5292,18,callejon j,napoli,C,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
5312,18,candreva a,inter,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
9689,18,inglese r,parma,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9664,18,immobile c,lazio,A,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
7877,18,rincon t,torino,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
5246,18,calhanoglu h,milan,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8425,18,under c,roma,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
9636,18,ibrahimovic z,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1131,18,bereszynski b,sampdoria,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7285,18,nainggolan r,cagliari,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1280,18,cacciatore f,cagliari,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8744,18,zaccagni m,verona,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7309,18,nandez n,cagliari,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6631,18,laxalt d,torino,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8285,18,tachtsidis p,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
876,18,alves b,parma,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6596,18,kurtic j,spal,C,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8766,18,zaniolo n,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6551,18,kulusevski d,parma,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1305,18,caceres m,fiorentina,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8807,18,zielinski p,napoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8263,18,tabanelli a,lecce,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6676,18,lazovic d,verona,C,8.5,7.5,0.0,0.0,0.0,0.0,0.0,1.0,2019-20
6515,18,kucka j,parma,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8252,18,svanberg m,bologna,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
1325,18,calabria d,milan,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7380,18,obiang p,sassuolo,C,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
743,18,szczesny w,juventus,P,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7393,18,oliva c,cagliari,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8895,18,babacar k,lecce,A,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6390,18,jony r,lazio,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8917,18,balotelli m,brescia,A,9.5,7.0,3.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7418,18,paqueta,milan,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8230,18,sturaro s,genoa,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6364,18,joao pedro,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7431,18,parolo m,lazio,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8950,18,belotti a,torino,A,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2019-20
6333,18,jankto j,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
6499,18,krunic r,milan,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
6697,18,lazzari m,lazio,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8322,18,thorsby m,sampdoria,C,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
8687,18,viviani m,brescia,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
7104,18,medel g,bologna,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2019-20
7080,18,matuidi b,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
8463,18,valero b,inter,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
