,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,portiere_imbattuto,yyss,assist,gol_fatto_subito,gol_su_rigore,assist_da_fermo
7450,28,berardi d,sassuolo,A,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
1111,28,barreca a,torino,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3542,28,samir c,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9498,28,stoian a,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1241,28,benatia m,juventus,D,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
8002,28,falque i,torino,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7233,28,widmer s,udinese,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5577,28,jorginho l,napoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7100,28,valero b,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1423,28,caldara m,atalanta,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3555,28,sampirisi m,crotone,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5533,28,jankto j,udinese,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2521,28,koulibaly k,napoli,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
9556,28,tello c,fiorentina,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2365,28,helander f,bologna,D,6.0,6.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
5671,28,kondogbia g,inter,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5346,28,henrique b,palermo,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
7379,28,bacca c,milan,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
2274,28,gobbi m,chievo,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3946,28,zukanovic e,atalanta,D,3.5,4.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
2466,28,izzo a,genoa,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
3613,28,silvestre m,sampdoria,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
1656,28,conti a,atalanta,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
5997,28,mario j,inter,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,,,,
7758,28,destro m,bologna,A,9.0,6.5,3.0,-0.5,0.0,0.0,0.0,0.0,2016-17,,,,
