,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
1775,13,dainelli dario,fiorentina,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
2327,13,grosso fabio,palermo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
6041,13,ledesma cristian,lecce,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
338,13,de sanctis morgan,udinese,P,5.0,6.0,-1.0,0.0,0.0,0.0,0.0,2005-06
9147,13,recoba alvaro,inter,A,10.5,7.5,3.0,0.0,0.0,0.0,0.0,2005-06
9109,13,pozzi nicola,empoli,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6868,13,pirlo andrea,milan,C,11.0,7.0,3.0,0.0,0.0,0.0,1.0,2005-06
2302,13,grandoni alessandro,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2353,13,gustavo lazzaretti de ara,treviso,D,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2005-06
7738,13,amauri carvalho,chievo,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
8309,13,di canio paolo,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6825,13,pinardi alex,lecce,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5863,13,guana roberto,ascoli,C,7.5,6.5,0.0,0.0,0.0,0.0,1.0,2005-06
7681,13,zenoni damiano,udinese,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4067,13,zoro kpolo,messina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3199,13,pisano marco,sampdoria,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
5911,13,jorgensen martin,fiorentina,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3542,13,stam jaap,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6015,13,lazetic nikola,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1755,13,d'anna lorenzo,chievo,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
7697,13,adriano leite ribeiro,inter,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
869,13,aronica salvatore,messina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9435,13,tavano francesco,empoli,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
6837,13,pinga andre',treviso,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4613,13,camoranesi mauro,juventus,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2279,13,giuliatto alberto,treviso,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1238,13,cannavaro fabio,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
4644,13,camorani alfonso,lecce,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
8287,13,del piero alessandro,juventus,A,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
4602,13,cambiasso esteban,inter,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
6711,13,parravicini francesco,treviso,C,9.5,6.5,3.0,0.0,0.0,0.0,0.0,2005-06
4550,13,busce' antonio,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1915,13,diamoutene souleymane,lecce,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
1057,13,bizera emerson j. b.,cagliari,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,2005-06
222,13,campagnolo andrea,cagliari,P,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6425,13,muntari sulley ali,udinese,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9352,13,suazo david,cagliari,A,13.0,7.0,6.0,0.0,0.0,0.0,0.0,2005-06
4388,13,bonanni massimo,palermo,C,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2005-06
6667,13,parola andrea,ascoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4201,13,aquilani alberto,roma,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1900,13,di loreto marco,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
1168,13,candela vincent,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6391,13,morrone stefano,livorno,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8052,13,caracciolo andrea,palermo,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
9245,13,rocchi tommaso,lazio,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
4168,13,almiron sergio,empoli,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2005-06
3341,13,rezaei rahman,messina,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6349,13,moro davide,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2075,13,felipe dalbelo,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2037,13,favalli giuseppe,inter,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
7964,13,borriello marco,sampdoria,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
3376,13,rullo erminio,lecce,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
3409,13,sala luigi,sampdoria,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,2005-06
