,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,yyss
4683,4,centi luis fernando,livorno,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
3161,4,pfertzel marc,livorno,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
2261,4,giallombardo andrea,lazio,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
8751,4,langella antonio,cagliari,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
4076,4,zoro kpolo,messina,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
6056,4,liverani fabio,lazio,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2005-06
1899,4,di loreto marco,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
6122,4,mamede jose',messina,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
7833,4,barreto paulo,udinese,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
8645,4,ibrahimovic zlatan,juventus,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
9064,4,pellissier sergio,chievo,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
6103,4,luciano siqueira,chievo,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,2005-06
1167,4,candela vincent,udinese,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
9222,4,rigano' christian,empoli,A,9.5,7.5,0.0,0.0,0.0,0.0,2.0,2005-06
9410,4,tavano francesco,empoli,A,13.0,7.0,6.0,0.0,0.0,0.0,0.0,2005-06
6542,4,palombo angelo,sampdoria,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
5394,4,filippini emanuele,treviso,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,2005-06
4699,4,cesar prates,livorno,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,2005-06
3711,4,ujfalusi tomas,fiorentina,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2005-06
