,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,34,2017-18
1,8,Gosens R.,Dif,D,7.5,1.0,,,,,,,12.0,Atalanta,34,2017-18
2,13,Caldara M.,Dif,D,7.0,,,,,,1.0,,6.5,Atalanta,34,2017-18
3,28,Mancini G.,Dif,D,6.5,,,,,,,,6.5,Atalanta,34,2017-18
4,33,Hateboer H.,Dif,D,5.5,,,,,,,,5.5,Atalanta,34,2017-18
5,3,Toloi R.,Dif,D,6.5,,,,,,,,6.5,Atalanta,34,2017-18
6,11,Freuler R.,Cen,C,7.5,1.0,,,,,,,11.5,Atalanta,34,2017-18
7,4,Cristante B.,Cen,C,6.5,,,,,,,,6.5,Atalanta,34,2017-18
8,15,De Roon M.,Cen,C,7.0,,,,,,1.0,,6.5,Atalanta,34,2017-18
9,10,Gomez A.,Tre,T,6.5,,,,,,,,6.5,Atalanta,34,2017-18
10,0,Barrow M.,Att,A,7.5,,1.0,,,,,,8.5,Atalanta,34,2017-18
11,21,Castagne T.,Dif,D,7.0,,1.0,,,,,,8.0,Atalanta,34,2017-18
12,95,Bastoni A.,Dif,D,,,,,,,,,,Atalanta,34,2017-18
13,9,Cornelius A.,Att,A,,,,,,,,,,Atalanta,34,2017-18
0,1,Puggioni C.,Por,P,7.5,,,,,,,,7.5,Benevento,34,2017-18
1,0,Sagna B.,Dif,D,6.0,,,,,,1.0,,5.5,Benevento,34,2017-18
2,0,Tosca A.,Dif,D,7.0,,,,,,,,7.0,Benevento,34,2017-18
3,3,Letizia G.,Dif,D,6.5,,,,,,,,6.5,Benevento,34,2017-18
4,6,Djimsiti B.,Dif,D,7.0,,,,,,,,7.0,Benevento,34,2017-18
5,14,Viola N.,Cen,C,7.5,,1.0,,,,,,8.5,Benevento,34,2017-18
6,0,Sandro R.,Cen,C,6.5,,,,,,,,6.5,Benevento,34,2017-18
7,8,Cataldi D.,Cen,C,6.5,,,,,,,,6.5,Benevento,34,2017-18
8,10,Djuricic F.,Tre,T,6.5,,,,,,,,6.5,Benevento,34,2017-18
9,99,Brignola E.,Tre,T,6.0,,,,,,,,6.0,Benevento,34,2017-18
10,9,Iemmello P.,Att,A,7.0,1.0,,,,,,,10.0,Benevento,34,2017-18
11,23,Venuti L.,Dif,D,6.0,,,,,,,,6.0,Benevento,34,2017-18
12,27,Parigini V.,Tre,T,6.0,,,,,,1.0,,5.5,Benevento,34,2017-18
13,0,Diabate C.,Att,A,5.0,,,,,,,1.0,4.0,Benevento,34,2017-18
0,83,Mirante A.,Por,P,6.5,,,,,,,,6.5,Bologna,34,2017-18
1,6,De Maio S.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,34,2017-18
2,3,Gonzalez G.,Dif,D,6.0,,,,,,1.0,,5.5,Bologna,34,2017-18
3,0,Romagnoli S.,Dif,D,5.5,,,,,,,,5.5,Bologna,34,2017-18
4,25,Masina A.,Dif,D,6.5,,,,,,,,6.5,Bologna,34,2017-18
5,16,Poli A.,Cen,C,6.0,,,,,,,,6.0,Bologna,34,2017-18
6,12,Crisetig L.,Cen,C,5.0,,,,,,1.0,,4.5,Bologna,34,2017-18
7,15,Dzemaili B.,Cen,C,5.5,,,,,,1.0,,5.0,Bologna,34,2017-18
8,7,Orsolini R.,Tre,T,6.0,,,,,,,,6.0,Bologna,34,2017-18
9,24,Palacio R.,Tre,T,5.5,,,,,,,,5.5,Bologna,34,2017-18
10,9,Verdi S.,Tre,T,5.0,,,,,,,,5.0,Bologna,34,2017-18
11,15,Mbaye I.,Dif,D,6.5,,,,,,,,6.5,Bologna,34,2017-18
12,2,Nagy A.,Cen,C,,,,,,,,,,Bologna,34,2017-18
13,11,Krejci L.,Tre,T,,,,,,,,,,Bologna,34,2017-18
0,28,Cragno A.,Por,P,6.0,,,,,,,,6.0,Cagliari,34,2017-18
1,19,Pisacane F.,Dif,D,6.5,,,,,,,,6.5,Cagliari,34,2017-18
2,23,Ceppitelli L.,Dif,D,6.5,,,,,,,,6.5,Cagliari,34,2017-18
3,2,Castan L.,Dif,D,5.5,,,,,,,,5.5,Cagliari,34,2017-18
4,8,Cigarini L.,Cen,C,5.5,,,,,,1.0,,5.0,Cagliari,34,2017-18
5,18,Barella N.,Cen,C,5.0,,,,,,,,5.0,Cagliari,34,2017-18
6,16,Farago P.,Cen,C,6.5,,,,,,,,6.5,Cagliari,34,2017-18
7,20,Padoin S.,Cen,C,6.0,,,,,,1.0,,5.5,Cagliari,34,2017-18
8,21,Ionita A.,Cen,C,5.0,,,,,,,,5.0,Cagliari,34,2017-18
9,29,Pavoletti L.,Att,A,5.0,,,,,,,,5.0,Cagliari,34,2017-18
10,25,Sau M.,Att,A,6.5,,,,,,,,6.5,Cagliari,34,2017-18
11,22,Lykogiannis C.,Dif,D,,,,,,,1.0,,,Cagliari,34,2017-18
12,13,Romagna F.,Dif,D,,,,,,,,,,Cagliari,34,2017-18
13,32,Han K.,Att,A,5.0,,,,,,,,5.0,Cagliari,34,2017-18
0,70,Sorrentino S.,Por,P,6.0,-2.0,,,,,,,4.0,Chievo,34,2017-18
1,14,Bani M.,Dif,D,6.0,,,,,,,,6.0,Chievo,34,2017-18
2,29,Cacciatore F.,Dif,D,6.0,,,,,,,,6.0,Chievo,34,2017-18
