,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,1,Berisha E.,Por,P,7.5,-1.0,,,,,,,6.5,Atalanta,12,2017-18
1,3,Toloi R.,Dif,D,5.5,,1.0,,,,,,6.5,Atalanta,12,2017-18
2,33,Hateboer H.,Dif,D,6.0,,,,,,,,6.0,Atalanta,12,2017-18
3,13,Caldara M.,Dif,D,6.0,,,,,,,,6.0,Atalanta,12,2017-18
4,6,Palomino J.,Dif,D,6.0,,,,,,,,6.0,Atalanta,12,2017-18
5,4,Cristante B.,Cen,C,6.5,1.0,,,,,,,10.5,Atalanta,12,2017-18
6,37,Spinazzola L.,Cen,C,5.5,,,,,,,,5.5,Atalanta,12,2017-18
7,15,De Roon M.,Cen,C,5.5,,,,,,,,5.5,Atalanta,12,2017-18
8,11,Freuler R.,Cen,C,5.0,,,,,,,1.0,4.0,Atalanta,12,2017-18
9,10,Gomez A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,12,2017-18
10,29,Petagna A.,Att,A,4.5,,,,,,,,4.5,Atalanta,12,2017-18
11,8,Gosens R.,Dif,D,,,,,,,,,,Atalanta,12,2017-18
12,32,Haas N.,Cen,C,,,,,,,,,5.5,Atalanta,12,2017-18
13,27,Kurtic J.,Tre,T,6.0,,,,,,,,6.0,Atalanta,12,2017-18
0,22,Brignoli A.,Por,P,7.0,-2.0,,,,,,,5.0,Benevento,12,2017-18
1,23,Venuti L.,Dif,D,5.0,,,,,,,,5.0,Benevento,12,2017-18
2,6,Djimsiti B.,Dif,D,5.5,,,,,,,,5.5,Benevento,12,2017-18
3,17,Di Chiara G.,Dif,D,5.5,,,,,,,,5.5,Benevento,12,2017-18
4,5,Antei L.,Dif,D,5.5,,,,,,1.0,,5.0,Benevento,12,2017-18
5,77,Lazaar A.,Dif,D,5.5,,,,,,,,5.5,Benevento,12,2017-18
6,8,Cataldi D.,Cen,C,6.0,,,,,,1.0,,5.5,Benevento,12,2017-18
7,14,Viola N.,Cen,C,6.0,,,,,,,,6.0,Benevento,12,2017-18
8,13,Chibsah R.,Cen,C,6.0,,,,,,1.0,,5.5,Benevento,12,2017-18
9,10,Ciciretti A.,Tre,T,6.5,1.0,,,,,,,10.0,Benevento,12,2017-18
10,90,Armenteros S.,Att,A,5.5,,,,,,,,5.5,Benevento,12,2017-18
11,25,Lombardi C.,Tre,T,5.0,,,,,,,,5.0,Benevento,12,2017-18
12,27,Parigini V.,Tre,T,,,,,,,,,,Benevento,12,2017-18
13,11,Coda M.,Att,A,5.5,,,,,,,,5.5,Benevento,12,2017-18
0,1,Da Costa A.,Por,P,5.5,-3.0,,,,,,,2.5,Bologna,12,2017-18
1,18,Helander F.,Dif,D,5.0,,,,,,,,5.0,Bologna,12,2017-18
2,3,Gonzalez G.,Dif,D,5.5,,,,,,1.0,,5.0,Bologna,12,2017-18
3,4,Krafth E.,Dif,D,5.0,,,,,,1.0,,4.5,Bologna,12,2017-18
4,25,Masina A.,Dif,D,4.5,,,,,,,,4.5,Bologna,12,2017-18
5,77,Donsah G.,Cen,C,5.5,,,,,,,,5.5,Bologna,12,2017-18
6,16,Poli A.,Cen,C,6.0,,,,,,,,6.0,Bologna,12,2017-18
7,12,Crisetig L.,Cen,C,6.0,,,,,,,,6.0,Bologna,12,2017-18
8,24,Palacio R.,Tre,T,6.0,,,,,,,,6.0,Bologna,12,2017-18
9,9,Verdi S.,Tre,T,7.5,2.0,,,,,,,14.5,Bologna,12,2017-18
