,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigore_parato_segnato,autogol,assist,yyss
1898,16,de silvestri lorenzo,torino,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4610,16,barberis andrea,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
7899,16,taider saphir,bologna,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
5145,16,candreva antonio,inter,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
1480,16,cannavaro paolo,sassuolo,D,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
788,16,acerbi francesco,sassuolo,D,3.5,5.5,0.0,0.0,0.0,0.0,-2.0,0.0,2017-18
10023,16,politano matteo,sassuolo,A,11.5,7.0,3.0,0.0,0.0,0.0,0.0,1.0,2017-18
8640,16,cerci alessio,verona,A,10.5,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
8923,16,edera simone,torino,A,10.5,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-18
8395,16,belotti andrea,torino,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
8921,16,eder citadin martins,inter,A,,,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4341,16,zukanovic ervin,genoa,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
2143,16,ferrari alex,verona,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
4454,16,allan marques loureiro,napoli,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
9544,16,mandzukic mario,juventus,A,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
871,16,ajeti arlind,crotone,D,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2017-18
783,16,abate ignazio,milan,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
