,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,91,Gollini P.,Por,P,,,,,,,,,6.0,Atalanta,26,2017-18
1,31,Rossi F.,Por,P,,,,,,,,,6.0,Atalanta,26,2017-18
2,1,Berisha E.,Por,P,,,,,,,,,6.0,Atalanta,26,2017-18
3,21,Castagne T.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
4,13,Caldara M.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
5,95,Bastoni A.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
6,33,Hateboer H.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
7,3,Toloi R.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
8,6,Palomino J.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
9,5,Masiello A.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
10,28,Mancini G.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
11,8,Gosens R.,Dif,D,,,,,,,,,6.0,Atalanta,26,2017-18
12,4,Cristante B.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
13,32,Haas N.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
14,88,Schmidt J.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
15,37,Spinazzola L.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
16,94,Melegoni F.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
17,11,Freuler R.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
18,15,De Roon M.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
19,11,Rizzo L.,Cen,C,,,,,,,,,6.0,Atalanta,26,2017-18
20,72,Ilicic J.,Tre,T,,,,,,,,,6.0,Atalanta,26,2017-18
21,10,Gomez A.,Tre,T,,,,,,,,,6.0,Atalanta,26,2017-18
22,0,Latte Lath E.,Tre,T,,,,,,,,,6.0,Atalanta,26,2017-18
23,9,Cornelius A.,Att,A,,,,,,,,,6.0,Atalanta,26,2017-18
24,0,Barrow M.,Att,A,,,,,,,,,6.0,Atalanta,26,2017-18
25,29,Petagna A.,Att,A,,,,,,,,,6.0,Atalanta,26,2017-18
0,1,Puggioni C.,Por,P,6.0,-2.0,,,,,,,4.0,Benevento,26,2017-18
1,3,Letizia G.,Dif,D,5.5,,,,,,,,5.5,Benevento,26,2017-18
2,0,Tosca A.,Dif,D,6.0,,,,,,,,6.0,Benevento,26,2017-18
3,0,Sagna B.,Dif,D,6.0,,,,,,,,6.0,Benevento,26,2017-18
4,6,Djimsiti B.,Dif,D,6.0,,,,,,,,6.0,Benevento,26,2017-18
5,0,Sandro R.,Cen,C,6.5,,,,,,,,6.5,Benevento,26,2017-18
6,14,Viola N.,Cen,C,5.5,,,,,,,1.0,4.5,Benevento,26,2017-18
7,66,Guilherme C.,Tre,T,6.5,,,,,,,,6.5,Benevento,26,2017-18
8,99,Brignola E.,Tre,T,6.5,,,,,,,,6.5,Benevento,26,2017-18
9,10,Djuricic F.,Tre,T,5.5,,,,,,,,5.5,Benevento,26,2017-18
10,11,Coda M.,Att,A,5.5,,,,,,,,5.5,Benevento,26,2017-18
11,8,Cataldi D.,Cen,C,6.0,,,,,,,,6.0,Benevento,26,2017-18
12,4,Del Pinto L.,Cen,C,5.5,,,,,,1.0,,5.0,Benevento,26,2017-18
13,0,Diabate C.,Att,A,,,,,,,,,,Benevento,26,2017-18
0,83,Mirante A.,Por,P,6.5,,,,,,,,6.5,Bologna,26,2017-18
1,25,Masina A.,Dif,D,6.5,,,,,,,,6.5,Bologna,26,2017-18
2,0,Romagnoli S.,Dif,D,6.5,,,,,,,,6.5,Bologna,26,2017-18
3,18,Helander F.,Dif,D,5.5,,,,,,,,5.5,Bologna,26,2017-18
4,3,Gonzalez G.,Dif,D,6.0,,,,,,,,6.0,Bologna,26,2017-18
5,16,Poli A.,Cen,C,6.0,,,,,,,,6.0,Bologna,26,2017-18
6,5,Pulgar E.,Cen,C,7.0,,,,,,,,7.0,Bologna,26,2017-18
7,2,Nagy A.,Cen,C,6.0,,,,,,,,6.0,Bologna,26,2017-18
8,15,Dzemaili B.,Cen,C,6.0,,,,,,,,6.0,Bologna,26,2017-18
9,14,Di Francesco F.,Tre,T,6.5,,,,,,1.0,,6.0,Bologna,26,2017-18
10,10,Destro M.,Att,A,7.0,1.0,1.0,,,,1.0,,10.5,Bologna,26,2017-18
11,15,Mbaye I.,Dif,D,,,,,,,,,,Bologna,26,2017-18
12,77,Donsah G.,Cen,C,6.0,,,,,,,,6.0,Bologna,26,2017-18
13,21,Falletti C.,Tre,T,6.5,1.0,,,,,,,10.0,Bologna,26,2017-18
0,28,Cragno A.,Por,P,5.0,-5.0,,,,,,,,Cagliari,26,2017-18
1,13,Romagna F.,Dif,D,5.5,,,,,,,,5.5,Cagliari,26,2017-18
2,2,Castan L.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,26,2017-18
3,23,Ceppitelli L.,Dif,D,5.0,,,,,,,,5.0,Cagliari,26,2017-18
4,22,Lykogiannis C.,Dif,D,5.5,,,,,,,,5.5,Cagliari,26,2017-18
5,18,Barella N.,Cen,C,5.0,,,,,,1.0,,4.5,Cagliari,26,2017-18
6,16,Farago P.,Cen,C,5.0,,,,,,,,5.0,Cagliari,26,2017-18
7,20,Padoin S.,Cen,C,5.0,,,,,,,,5.0,Cagliari,26,2017-18
8,10,Joao Pedro,Tre,T,5.0,,,,,,,,5.0,Cagliari,26,2017-18
9,32,Han K.,Att,A,6.5,,,,,,,,6.5,Cagliari,26,2017-18
10,29,Pavoletti L.,Att,A,6.0,,,,,,,,6.0,Cagliari,26,2017-18
11,21,Ionita A.,Cen,C,5.0,,,,,,,,5.0,Cagliari,26,2017-18
12,27,Deiola A.,Cen,C,,,,,,,,,,Cagliari,26,2017-18
13,7,Cossu A.,Tre,T,5.0,,,,,,,,5.0,Cagliari,26,2017-18
0,70,Sorrentino S.,Por,P,6.0,-1.0,,,,,,,5.0,Chievo,26,2017-18
1,5,Gamberini A.,Dif,D,5.5,,,,,,,,5.5,Chievo,26,2017-18
2,29,Cacciatore F.,Dif,D,6.0,,,,,,,,6.0,Chievo,26,2017-18
3,14,Bani M.,Dif,D,6.0,,,,,,,,6.0,Chievo,26,2017-18
4,2,Jaroszynski P.,Dif,D,5.0,,,,,,,,5.0,Chievo,26,2017-18
5,19,Castro L.,Cen,C,6.5,,,,,,,,6.5,Chievo,26,2017-18
6,28,Bastien S.,Cen,C,5.0,,,,,,,,5.0,Chievo,26,2017-18
7,56,Hetemaj P.,Cen,C,5.5,,,,,,,,5.5,Chievo,26,2017-18
8,8,Radovanovic I.,Cen,C,6.0,,,,,,,,6.0,Chievo,26,2017-18
9,20,Pucciarelli M.,Att,A,5.0,,,,,,,,5.0,Chievo,26,2017-18
10,45,Inglese R.,Att,A,5.5,,,,,,,,5.5,Chievo,26,2017-18
11,3,Dainelli D.,Dif,D,6.0,,,,,,,,6.0,Chievo,26,2017-18
12,69,Meggiorini R.,Att,A,5.5,,,,,,1.0,,5.0,Chievo,26,2017-18
13,31,Pellissier S.,Att,A,,,,,,,,,,Chievo,26,2017-18
0,1,Cordaz A.,Por,P,5.0,-3.0,,,,,,,2.0,Crotone,26,2017-18
1,87,Martella B.,Dif,D,5.0,,,,,,,,5.0,Crotone,26,2017-18
2,31,Sampirisi M.,Dif,D,4.5,,,,,,1.0,,4.0,Crotone,26,2017-18
3,24,Capuano M.,Dif,D,5.0,,,,,,,,5.0,Crotone,26,2017-18
4,7,Ceccherini F.,Dif,D,5.0,,,,,,,,5.0,Crotone,26,2017-18
5,10,Barberis A.,Cen,C,5.0,,,,,,,,5.0,Crotone,26,2017-18
6,38,Mandragora R.,Cen,C,5.0,,,,,,,,5.0,Crotone,26,2017-18
7,9,Nalini A.,Tre,T,5.5,,,,,,,,5.5,Crotone,26,2017-18
8,92,Benali A.,Tre,T,5.0,,,,,,,,5.0,Crotone,26,2017-18
9,20,Ricci F.,Tre,T,5.0,,,,,,,,5.0,Crotone,26,2017-18
10,17,Budimir A.,Att,A,7.0,2.0,,,,,,,13.0,Crotone,26,2017-18
11,37,Faraoni D.,Dif,D,6.0,,1.0,,,,,,7.0,Crotone,26,2017-18
12,99,Simy,Att,A,5.0,,,,,,,,5.0,Crotone,26,2017-18
13,29,Trotta M.,Att,A,5.0,,,,,,,,5.0,Crotone,26,2017-18
0,57,Sportiello M.,Por,P,6.5,,,,,,,,6.5,Fiorentina,26,2017-18
1,31,Vitor Hugo F.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,26,2017-18
2,3,Biraghi C.,Dif,D,7.0,1.0,,,,,,,11.5,Fiorentina,26,2017-18
3,20,Pezzella G.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,26,2017-18
4,13,Astori D.,Dif,D,6.5,,1.0,,,,,,7.5,Fiorentina,26,2017-18
5,17,Veretout J.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,26,2017-18
6,24,Benassi M.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,26,2017-18
7,19,Cristoforo S.,Cen,C,5.5,,,,,,,,5.5,Fiorentina,26,2017-18
8,25,Chiesa F.,Tre,T,6.5,,,,,,,,6.5,Fiorentina,26,2017-18
9,9,Simeone G.,Att,A,5.0,,,,,,1.0,,4.5,Fiorentina,26,2017-18
10,11,Falcinelli D.,Att,A,5.5,,,,,,,,5.5,Fiorentina,26,2017-18
11,0,Dabo B.,Cen,C,5.5,,,,,,,,5.5,Fiorentina,26,2017-18
12,28,Gil Dias B.,Tre,T,,,,,,,,,,Fiorentina,26,2017-18
13,77,Thereau C.,Att,A,,,,,,,,,,Fiorentina,26,2017-18
0,1,Perin M.,Por,P,6.0,-2.0,,,,,,,4.0,Genoa,26,2017-18
1,2,Spolli N.,Dif,D,5.0,,,,,,,,5.0,Genoa,26,2017-18
2,13,Rossettini L.,Dif,D,6.0,,,,,,,,6.0,Genoa,26,2017-18
3,20,Rosi A.,Dif,D,4.5,,,,,,,,4.5,Genoa,26,2017-18
4,87,Zukanovic E.,Dif,D,6.0,,,,,,,,6.0,Genoa,26,2017-18
5,15,Hiljemark O.,Cen,C,5.5,,,,,,,,5.5,Genoa,26,2017-18
6,8,Bertolacci A.,Cen,C,6.5,,,,,,,,6.5,Genoa,26,2017-18
7,93,Laxalt D.,Cen,C,6.5,,,,,,,,6.5,Genoa,26,2017-18
8,24,Bessa D.,Tre,T,5.0,,,,,,,,5.0,Genoa,26,2017-18
9,19,Pandev G.,Tre,T,6.0,,,,,,,,6.0,Genoa,26,2017-18
10,16,Galabinov A.,Att,A,5.5,,,,,,,,5.5,Genoa,26,2017-18
11,22,Lazovic D.,Cen,C,6.0,,,,,,,,6.0,Genoa,26,2017-18
12,0,Medeiros I.,Tre,T,5.5,,,,,,,,5.5,Genoa,26,2017-18
13,10,Lapadula G.,Att,A,5.5,,,,,,,,5.5,Genoa,26,2017-18
0,1,Nicolas A.,Por,P,6.0,-1.0,,,,,,,5.0,Hellas Verona,26,2017-18
1,28,Ferrari A.,Dif,D,6.5,,,,,,1.0,,6.0,Hellas Verona,26,2017-18
2,0,Vukovic J.,Dif,D,6.5,,1.0,,,,,,7.5,Hellas Verona,26,2017-18
3,30,Caracciolo A.,Dif,D,6.0,,,,,,,,6.0,Hellas Verona,26,2017-18
4,2,Romulo,Dif,D,5.0,,,,,,1.0,,4.5,Hellas Verona,26,2017-18
5,23,Calvano S.,Cen,C,6.0,,,,,,,,6.0,Hellas Verona,26,2017-18
6,27,Valoti M.,Tre,T,7.5,2.0,,,,,,,14.5,Hellas Verona,26,2017-18
7,23,Fares M.,Tre,T,6.0,,,,,,,,6.0,Hellas Verona,26,2017-18
8,9,Verde D.,Tre,T,6.0,,,,,,,,6.0,Hellas Verona,26,2017-18
9,34,Kean M.,Att,A,6.0,,,,,,,,6.0,Hellas Verona,26,2017-18
10,7,Petkovic B.,Att,A,6.5,,,,,,1.0,,6.0,Hellas Verona,26,2017-18
11,14,Zuculini F.,Cen,C,6.5,,,,,,,,6.5,Hellas Verona,26,2017-18
12,8,Fossati M.,Cen,C,6.0,,,,,,,,6.0,Hellas Verona,26,2017-18
13,7,Matos R.,Tre,T,6.0,,,,,,,,6.0,Hellas Verona,26,2017-18
0,1,Handanovic S.,Por,P,6.0,,,,,,,,6.0,Inter,26,2017-18
1,7,Cancelo J.,Dif,D,6.0,,1.0,,,,,,7.0,Inter,26,2017-18
2,37,Skriniar M.,Dif,D,6.0,1.0,,,,,,,10.5,Inter,26,2017-18
3,13,Ranocchia A.,Dif,D,6.0,1.0,,,,,1.0,,10.0,Inter,26,2017-18
4,33,Dambrosio D.,Dif,D,6.0,,,,,,,,6.0,Inter,26,2017-18
5,11,Vecino M.,Cen,C,5.0,,1.0,,,,,,6.0,Inter,26,2017-18
6,5,Gagliardini R.,Cen,C,5.0,,,,,,,,5.0,Inter,26,2017-18
7,12,Rafinha R.,Tre,T,5.5,,,,,,,,5.5,Inter,26,2017-18
8,23,Eder C.,Tre,T,5.5,,,,,,,,5.5,Inter,26,2017-18
9,44,Perisic I.,Tre,T,5.0,,,,,,,,5.0,Inter,26,2017-18
10,87,Candreva A.,Tre,T,5.5,,,,,,1.0,,5.0,Inter,26,2017-18
11,77,Brozovic M.,Cen,C,,,,,,,,,,Inter,26,2017-18
12,17,Karamoh Y.,Tre,T,6.5,,,,,,,,6.5,Inter,26,2017-18
0,1,Buffon G.,Por,P,,,,,,,,,6.0,Juventus,26,2017-18
1,16,Pinsoglio C.,Por,P,,,,,,,,,6.0,Juventus,26,2017-18
2,23,Szczesny W.,Por,P,,,,,,,,,6.0,Juventus,26,2017-18
3,4,Benatia M.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
4,15,Barzagli A.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
5,12,Alex Sandro,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
6,22,Asamoah K.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
7,24,Rugani D.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
8,21,Howedes B.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
9,26,Lichtsteiner S.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
10,2,De Sciglio M.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
11,3,Chiellini G.,Dif,D,,,,,,,,,6.0,Juventus,26,2017-18
12,27,Sturaro S.,Cen,C,,,,,,,,,6.0,Juventus,26,2017-18
13,30,Bentancur R.,Cen,C,,,,,,,,,6.0,Juventus,26,2017-18
14,5,Pjanic M.,Cen,C,,,,,,,,,6.0,Juventus,26,2017-18
15,14,Matuidi B.,Cen,C,,,,,,,,,6.0,Juventus,26,2017-18
16,8,Marchisio C.,Cen,C,,,,,,,,,6.0,Juventus,26,2017-18
17,6,Khedira S.,Cen,C,,,,,,,,,6.0,Juventus,26,2017-18
18,33,Bernardeschi F.,Tre,T,,,,,,,,,6.0,Juventus,26,2017-18
19,7,Cuadrado J.,Tre,T,,,,,,,,,6.0,Juventus,26,2017-18
20,11,Costa D.,Tre,T,,,,,,,,,6.0,Juventus,26,2017-18
21,0,Del Sole F.,Tre,T,,,,,,,,,6.0,Juventus,26,2017-18
22,10,Dybala P.,Tre,T,,,,,,,,,6.0,Juventus,26,2017-18
23,17,Mandzukic M.,Att,A,,,,,,,,,6.0,Juventus,26,2017-18
24,9,Higuain G.,Att,A,,,,,,,,,6.0,Juventus,26,2017-18
0,1,Strakosha T.,Por,P,6.0,,,,,,,,6.0,Lazio,26,2017-18
1,77,Marusic A.,Dif,D,4.5,,,,,,,1.0,3.5,Lazio,26,2017-18
2,26,Radu S.,Dif,D,6.0,,,,,,,,6.0,Lazio,26,2017-18
3,13,Wallace,Dif,D,6.0,,,,,,1.0,,5.5,Lazio,26,2017-18
4,5,Lukaku J.,Dif,D,6.0,,,,,,1.0,,5.5,Lazio,26,2017-18
5,27,Luiz Felipe R.,Dif,D,6.5,,,,,,,,6.5,Lazio,26,2017-18
6,21,Milinkovic S.,Cen,C,8.0,2.0,,,,,,,16.0,Lazio,26,2017-18
7,96,Murgia A.,Cen,C,6.5,,,,,,,,6.5,Lazio,26,2017-18
8,6,Leiva L.,Cen,C,7.0,,,,,,1.0,,6.5,Lazio,26,2017-18
9,10,Anderson F.,Tre,T,7.0,,1.0,,,,,,8.0,Lazio,26,2017-18
10,17,Immobile C.,Att,A,6.5,1.0,,1.0,,,,,9.5,Lazio,26,2017-18
11,19,Lulic S.,Cen,C,6.0,,,,,,,,6.0,Lazio,26,2017-18
12,16,Parolo M.,Cen,C,6.0,,,,,,,,6.0,Lazio,26,2017-18
13,0,Nani L.,Tre,T,,,,,,,,,,Lazio,26,2017-18
0,99,Donnarumma G.,Por,P,6.5,,,,,,,,6.5,Milan,26,2017-18
1,2,Calabria D.,Dif,D,7.5,1.0,,,,,,,12.0,Milan,26,2017-18
2,68,Rodriguez R.,Dif,D,6.5,,,,,,,,6.5,Milan,26,2017-18
3,13,Romagnoli A.,Dif,D,7.5,,,,,,,,7.5,Milan,26,2017-18
4,19,Bonucci L.,Dif,D,7.0,,,,,,,,7.0,Milan,26,2017-18
5,79,Kessie F.,Cen,C,7.5,,,,,,,,7.5,Milan,26,2017-18
6,21,Biglia L.,Cen,C,7.0,,,,,,,,7.0,Milan,26,2017-18
7,10,Calhanoglu H.,Tre,T,6.5,,,,,,,,6.5,Milan,26,2017-18
8,8,Suso J.,Tre,T,7.0,,1.0,,,,,,8.0,Milan,26,2017-18
9,5,Bonaventura G.,Tre,T,6.5,,,,,,,,6.5,Milan,26,2017-18
10,63,Cutrone P.,Att,A,7.0,1.0,,,,,,,10.0,Milan,26,2017-18
11,11,Borini F.,Tre,T,,,,,,,,,,Milan,26,2017-18
12,7,Kalinic N.,Att,A,7.0,,1.0,,,,,,8.0,Milan,26,2017-18
0,25,Reina P.,Por,P,6.5,,,,,,,,6.5,Napoli,26,2017-18
1,26,Koulibaly K.,Dif,D,7.0,,,,,,1.0,,6.5,Napoli,26,2017-18
2,33,Albiol R.,Dif,D,7.0,,,,,,,,7.0,Napoli,26,2017-18
3,6,Rui M.,Dif,D,7.0,1.0,,,,,,,11.5,Napoli,26,2017-18
4,23,Hysaj E.,Dif,D,6.5,,1.0,,,,,,7.5,Napoli,26,2017-18
5,5,Allan M.,Cen,C,7.5,,1.0,,,,,,8.5,Napoli,26,2017-18
6,17,Hamsik M.,Cen,C,7.0,1.0,,,,,,,11.0,Napoli,26,2017-18
7,8,Jorginho,Cen,C,6.0,,,,,,,,6.0,Napoli,26,2017-18
8,7,Callejon J.,Tre,T,7.5,1.0,,,,,,,11.0,Napoli,26,2017-18
9,24,Insigne L.,Tre,T,7.5,1.0,1.0,1.0,,,,,12.0,Napoli,26,2017-18
10,14,Mertens D.,Tre,T,7.0,1.0,,,,,,,10.5,Napoli,26,2017-18
11,11,Maggio C.,Dif,D,6.0,,,,,,,,6.0,Napoli,26,2017-18
12,20,Zielinski P.,Cen,C,6.5,,,,,,,,6.5,Napoli,26,2017-18
13,42,Diawara A.,Cen,C,6.0,,,,,,,,6.0,Napoli,26,2017-18
0,1,Alisson,Por,P,6.0,-2.0,,,,,,,4.0,Roma,26,2017-18
1,44,Manolas K.,Dif,D,5.0,,,,,,,,5.0,Roma,26,2017-18
2,25,Peres B.,Dif,D,5.0,,,,,,,,5.0,Roma,26,2017-18
3,11,Kolarov A.,Dif,D,5.0,,,,,,,,5.0,Roma,26,2017-18
4,20,Fazio F.,Dif,D,5.0,,,,,,,,5.0,Roma,26,2017-18
5,6,Strootman K.,Cen,C,5.0,,,,,,,,5.0,Roma,26,2017-18
6,7,Pellegrini L.,Cen,C,6.0,,,,,,,,6.0,Roma,26,2017-18
7,4,Nainggolan R.,Cen,C,4.5,,,,,,,,4.5,Roma,26,2017-18
8,8,Perotti D.,Tre,T,6.0,,,,,,,,6.0,Roma,26,2017-18
9,17,Under C.,Tre,T,5.5,,,,,,,,5.5,Roma,26,2017-18
10,14,Schick P.,Att,A,5.0,,,,,,,,5.0,Roma,26,2017-18
11,30,Gerson,Tre,T,,,,,,,,,,Roma,26,2017-18
12,9,Dzeko E.,Att,A,5.0,,,,,,,,5.0,Roma,26,2017-18
13,23,Defrel G.,Att,A,5.0,,,,,,,,5.0,Roma,26,2017-18
0,2,Viviano E.,Por,P,6.0,-1.0,,,,,,,5.0,Sampdoria,26,2017-18
1,29,Murru N.,Dif,D,4.5,,,,,,1.0,,4.0,Sampdoria,26,2017-18
2,26,Silvestre M.,Dif,D,7.0,1.0,,,,1.0,,,9.5,Sampdoria,26,2017-18
3,13,Ferrari G.,Dif,D,6.5,,,,,,,,6.5,Sampdoria,26,2017-18
4,24,Bereszynski B.,Dif,D,6.0,,,,,,,,6.0,Sampdoria,26,2017-18
5,16,Linetty K.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,26,2017-18
6,34,Torreira L.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,26,2017-18
7,8,Barreto E.,Cen,C,5.5,,,,,,,,5.5,Sampdoria,26,2017-18
8,90,Ramirez G.,Tre,T,6.5,,,,,,,,6.5,Sampdoria,26,2017-18
9,9,Caprari G.,Att,A,6.0,,,,,,1.0,,5.5,Sampdoria,26,2017-18
10,27,Quagliarella F.,Att,A,6.0,,,,,,,,6.0,Sampdoria,26,2017-18
11,0,Andersen J.,Dif,D,,,,,,,,,,Sampdoria,26,2017-18
12,11,Alvarez R.,Tre,T,6.0,,,,,,,,6.0,Sampdoria,26,2017-18
13,91,Zapata D.,Att,A,7.5,1.0,,,,,,,10.5,Sampdoria,26,2017-18
0,47,Consigli A.,Por,P,6.0,-3.0,,,,,,,3.0,Sassuolo,26,2017-18
1,15,Acerbi F.,Dif,D,6.0,,,,,,,,6.0,Sassuolo,26,2017-18
2,98,Adjapong C.,Dif,D,5.5,,,,,,,,5.5,Sassuolo,26,2017-18
3,13,Peluso F.,Dif,D,5.0,,,,,,,,5.0,Sassuolo,26,2017-18
4,0,Rogerio O.,Dif,D,5.0,,,,,,1.0,,4.5,Sassuolo,26,2017-18
5,4,Magnanelli F.,Cen,C,5.0,,,,,,,,5.0,Sassuolo,26,2017-18
6,6,Mazzitelli L.,Cen,C,4.0,,,,,,,,4.0,Sassuolo,26,2017-18
7,7,Missiroli S.,Cen,C,5.0,,,,,,1.0,,4.5,Sassuolo,26,2017-18
8,25,Berardi D.,Tre,T,4.0,,,,,,,1.0,3.0,Sassuolo,26,2017-18
9,16,Politano M.,Tre,T,6.0,,,,,,,,6.0,Sassuolo,26,2017-18
10,30,Babacar K.,Att,A,4.5,,,,,,,,4.5,Sassuolo,26,2017-18
11,12,Sensi S.,Cen,C,,,,,,,,,,Sassuolo,26,2017-18
12,90,Ragusa A.,Tre,T,6.0,,,,,,,,6.0,Sassuolo,26,2017-18
0,97,Meret A.,Por,P,6.0,-2.0,,,,,,,4.0,Spal,26,2017-18
1,4,Cionek T.,Dif,D,6.0,,,,,,1.0,,5.5,Spal,26,2017-18
2,4,Simic L.,Dif,D,6.0,1.0,,,,,,,10.5,Spal,26,2017-18
3,23,Vicari F.,Dif,D,5.5,,,,,,1.0,,5.0,Spal,26,2017-18
4,14,Mattiello F.,Dif,D,6.5,,,,,,,,6.5,Spal,26,2017-18
5,29,Lazzari M.,Cen,C,7.5,,1.0,,,,,,8.5,Spal,26,2017-18
6,28,Schiattarella P.,Cen,C,7.0,,1.0,,,,1.0,,7.5,Spal,26,2017-18
7,88,Grassi A.,Cen,C,6.5,,,,,,,,6.5,Spal,26,2017-18
8,27,Kurtic J.,Tre,T,6.0,,,,,,,,6.0,Spal,26,2017-18
9,7,Antenucci M.,Att,A,7.0,1.0,,,,,,,10.0,Spal,26,2017-18
10,43,Paloschi A.,Att,A,6.5,1.0,,,,,1.0,,9.0,Spal,26,2017-18
11,85,Drame B.,Dif,D,5.5,,,,,,,,5.5,Spal,26,2017-18
12,21,Salamon B.,Dif,D,,,,,,,,,,Spal,26,2017-18
13,10,Floccari S.,Att,A,,,,,,,,,,Spal,26,2017-18
0,39,Sirigu S.,Por,P,6.0,-2.0,,,,,,,4.0,Torino,26,2017-18
1,15,Ansaldi C.,Dif,D,5.0,,,,,,,,5.0,Torino,26,2017-18
2,13,Burdisso N.,Dif,D,5.0,,,,,,1.0,,4.5,Torino,26,2017-18
3,29,De Silvestri L.,Dif,D,5.0,,,,,,,,5.0,Torino,26,2017-18
4,33,Nkoulou N.,Dif,D,5.5,,,,,,,,5.5,Torino,26,2017-18
5,6,Acquah A.,Cen,C,5.0,,,,,,,,5.0,Torino,26,2017-18
6,88,Rincon T.,Cen,C,5.0,,,,,,,,5.0,Torino,26,2017-18
7,22,Obi J.,Cen,C,5.5,,,,,,,,5.5,Torino,26,2017-18
8,14,Iago F.,Tre,T,5.5,,1.0,,,,,,6.5,Torino,26,2017-18
9,9,Belotti A.,Att,A,5.5,,,,,,,,5.5,Torino,26,2017-18
10,94,Niang M.,Att,A,6.0,1.0,,,,,,,9.0,Torino,26,2017-18
11,8,Baselli D.,Cen,C,,,,,,,,,,Torino,26,2017-18
12,10,Ljajic A.,Tre,T,6.0,,,,,,,,6.0,Torino,26,2017-18
13,21,Berenguer A.,Tre,T,,,,,,,,,,Torino,26,2017-18
0,1,Bizzarri A.,Por,P,6.0,-2.0,,,,,,,4.0,Udinese,26,2017-18
1,3,Samir,Dif,D,6.5,,,,,,,,6.5,Udinese,26,2017-18
2,5,Danilo L.,Dif,D,6.0,,,,,,,,6.0,Udinese,26,2017-18
3,0,Larsen J.,Dif,D,5.5,,,,,,1.0,,5.0,Udinese,26,2017-18
4,27,Widmer S.,Dif,D,5.0,,,,,,,,5.0,Udinese,26,2017-18
5,53,Adnan A.,Dif,D,6.5,,,,,,,,6.5,Udinese,26,2017-18
6,6,Fofana S.,Cen,C,6.5,,,,,,,,6.5,Udinese,26,2017-18
7,14,Jankto J.,Cen,C,6.5,,,,,,1.0,,6.0,Udinese,26,2017-18
8,72,Barak A.,Cen,C,6.5,,,,,,,,6.5,Udinese,26,2017-18
9,99,Balic A.,Cen,C,5.5,,,,,,,,5.5,Udinese,26,2017-18
10,10,De Paul R.,Tre,T,5.5,,,,,,,,5.5,Udinese,26,2017-18
11,4,Angella G.,Dif,D,6.5,,,,,,,,6.5,Udinese,26,2017-18
12,13,Ingelsson S.,Cen,C,,,,,,,,,,Udinese,26,2017-18
13,20,Lopez M.,Att,A,5.0,,,,,,,,5.0,Udinese,26,2017-18
