,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,95,Gollini P.,Por,P,6.0,-1.0,,,,,,,5.0,Atalanta,28,2018-19
1,8,Gosens R.,Dif,D,5.5,,,,,,,,5.5,Atalanta,28,2018-19
2,5,Masiello A.,Dif,D,6.0,,,,,,,,6.0,Atalanta,28,2018-19
3,23,Mancini G.,Dif,D,6.5,,,,,,,,6.5,Atalanta,28,2018-19
4,33,Hateboer H.,Dif,D,5.5,,,,,,,,5.5,Atalanta,28,2018-19
5,19,Djimsiti B.,Dif,D,5.5,,,,,,,,5.5,Atalanta,28,2018-19
6,11,Freuler R.,Cen,C,6.0,,,,,,,,6.0,Atalanta,28,2018-19
7,15,De Roon M.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,28,2018-19
8,72,Ilicic J.,Tre,T,7.5,1.0,,,,,,,11.0,Atalanta,28,2018-19
9,10,Gomez A.,Tre,T,6.0,,,,,,,,6.0,Atalanta,28,2018-19
10,91,Zapata D.,Att,A,6.0,,1.0,,,,,,7.0,Atalanta,28,2018-19
11,21,Castagne T.,Dif,D,6.0,,,,,,,,6.0,Atalanta,28,2018-19
12,88,Pasalic M.,Cen,C,6.0,,,,,,,,6.0,Atalanta,28,2018-19
13,99,Barrow M.,Att,A,,,,,,,,,,Atalanta,28,2018-19
0,28,Skorupski L.,Por,P,6.5,-2.0,,,,,,,4.5,Bologna,28,2018-19
1,4,Lyanco S.,Dif,D,6.0,,,,,,,1.0,5.0,Bologna,28,2018-19
2,15,Mbaye I.,Dif,D,6.0,,,,,,,,6.0,Bologna,28,2018-19
3,23,Danilo L.,Dif,D,7.0,,,,,,,,7.0,Bologna,28,2018-19
4,35,Dijks M.,Dif,D,6.5,,,,,,,,6.5,Bologna,28,2018-19
5,5,Pulgar E.,Cen,C,7.0,1.0,,1.0,,1.0,,,9.0,Bologna,28,2018-19
6,31,Dzemaili B.,Cen,C,6.0,,,,,,,,6.0,Bologna,28,2018-19
7,21,Soriano R.,Cen,C,7.0,,,,,,1.0,,6.5,Bologna,28,2018-19
8,24,Palacio R.,Tre,T,7.5,,1.0,,,,,,8.5,Bologna,28,2018-19
9,10,Sansone N.,Tre,T,6.5,,,,,,1.0,,6.0,Bologna,28,2018-19
10,7,Orsolini R.,Tre,T,7.0,1.0,,,,,,,10.5,Bologna,28,2018-19
11,14,Mattiello F.,Dif,D,,,,,,,,,,Bologna,28,2018-19
12,32,Svanberg M.,Cen,C,,,,,,,,,,Bologna,28,2018-19
