giocatore;ruolo;squadra;pr;fv;fv_hat;metric;metric_norm;q
provedel i;P;spezia;84,21052631578948;4,5;0,23684210526315788;19,94459833795014;0,5413533834586467;3
da costa a;P;bologna;31,57894736842105;3,5;0,18421052631578946;5,817174515235457;0,15789473684210525;3
savic mi;P;torino;10,526315789473685;3,75;0,19736842105263158;2,0775623268698062;0,05639097744360903;2
zoet j;P;spezia;10,526315789473685;3,5;0,18421052631578946;1,9390581717451525;0,05263157894736843;2
pegolo g;P;sassuolo;5,2631578947368425;6,0;0,3157894736842105;1,662049861495845;0,04511278195488722;1
marchetti f;P;genoa;10,526315789473685;2,0;0,10526315789473684;1,10803324099723;0,030075187969924817;1
tatarusanu c;P;milan;5,2631578947368425;2,0;0,10526315789473684;0,554016620498615;0,015037593984962409;0
ravaglia f;P;bologna;5,2631578947368425;0,0;0,0;0,0;0,0;0
